"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Car ter de atendimento nÆo informado"";""Total"""
"""170386 CARIRI DO TOCANTINS"";5976;-;-;-;-;-;54935;-;60911"
"""170388 CARMOLANDIA"";106;-;-;-;-;-;378;-;484"
"""170389 CARRASCO BONITO"";2052;-;-;-;-;-;2784;-;4836"
"""170390 CASEARA"";152;-;-;-;-;-;435;-;587"
"""170410 CENTENARIO"";53;-;-;-;-;-;41;-;94"
"""170460 CHAPADA DE AREIA"";6415;41;-;-;-;-;9974;-;16430"
"""170510 CHAPADA DA NATIVIDADE"";484;-;-;1;-;-;410;-;895"
"""170550 COLINAS DO TOCANTINS"";36237;482;4;-;-;-;272232;-;308955"
"""170555 COMBINADO"";4794;-;-;-;-;-;15596;-;20390"
"""170560 CONCEICAO DO TOCANTINS"";3082;-;-;-;-;-;4676;-;7758"
"""170600 COUTO MAGALHAES"";43;-;-;-;-;-;25113;-;25156"
"""170610 CRISTALANDIA"";164;-;-;-;-;-;29739;-;29903"
"""170625 CRIXAS DO TOCANTINS"";1038;-;-;-;-;-;8178;-;9216"
"""170650 DARCINOPOLIS"";2080;1;-;-;-;-;118;-;2199"
"""170700 DIANOPOLIS"";22427;1795;-;-;-;-;235460;-;259682"
"""170710 DIVINOPOLIS DO TOCANTINS"";7745;-;-;-;-;-;186533;-;194278"
"""170720 DOIS IRMAOS DO TOCANTINS"";374;50;-;-;-;-;43043;-;43467"
"""170730 DUERE"";514;-;-;-;-;-;19101;-;19615"
"""170740 ESPERANTINA"";14089;-;-;-;-;-;12040;-;26129"
"""170755 FATIMA"";3544;4;-;-;-;-;438;-;3986"
"""170765 FIGUEIROPOLIS"";2734;1;-;-;-;-;9969;-;12704"
"""170770 FILADELFIA"";907;75;-;-;-;-;71805;-;72787"
"""170820 FORMOSO DO ARAGUAIA"";34572;3845;2;-;1;-;169117;-;207537"
"""170825 TABOCAO"";11344;6;-;-;-;-;143;-;11493"
"""170830 GOIANORTE"";193;21;-;-;-;-;8510;-;8724"
"""170900 GOIATINS"";19226;2166;-;-;-;-;84196;-;105588"
"""170930 GUARAI"";8255;4744;-;-;-;-;311412;-;324411"
"""170950 GURUPI"";491271;7755;4;2;-;219;1111794;-;1611045"
"""170980 IPUEIRAS"";1831;101;-;-;-;-;30747;-;32679"
"""171050 ITACAJA"";237;-;-;-;-;-;50062;-;50299"
"""171070 ITAGUATINS"";399;-;-;-;-;-;358;-;757"
"""171090 ITAPIRATINS"";552;-;-;-;-;-;8231;-;8783"
"""171110 ITAPORA DO TOCANTINS"";1129;-;-;-;-;-;22090;-;23219"
"""171150 JAU DO TOCANTINS"";1510;-;-;-;-;-;23971;-;25481"
"""171180 JUARINA"";59;-;-;-;-;-;203;-;262"
"""171190 LAGOA DA CONFUSAO"";5296;-;-;-;-;-;37918;-;43214"
"""171195 LAGOA DO TOCANTINS"";64;-;-;-;-;-;472;-;536"
"""171200 LAJEADO"";4592;2;-;-;-;-;1711;-;6305"
"""171215 LAVANDEIRA"";4297;1;-;-;-;-;5840;-;10138"
"""171240 LIZARDA"";455;-;-;-;-;-;37;-;492"
"""171245 LUZINOPOLIS"";608;-;-;6;-;-;42;-;656"
"""171250 MARIANOPOLIS DO TOCANTINS"";3323;-;-;-;-;-;19177;-;22500"
"""171270 MATEIROS"";264;-;-;-;-;-;164;-;428"
"""171280 MAURILANDIA DO TOCANTINS"";2279;-;-;-;-;-;840;-;3119"
"""171320 MIRACEMA DO TOCANTINS"";34216;4629;-;-;-;-;278174;-;317019"
"""171330 MIRANORTE"";23988;14;4;1;-;-;101475;-;125482"
"""171360 MONTE DO CARMO"";5175;1;-;-;-;-;113155;-;118331"
"""171370 MONTE SANTO DO TOCANTINS"";4354;-;-;-;-;-;11168;-;15522"
"""171380 PALMEIRAS DO TOCANTINS"";675;-;-;-;-;-;18735;-;19410"
"""171395 MURICILANDIA"";47;-;-;-;-;-;362;-;409"
"""171420 NATIVIDADE"";12829;10;-;-;-;-;141710;-;154549"
"""171430 NAZARE"";175;-;-;-;-;-;20134;-;20309"
"""171488 NOVA OLINDA"";27055;120;-;-;-;18;24086;-;51279"
"""171500 NOVA ROSALANDIA"";10809;-;-;-;-;-;24290;-;35099"
"""171510 NOVO ACORDO"";18;-;-;-;-;-;1158;-;1176"
"""171515 NOVO ALEGRE"";24483;-;-;-;-;-;6801;-;31284"
"""171525 NOVO JARDIM"";-;-;-;-;-;-;78;-;78"
"""171550 OLIVEIRA DE FATIMA"";103;-;-;-;-;-;273;-;376"
"""171570 PALMEIRANTE"";-;-;-;-;-;-;570;-;570"
"""171575 PALMEIROPOLIS"";11888;2;-;-;-;-;91431;-;103321"
"""171610 PARAISO DO TOCANTINS"";90136;7392;4;15;-;-;1126239;-;1223786"
"""171620 PARANA"";10274;921;-;-;-;-;160440;-;171635"
"""171630 PAU D'ARCO"";3196;-;-;-;-;-;201;-;3397"
"""171650 PEDRO AFONSO"";872;1231;-;-;-;-;118160;-;120263"
"""171660 PEIXE"";17642;5577;-;-;-;-;130404;-;153623"
"""171665 PEQUIZEIRO"";27750;429;-;-;-;-;34037;-;62216"
"""171670 COLMEIA"";790;5212;4;-;-;-;130805;-;136811"
"""171700 PINDORAMA DO TOCANTINS"";1079;27848;-;-;-;-;73383;-;102310"
"""171720 PIRAQUE"";640;18;-;-;-;-;2034;-;2692"
"""171750 PIUM"";4301;-;-;-;-;-;111537;-;115838"
"""171780 PONTE ALTA DO BOM JESUS"";24;-;-;-;-;-;1899;-;1923"
"""171790 PONTE ALTA DO TOCANTINS"";1799;-;-;-;-;-;88832;-;90631"
"""171800 PORTO ALEGRE DO TOCANTINS"";-;-;-;-;-;-;181;-;181"
"""171820 PORTO NACIONAL"";329825;8683;4;8;2;-;1406392;-;1744914"
"""171830 PRAIA NORTE"";15765;-;-;4;-;-;710;-;16479"
"""171840 PRESIDENTE KENNEDY"";1627;174;-;-;-;-;33597;-;35398"
"""171845 PUGMIL"";600;-;-;-;-;-;12006;-;12606"
"""171850 RECURSOLANDIA"";2985;-;15;1;-;-;81;-;3082"
"""171855 RIACHINHO"";752;4;-;-;-;-;311;-;1067"
"""171865 RIO DA CONCEICAO"";1875;-;-;-;-;-;134;-;2009"
"""171870 RIO DOS BOIS"";149;1;1;-;-;-;473;-;624"
"""171875 RIO SONO"";3923;-;-;-;-;-;12153;-;16076"
"""171880 SAMPAIO"";142;-;-;-;-;-;393;-;535"
"""171884 SANDOLANDIA"";7009;19;-;-;-;-;263;-;7291"
"""171886 SANTA FE DO ARAGUAIA"";1874;1;-;-;-;-;415;-;2290"
"""171888 SANTA MARIA DO TOCANTINS"";-;-;-;-;-;-;196;-;196"
"""171889 SANTA RITA DO TOCANTINS"";2043;304;-;-;5;-;496;-;2848"
"""171890 SANTA ROSA DO TOCANTINS"";317;77;-;-;-;-;325;-;719"
"""171900 SANTA TEREZA DO TOCANTINS"";1895;4;-;1;-;-;548;-;2448"
"""172000 SANTA TEREZINHA DO TOCANTINS"";7000;-;-;-;-;-;7136;-;14136"
"""172010 SAO BENTO DO TOCANTINS"";668;-;-;-;-;-;127;-;795"
"""172020 SAO MIGUEL DO TOCANTINS"";13844;2;-;-;-;-;54638;-;68484"
"""172025 SAO SALVADOR DO TOCANTINS"";6651;10;-;-;-;-;10578;-;17239"
"""172030 SAO SEBASTIAO DO TOCANTINS"";427;-;-;-;-;-;153;-;580"
"""172049 SAO VALERIO"";13160;6;9;-;-;-;13054;-;26229"
"""172065 SILVANOPOLIS"";7361;8;-;-;-;-;54313;-;61682"
"""172080 SITIO NOVO DO TOCANTINS"";10990;2619;-;-;-;-;28262;-;41871"
"""172085 SUCUPIRA"";9907;1;-;-;-;-;4438;-;14346"
"""172090 TAGUATINGA"";24261;259;-;-;-;1;257790;-;282311"
"""172093 TAIPAS DO TOCANTINS"";178;-;-;-;-;-;4493;-;4671"
"""172097 TALISMA"";794;761;-;-;1;-;13523;-;15079"
"""172100 PALMAS"";1944730;105814;44;12;-;1;5039338;-;7089939"
"""172110 TOCANTINIA"";-;-;-;-;-;-;10242;-;10242"
"""172120 TOCANTINOPOLIS"";26958;-;-;-;-;-;787192;-;814150"
"""172125 TUPIRAMA"";1067;14;-;-;-;-;103;-;1184"
"""172130 TUPIRATINS"";222;-;-;-;-;-;47;-;269"
"""172208 WANDERLANDIA"";4829;2;-;-;-;-;76235;-;81066"
"""172210 XAMBIOA"";2282;695;-;-;-;-;52265;-;55242"
"""210005 ACAILANDIA"";405101;75596;1;-;-;1;1673385;-;2154084"
"""210010 AFONSO CUNHA"";1637;-;1;-;-;-;76762;-;78400"
"""210015 AGUA DOCE DO MARANHAO"";276;-;-;-;-;-;1568;-;1844"
"""210020 ALCANTARA"";532;1020;-;-;-;-;14956;-;16508"
"""210030 ALDEIAS ALTAS"";2252;463;-;-;-;-;154696;-;157411"
"""210040 ALTAMIRA DO MARANHAO"";120;670;-;-;-;-;7138;-;7928"
"""210043 ALTO ALEGRE DO MARANHAO"";5674;5235;-;-;-;-;504665;-;515574"
"""210047 ALTO ALEGRE DO PINDARE"";135422;5;-;34;-;-;619223;-;754684"
"""210050 ALTO PARNAIBA"";110;61;-;-;-;-;38464;-;38635"
"""210055 AMAPA DO MARANHAO"";1466;847;3;-;-;-;87304;-;89620"
"""210060 AMARANTE DO MARANHAO"";75238;-;-;-;-;2;264016;-;339256"
"""210070 ANAJATUBA"";58485;3901;-;-;-;-;1025068;-;1087454"
"""210080 ANAPURUS"";20700;61;-;-;-;-;118598;-;139359"
"""210083 APICUM-ACU"";96485;5084;-;-;-;-;168329;-;269898"
"""210087 ARAGUANA"";14;-;-;-;-;-;47670;-;47684"
"""210090 ARAIOSES"";18749;879;-;-;-;-;113894;-;133522"
"""210095 ARAME"";49352;728;1;-;-;-;255829;-;305910"
"""210100 ARARI"";51751;2643;2;1;-;-;431981;-;486378"
"""210110 AXIXA"";5332;12;1;-;-;-;138041;-;143386"
"""210120 BACABAL"";305812;38397;13;4;-;-;1268129;-;1612355"
"""210125 BACABEIRA"";12298;1106;1;-;-;-;175935;-;189340"
"""210130 BACURI"";4099;5835;-;-;-;-;140470;-;150404"
"""210135 BACURITUBA"";3698;-;-;-;-;-;12105;-;15803"
"""210140 BALSAS"";222358;53129;17;3;1;2;1513434;-;1788944"
"""210150 BARAO DE GRAJAU"";4206;428;-;-;-;-;153084;-;157718"
"""210160 BARRA DO CORDA"";855241;169472;2;2;2;1;730731;-;1755451"
"""210170 BARREIRINHAS"";16134;26071;17;-;345;-;1024243;-;1066810"
"""210173 BELAGUA"";216;-;-;-;-;-;4773;-;4989"
"""210177 BELA VISTA DO MARANHAO"";23349;2;-;-;-;2;186083;-;209436"
"""210180 BENEDITO LEITE"";-;-;-;-;-;-;25;-;25"
"""210190 BEQUIMAO"";25;1541;-;-;-;-;68418;-;69984"
"""210193 BERNARDO DO MEARIM"";8809;-;-;-;-;-;78748;-;87557"
"""210200 BOM JARDIM"";21224;1;-;-;-;-;136586;-;157811"
"""210203 BOM JESUS DAS SELVAS"";31800;84;-;-;-;-;349533;-;381417"
"""210207 BOM LUGAR"";14801;-;-;-;-;-;5836;-;20637"
"""210210 BREJO"";104839;6;-;-;-;-;462649;-;567494"
"""210215 BREJO DE AREIA"";2;-;-;-;-;-;7387;-;7389"
"""210220 BURITI"";13145;-;-;-;-;-;197396;-;210541"
"""210230 BURITI BRAVO"";11402;1;-;-;-;-;155895;-;167298"
"""210232 BURITICUPU"";58069;499847;-;1;-;-;956490;-;1514407"
"""210235 BURITIRANA"";49015;-;-;-;-;-;101697;-;150712"
"""210237 CACHOEIRA GRANDE"";8068;-;-;-;-;-;78397;-;86465"
"""210240 CAJAPIO"";6497;1;-;-;-;-;55431;-;61929"
"""210250 CAJARI"";14387;-;-;-;-;-;126284;-;140671"
"""210255 CAMPESTRE DO MARANHAO"";16349;428;6;2;1;1;147631;-;164418"
"""210260 CANDIDO MENDES"";1;7723;-;-;-;-;72570;-;80294"
"""210270 CANTANHEDE"";17692;3149;-;-;-;-;185432;-;206273"
"""210275 CAPINZAL DO NORTE"";1807;-;-;-;-;-;186841;-;188648"
"""210280 CAROLINA"";6359;659;-;40;-;-;184216;-;191274"
"""210290 CARUTAPERA"";7538;-;-;-;-;-;303114;-;310652"
"""210300 CAXIAS"";458053;33914;20;6;1;2;3847352;-;4339348"
"""210310 CEDRAL"";7728;164;-;-;-;-;76313;-;84205"
"""210312 CENTRAL DO MARANHAO"";1003;-;-;-;-;-;60305;-;61308"
"""210315 CENTRO DO GUILHERME"";5537;3818;-;-;-;-;268904;-;278259"
"""210320 CHAPADINHA"";166684;223185;2;-;-;-;992346;-;1382217"
"""210325 CIDELANDIA"";6472;2;-;-;-;1;130656;-;137131"
"""210330 CODO"";232342;192591;18;1;-;-;1182835;-;1607787"
"""210340 COELHO NETO"";83967;3714;-;2;-;-;550147;-;637830"
"""210350 COLINAS"";2059;32874;-;-;-;-;660251;-;695184"
"""210355 CONCEICAO DO LAGO-ACU"";7160;-;-;-;-;-;812;-;7972"
"""210360 COROATA"";140767;157848;6;7;8;-;1509599;-;1808235"
"""210370 CURURUPU"";4097;6962;3;-;-;-;216305;-;227367"
"""210375 DAVINOPOLIS"";54;4220;-;-;-;-;41925;-;46199"
"""210380 DOM PEDRO"";1562;12818;-;-;-;-;188740;-;203120"
"""210390 DUQUE BACELAR"";8847;111;-;-;-;-;131263;-;140221"
"""210400 ESPERANTINOPOLIS"";15171;3692;1;-;5;-;185314;-;204183"
"""210405 ESTREITO"";89705;1534;-;-;-;-;857577;-;948816"
"""210407 FEIRA NOVA DO MARANHAO"";23212;-;-;-;-;-;27456;-;50668"
"""210408 FERNANDO FALCAO"";47922;-;-;-;-;-;51559;-;99481"
"""210409 FORMOSA DA SERRA NEGRA"";1889;1;1;-;-;1;83204;-;85096"
"""210410 FORTALEZA DOS NOGUEIRAS"";-;-;-;-;-;-;50621;-;50621"
"""210420 FORTUNA"";31630;-;-;-;-;-;232293;-;263923"
"""210430 GODOFREDO VIANA"";374;13;-;-;-;-;17619;-;18006"
"""210440 GONCALVES DIAS"";22093;-;2;-;-;-;18654;-;40749"
"""210450 GOVERNADOR ARCHER"";33362;22782;-;-;-;-;116099;-;172243"
"""210455 GOVERNADOR EDISON LOBAO"";12679;-;-;2;-;-;63863;-;76544"
"""210460 GOVERNADOR EUGENIO BARROS"";46604;-;-;-;-;-;71250;-;117854"
"""210462 GOVERNADOR LUIZ ROCHA"";3;8791;1;-;-;-;23026;-;31821"
"""210465 GOVERNADOR NEWTON BELLO"";17404;730;-;-;-;-;46884;-;65018"
"""210467 GOVERNADOR NUNES FREIRE"";4112;9792;-;1;-;-;181613;-;195518"
"""210470 GRACA ARANHA"";31440;-;-;-;-;-;17600;-;49040"
"""210480 GRAJAU"";1107128;6674;135;120;92;-;969046;-;2083195"
"""210490 GUIMARAES"";6959;-;2;-;-;-;802;-;7763"
"""210500 HUMBERTO DE CAMPOS"";21651;2;-;-;-;-;159021;-;180674"
"""210510 ICATU"";140;3500;-;-;-;-;199784;-;203424"
"""210515 IGARAPE DO MEIO"";18138;6;-;-;-;-;149098;-;167242"
"""210520 IGARAPE GRANDE"";7300;128;1;-;-;-;108549;-;115978"
"""210530 IMPERATRIZ"";1104982;296191;6;2;4;1;3294121;-;4695307"
"""210535 ITAIPAVA DO GRAJAU"";79547;-;-;-;-;-;115206;-;194753"
"""210540 ITAPECURU MIRIM"";67775;10843;-;1;-;-;540895;-;619514"
"""210542 ITINGA DO MARANHAO"";-;519;-;-;-;-;112865;-;113384"
"""210545 JATOBA"";20;468;-;-;-;-;2798;-;3286"
"""210547 JENIPAPO DOS VIEIRAS"";61314;-;-;-;-;-;109025;-;170339"
"""210550 JOAO LISBOA"";14869;1;-;-;-;-;113476;-;128346"
"""210560 JOSELANDIA"";49771;44;-;-;-;-;50726;-;100541"
"""210570 LAGO DA PEDRA"";39168;74801;-;-;-;-;738541;-;852510"
"""210580 LAGO DO JUNCO"";17058;-;-;-;-;-;52857;-;69915"
"""210590 LAGO VERDE"";13780;13078;-;-;-;-;37898;-;64756"
"""210592 LAGOA DO MATO"";8927;-;-;-;-;-;84099;-;93026"
"""210594 LAGO DOS RODRIGUES"";4292;-;-;-;-;-;39985;-;44277"
"""210596 LAGOA GRANDE DO MARANHAO"";15660;5;1;-;-;-;87925;-;103591"
"""210598 LAJEADO NOVO"";6525;83;-;-;-;-;156;-;6764"
"""210600 LIMA CAMPOS"";25658;390;1;-;-;-;332891;-;358940"
"""210610 LORETO"";9099;11455;-;-;-;-;27536;-;48090"
"""210620 LUIS DOMINGUES"";2197;-;-;-;-;-;17447;-;19644"
"""210630 MAGALHAES DE ALMEIDA"";8602;7105;2;-;-;-;151047;-;166756"
"""210632 MARACACUME"";4129;10132;-;-;-;-;252198;-;266459"
"""210635 MARAJA DO SENA"";1618;-;-;-;-;-;1821;-;3439"
"""210637 MARANHAOZINHO"";2763;10157;-;-;-;-;215749;-;228669"
"""210640 MATA ROMA"";2615;3100;-;-;-;-;112120;-;117835"
"""210650 MATINHA"";1469;111;-;-;-;-;197398;-;198978"
"""210660 MATOES"";2052;549;-;-;-;-;312797;-;315398"
"""210663 MATOES DO NORTE"";34247;1;-;-;-;6;248831;-;283085"
"""210667 MILAGRES DO MARANHAO"";557;-;-;-;-;-;53132;-;53689"
"""210670 MIRADOR"";2556;124284;-;-;-;-;36697;-;163537"
"""210675 MIRANDA DO NORTE"";39709;29;-;2;-;3;304829;-;344572"
"""210680 MIRINZAL"";2139;-;-;-;-;-;227173;-;229312"
"""210690 MONCAO"";8604;2224;2;-;-;-;191007;-;201837"
"""210700 MONTES ALTOS"";60226;-;-;-;-;-;117596;-;177822"
"""210710 MORROS"";15534;-;3;-;-;-;359595;-;375132"
"""210720 NINA RODRIGUES"";4837;1267;-;-;-;-;115448;-;121552"
"""210725 NOVA COLINAS"";478;716;-;-;-;-;65295;-;66489"
"""210730 NOVA IORQUE"";432;6252;-;-;-;-;28948;-;35632"
"""210735 NOVA OLINDA DO MARANHAO"";6956;3447;-;-;-;-;67727;-;78130"
"""210740 OLHO D'AGUA DAS CUNHAS"";10743;44;-;-;-;-;83117;-;93904"
"""210745 OLINDA NOVA DO MARANHAO"";11083;3;-;4;-;-;126115;-;137205"
"""210750 PACO DO LUMIAR"";20311;108610;2;-;-;-;1107137;-;1236060"
"""210760 PALMEIRANDIA"";18871;3167;-;-;2;-;472060;-;494100"
"""210770 PARAIBANO"";13615;1;-;-;-;-;196105;-;209721"
"""210780 PARNARAMA"";28760;501;-;-;-;-;304123;-;333384"
"""210790 PASSAGEM FRANCA"";7302;21;-;-;-;-;43471;-;50794"
"""210800 PASTOS BONS"";1910;-;-;-;-;-;447113;-;449023"
"""210805 PAULINO NEVES"";19512;7992;-;-;-;-;204258;-;231762"
"""210810 PAULO RAMOS"";47535;3670;30;1;-;-;145744;-;196980"
"""210820 PEDREIRAS"";78844;2106;3;2;-;-;413343;-;494298"
"""210825 PEDRO DO ROSARIO"";4378;2;-;-;-;1;178947;-;183328"
"""210830 PENALVA"";3929;3;5;-;-;-;207332;-;211269"
"""210840 PERI MIRIM"";4224;-;-;-;-;-;205100;-;209324"
"""210845 PERITORO"";12387;446;-;-;-;-;614318;-;627151"
"""210850 PINDARE-MIRIM"";2648;2782;2;-;-;-;280402;-;285834"
"""210860 PINHEIRO"";75897;42283;25;2;1;1;2195741;-;2313950"
"""210870 PIO XII"";22658;-;-;-;-;-;151700;-;174358"
"""210880 PIRAPEMAS"";10168;4759;8;-;-;-;166023;-;180958"
"""210890 POCAO DE PEDRAS"";12076;1;-;-;-;-;157447;-;169524"
"""210900 PORTO FRANCO"";4155;113728;-;-;-;2;313949;-;431834"
"""210905 PORTO RICO DO MARANHAO"";4644;99;-;-;-;-;17287;-;22030"
"""210910 PRESIDENTE DUTRA"";139796;23610;23;2;4;-;989106;-;1152541"
"""210920 PRESIDENTE JUSCELINO"";17500;157;-;-;-;-;101330;-;118987"
"""210923 PRESIDENTE MEDICI"";1614;626;-;-;-;-;112552;-;114792"
"""210927 PRESIDENTE SARNEY"";185;-;-;-;-;-;251;-;436"
"""210930 PRESIDENTE VARGAS"";321;-;-;-;-;-;74139;-;74460"
"""210940 PRIMEIRA CRUZ"";2961;697;-;-;-;-;33415;-;37073"
"""210945 RAPOSA"";69533;30;-;1;-;-;390741;-;460305"
"""210950 RIACHAO"";10011;12997;-;-;-;1;262392;-;285401"
"""210955 RIBAMAR FIQUENE"";10625;-;-;-;-;-;67987;-;78612"
"""210960 ROSARIO"";81335;11;-;-;2;-;400913;-;482261"
"""210970 SAMBAIBA"";60;-;-;-;-;-;28256;-;28316"
"""210975 SANTA FILOMENA DO MARANHAO"";515;-;-;-;-;-;265821;-;266336"
"""210980 SANTA HELENA"";14732;6802;-;-;-;-;295792;-;317326"
"""210990 SANTA INES"";144888;1915;38;10;1;1;1198474;-;1345327"
"""211000 SANTA LUZIA"";45205;5122;58;-;6;-;262883;-;313274"
"""211003 SANTA LUZIA DO PARUA"";33108;7192;2;-;2;-;367942;-;408246"
"""211010 SANTA QUITERIA DO MARANHAO"";69794;-;-;-;-;-;113651;-;183445"
"""211020 SANTA RITA"";24587;5;-;1;1;-;887162;-;911756"
"""211023 SANTANA DO MARANHAO"";13435;53;-;-;-;-;102137;-;115625"
"""211027 SANTO AMARO DO MARANHAO"";2127;-;-;-;-;-;46109;-;48236"
"""211030 SANTO ANTONIO DOS LOPES"";5191;1090;-;-;-;-;52204;-;58485"
"""211040 SAO BENEDITO DO RIO PRETO"";3397;2;-;-;-;-;51402;-;54801"
"""211050 SAO BENTO"";71759;3140;-;1;77;-;435190;-;510167"
"""211060 SAO BERNARDO"";43588;16567;-;-;-;-;336488;-;396643"
"""211065 SAO DOMINGOS DO AZEITAO"";687;120;-;-;-;-;83232;-;84039"
"""211070 SAO DOMINGOS DO MARANHAO"";217;66984;-;-;-;-;253333;-;320534"
"""211080 SAO FELIX DE BALSAS"";3011;-;-;-;-;-;56588;-;59599"
"""211085 SAO FRANCISCO DO BREJAO"";3026;-;-;-;-;-;63541;-;66567"
"""211090 SAO FRANCISCO DO MARANHAO"";623;-;-;-;-;-;35438;-;36061"
"""211100 SAO JOAO BATISTA"";51170;-;-;-;-;-;163256;-;214426"
"""211102 SAO JOAO DO CARU"";356;25;-;-;-;-;9565;-;9946"
"""211105 SAO JOAO DO PARAISO"";317;-;-;-;-;-;670;-;987"
"""211107 SAO JOAO DO SOTER"";36152;992;-;-;-;-;161789;-;198933"
"""211110 SAO JOAO DOS PATOS"";95773;-;-;-;-;-;526403;-;622176"
"""211120 SAO JOSE DE RIBAMAR"";145230;215010;5;2;5;3;4797374;-;5157629"
"""211125 SAO JOSE DOS BASILIOS"";3;7161;-;-;-;-;68198;-;75362"
"""211130 SAO LUIS"";16540391;910884;131;50;22;17;24438847;-;41890342"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";26699;11;-;3;-;-;47792;-;74505"
"""211150 SAO MATEUS DO MARANHAO"";51524;665;9;8;-;-;407087;-;459293"
"""211153 SAO PEDRO DA AGUA BRANCA"";43681;-;-;-;-;-;135386;-;179067"
"""211157 SAO PEDRO DOS CRENTES"";15590;-;-;-;-;-;87270;-;102860"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";3811;52036;-;-;-;-;120206;-;176053"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";7227;1;-;-;-;1;35770;-;42999"
"""211167 SAO ROBERTO"";2757;1;-;-;-;-;23083;-;25841"
"""211170 SAO VICENTE FERRER"";47413;2168;-;-;-;-;130490;-;180071"
"""211172 SATUBINHA"";4489;1801;-;-;-;-;84995;-;91285"
"""211174 SENADOR ALEXANDRE COSTA"";6671;-;-;-;-;-;12092;-;18763"
"""211176 SENADOR LA ROCQUE"";187;22398;1;-;-;-;76338;-;98924"
"""211178 SERRANO DO MARANHAO"";10833;-;-;-;-;-;97969;-;108802"
"""211180 SITIO NOVO"";3818;192;-;-;-;-;124748;-;128758"
"""211190 SUCUPIRA DO NORTE"";31078;-;-;-;-;-;69263;-;100341"
"""211195 SUCUPIRA DO RIACHAO"";9292;-;-;-;-;-;18389;-;27681"
"""211200 TASSO FRAGOSO"";165;2988;-;-;-;-;132377;-;135530"
"""211210 TIMBIRAS"";95939;2204;1;-;-;-;266539;-;364683"
"""211220 TIMON"";190974;185664;14;2;2;1;1596956;-;1973613"
"""211223 TRIZIDELA DO VALE"";31893;23;1;-;-;-;181327;-;213244"
"""211227 TUFILANDIA"";3389;202;-;-;-;-;42257;-;45848"
"""211230 TUNTUM"";434459;116;1;-;-;-;377413;-;811989"
"""211240 TURIACU"";250758;6501;-;-;-;-;295146;-;552405"
"""211245 TURILANDIA"";17008;1105;-;-;-;-;566517;-;584630"
"""211250 TUTOIA"";32414;601;-;-;-;-;344799;-;377814"
"""211260 URBANO SANTOS"";25127;5521;-;-;-;-;171507;-;202155"
"""211270 VARGEM GRANDE"";27136;1643;3;3;1;-;269614;-;298400"
"""211280 VIANA"";11174;1379;-;-;-;-;637629;-;650182"
"""211285 VILA NOVA DOS MARTIRIOS"";13296;-;-;3;-;-;201125;-;214424"
"""211290 VITORIA DO MEARIM"";19231;1;-;-;-;-;321269;-;340501"
"""211300 VITORINO FREIRE"";93057;7;-;-;-;-;255679;-;348743"
"""211400 ZE DOCA"";58415;7282;22;-;-;-;1241139;-;1306858"
"""220005 ACAUA"";259;-;-;-;-;-;469;-;728"
"""220010 AGRICOLANDIA"";322;-;-;-;-;-;2107;-;2429"
"""220020 AGUA BRANCA"";23244;783;8;-;-;2;228363;-;252400"
"""220025 ALAGOINHA DO PIAUI"";293;-;-;-;-;-;31937;-;32230"
"""220027 ALEGRETE DO PIAUI"";271;-;-;-;-;-;299;-;570"
"""220030 ALTO LONGA"";559;404;-;-;24;-;39282;-;40269"
"""220040 ALTOS"";17272;30;10;-;-;-;199211;-;216523"
"""220045 ALVORADA DO GURGUEIA"";220;-;-;-;-;-;364;-;584"
"""220050 AMARANTE"";7610;12;-;-;-;-;79834;-;87456"
"""220060 ANGICAL DO PIAUI"";1463;-;-;-;-;-;25921;-;27384"
"""220070 ANISIO DE ABREU"";221;-;-;-;-;-;1001;-;1222"
"""220080 ANTONIO ALMEIDA"";212;-;-;-;-;-;344;-;556"
"""220090 AROAZES"";194;-;-;-;-;-;4230;-;4424"
"""220095 AROEIRAS DO ITAIM"";139;-;-;-;-;-;132;-;271"
"""220100 ARRAIAL"";313;-;-;-;-;-;27179;-;27492"
"""220110 AVELINO LOPES"";2111;-;-;-;-;-;5894;-;8005"
"""220115 BAIXA GRANDE DO RIBEIRO"";86;-;-;-;-;-;7667;-;7753"
"""220117 BARRA D'ALCANTARA"";174;-;-;-;-;-;114;-;288"
"""220120 BARRAS"";30306;4218;1;10;-;-;312775;-;347310"
"""220130 BARREIRAS DO PIAUI"";-;-;-;-;-;-;574;-;574"
"""220140 BARRO DURO"";238;-;-;-;-;-;20953;-;21191"
"""220150 BATALHA"";10426;5434;-;-;-;-;124519;-;140379"
"""220155 BELA VISTA DO PIAUI"";-;282;2;-;-;-;170;-;454"
"""220157 BELEM DO PIAUI"";234;-;-;-;-;-;500;-;734"
"""220160 BENEDITINOS"";10270;-;-;-;-;-;40300;-;50570"
"""220170 BERTOLINIA"";-;-;-;-;-;-;10863;-;10863"
"""220173 BETANIA DO PIAUI"";100;-;-;-;-;-;328;-;428"
"""220177 BOA HORA"";241;-;-;-;-;-;663;-;904"
