"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""412140 REALEZA"";21559;969;-;-;-;-;243496;266024"
"""412150 REBOUCAS"";1800;14999;-;-;-;-;25801;42600"
"""412160 RENASCENCA"";13584;36;-;-;-;-;154474;168094"
"""412170 RESERVA"";13214;6;-;-;-;-;199187;212407"
"""412175 RESERVA DO IGUACU"";7731;-;-;-;-;-;609;8340"
"""412180 RIBEIRAO CLARO"";16045;2;-;10;-;-;26362;42419"
"""412190 RIBEIRAO DO PINHAL"";18567;25;-;-;-;-;9583;28175"
"""412200 RIO AZUL"";20710;984;2;1;2;-;159517;181216"
"""412210 RIO BOM"";5459;-;-;-;-;-;44717;50176"
"""412215 RIO BONITO DO IGUACU"";9821;-;-;9;2;-;27892;37724"
"""412217 RIO BRANCO DO IVAI"";3401;-;-;-;-;-;6260;9661"
"""412220 RIO BRANCO DO SUL"";14591;-;4;-;-;-;49359;63954"
"""412230 RIO NEGRO"";56262;2198;1;3;3;1;609724;668192"
"""412240 ROLANDIA"";118400;4956;8;6;-;-;719834;843204"
"""412250 RONCADOR"";11185;194;2;-;-;-;217321;228702"
"""412260 RONDON"";21121;197;-;1;-;-;181793;203112"
"""412265 ROSARIO DO IVAI"";9132;-;-;-;-;-;3312;12444"
"""412270 SABAUDIA"";7555;1;-;-;-;-;809113;816669"
"""412280 SALGADO FILHO"";13665;20;1;-;-;-;59809;73495"
"""412290 SALTO DO ITARARE"";5052;-;-;-;-;-;9741;14793"
"""412300 SALTO DO LONTRA"";28208;8321;-;-;-;-;176705;213234"
"""412320 SANTA CECILIA DO PAVAO"";11917;-;-;-;-;-;-;11917"
"""412330 SANTA CRUZ DE MONTE CASTELO"";11662;8;-;-;-;-;79716;91386"
"""412340 SANTA FE"";16416;225;-;-;-;1;67706;84348"
"""412350 SANTA HELENA"";35039;5;-;-;-;-;479674;514718"
"""412370 SANTA ISABEL DO IVAI"";22685;19;1;1;-;-;132861;155567"
"""412380 SANTA IZABEL DO OESTE"";60730;9769;-;-;-;1;313269;383769"
"""412382 SANTA LUCIA"";-;-;-;-;-;-;458;458"
"""412385 SANTA MARIA DO OESTE"";5384;8;-;-;-;-;31998;37390"
"""412390 SANTA MARIANA"";12116;15234;18;-;-;-;50074;77442"
"""412395 SANTA MONICA"";1414;-;-;-;-;-;3087;4501"
"""412400 SANTANA DO ITARARE"";10098;-;-;-;-;-;78764;88862"
"""412402 SANTA TEREZA DO OESTE"";6857;-;-;1;-;-;125576;132434"
"""412405 SANTA TEREZINHA DE ITAIPU"";29666;-;-;-;-;-;555947;585613"
"""412410 SANTO ANTONIO DA PLATINA"";127277;2068;-;-;-;-;424536;553881"
"""412420 SANTO ANTONIO DO CAIUA"";11084;142;-;-;-;-;15238;26464"
"""412430 SANTO ANTONIO DO PARAISO"";3336;-;-;-;-;-;-;3336"
"""412440 SANTO ANTONIO DO SUDOESTE"";56401;19;-;-;-;-;30678;87098"
"""412450 SANTO INACIO"";11140;-;3;-;-;-;148215;159358"
"""412460 SAO CARLOS DO IVAI"";10550;-;-;-;-;-;20927;31477"
"""412470 SAO JERONIMO DA SERRA"";13399;-;-;-;-;-;42688;56087"
"""412480 SAO JOAO"";26895;2637;-;-;-;-;148199;177731"
"""412490 SAO JOAO DO CAIUA"";10414;-;-;-;-;-;191329;201743"
"""412500 SAO JOAO DO IVAI"";8020;-;-;-;-;-;16073;24093"
"""412510 SAO JOAO DO TRIUNFO"";7936;-;-;-;-;-;123565;131501"
"""412520 SAO JORGE D'OESTE"";16047;65;-;-;-;-;214086;230198"
"""412530 SAO JORGE DO IVAI"";1904;-;-;-;-;-;-;1904"
"""412535 SAO JORGE DO PATROCINIO"";47752;-;-;-;-;-;160881;208633"
"""412540 SAO JOSE DA BOA VISTA"";8661;36;-;2;-;-;16179;24878"
"""412545 SAO JOSE DAS PALMEIRAS"";-;-;-;-;-;-;4884;4884"
"""412550 SAO JOSE DOS PINHAIS"";434701;15627;5;8;3;4;3908045;4358393"
"""412555 SAO MANOEL DO PARANA"";1282;-;-;-;-;-;64804;66086"
"""412560 SAO MATEUS DO SUL"";34167;13240;-;-;-;-;214648;262055"
"""412570 SAO MIGUEL DO IGUACU"";34607;115;-;-;-;-;371413;406135"
"""412575 SAO PEDRO DO IGUACU"";8019;-;-;-;-;-;-;8019"
"""412580 SAO PEDRO DO IVAI"";10937;115;-;-;-;-;69108;80160"
"""412590 SAO PEDRO DO PARANA"";2926;-;-;-;-;-;2992;5918"
"""412600 SAO SEBASTIAO DA AMOREIRA"";8232;-;-;-;-;-;2111;10343"
"""412610 SAO TOME"";17260;71;-;-;-;-;103964;121295"
"""412620 SAPOPEMA"";8035;-;-;-;-;-;12997;21032"
"""412625 SARANDI"";51137;4;-;-;-;-;597472;648613"
"""412627 SAUDADE DO IGUACU"";6614;2533;-;-;-;-;25910;35057"
"""412630 SENGES"";7195;-;-;-;2;-;31747;38944"
"""412635 SERRANOPOLIS DO IGUACU"";660;-;-;-;-;-;33908;34568"
"""412640 SERTANEJA"";18871;40;-;-;-;-;114924;133835"
"""412650 SERTANOPOLIS"";13756;-;-;-;-;-;108320;122076"
"""412660 SIQUEIRA CAMPOS"";23736;535;-;-;-;-;72817;97088"
"""412665 SULINA"";3991;-;-;2;-;-;51618;55611"
"""412667 TAMARANA"";11665;5;-;-;-;-;30691;42361"
"""412670 TAMBOARA"";12787;1;2;1;-;-;12167;24958"
"""412680 TAPEJARA"";24729;662;3;3;5;-;339333;364735"
"""412690 TAPIRA"";8967;5465;-;-;-;-;34547;48979"
"""412700 TEIXEIRA SOARES"";8621;-;-;-;-;-;119726;128347"
"""412710 TELEMACO BORBA"";1575357;9949;68;2;97;176;146757;1732406"
"""412720 TERRA BOA"";57125;893;-;-;-;-;466809;524827"
"""412730 TERRA RICA"";22631;43;-;-;-;-;332983;355657"
"""412740 TERRA ROXA"";19985;4405;-;-;-;-;225874;250264"
"""412750 TIBAGI"";4533;-;-;-;-;-;58824;63357"
"""412760 TIJUCAS DO SUL"";30927;15;-;1;-;-;165834;196777"
"""412770 TOLEDO"";4881502;25310;2;104;40;-;1429456;6336414"
"""412780 TOMAZINA"";16463;-;-;-;-;-;12790;29253"
"""412785 TRES BARRAS DO PARANA"";15136;-;-;-;-;-;23546;38682"
"""412788 TUNAS DO PARANA"";1548;-;1;-;-;-;38561;40110"
"""412790 TUNEIRAS DO OESTE"";3807;-;-;-;-;-;2581;6388"
"""412795 TUPASSI"";-;-;-;-;-;-;9799;9799"
"""412796 TURVO"";18420;86;1;-;-;-;131255;149762"
"""412800 UBIRATA"";49571;15;-;-;1;-;339567;389154"
"""412810 UMUARAMA"";2546324;12611;14;6;-;-;1726912;4285867"
"""412820 UNIAO DA VITORIA"";1993973;9612;-;27;4;1;233094;2236711"
"""412830 UNIFLOR"";10;-;-;-;-;-;5596;5606"
"""412840 URAI"";6748;14;-;-;-;-;13010;19772"
"""412850 WENCESLAU BRAZ"";24826;10;-;-;-;-;120668;145504"
"""412853 VENTANIA"";8892;-;-;-;-;-;7711;16603"
"""412855 VERA CRUZ DO OESTE"";7045;-;-;-;-;-;2480;9525"
"""412860 VERE"";14419;-;-;1;-;-;99123;113543"
"""412862 ALTO PARAISO"";7762;-;-;-;-;-;45520;53282"
"""412863 DOUTOR ULYSSES"";-;-;-;-;-;-;23655;23655"
"""412865 VIRMOND"";2847;-;-;-;-;-;28410;31257"
"""412870 VITORINO"";4059;-;-;-;-;-;7550;11609"
"""412880 XAMBRE"";5736;114;-;-;-;-;33830;39680"
"""420005 ABDON BATISTA"";14441;-;-;-;-;-;12312;26753"
"""420010 ABELARDO LUZ"";83476;8657;1;-;-;-;345369;437503"
"""420020 AGROLANDIA"";155626;68;-;2;4;-;83203;238903"
"""420030 AGRONOMICA"";7449;124;-;1;-;-;105393;112967"
"""420040 AGUA DOCE"";21244;102;-;-;-;-;57216;78562"
"""420050 AGUAS DE CHAPECO"";14441;1684;-;-;-;-;11620;27745"
"""420055 AGUAS FRIAS"";10668;-;-;-;-;-;12838;23506"
"""420060 AGUAS MORNAS"";8738;26;-;-;1;-;76453;85218"
"""420070 ALFREDO WAGNER"";-;-;-;-;-;-;51046;51046"
"""420075 ALTO BELA VISTA"";-;-;-;-;-;-;2;2"
"""420080 ANCHIETA"";65852;-;-;-;-;-;49989;115841"
"""420090 ANGELINA"";13322;507;-;-;-;-;90677;104506"
"""420100 ANITA GARIBALDI"";9226;3;-;-;-;1;63244;72474"
"""420110 ANITAPOLIS"";21482;-;-;-;-;-;25068;46550"
"""420120 ANTONIO CARLOS"";19276;28289;-;-;10;-;71928;119503"
"""420125 APIUNA"";25707;2287;1;-;-;-;192146;220141"
"""420127 ARABUTA"";13282;51;-;-;-;-;109378;122711"
"""420130 ARAQUARI"";5588;-;-;-;-;-;135340;140928"
"""420140 ARARANGUA"";104344;5756;-;7;1;-;691848;801956"
"""420150 ARMAZEM"";16105;12;-;-;-;-;125238;141355"
"""420160 ARROIO TRINTA"";15966;14;-;-;-;-;44323;60303"
"""420165 ARVOREDO"";4995;1;-;-;-;-;36192;41188"
"""420170 ASCURRA"";7357;585;-;-;-;-;130903;138845"
"""420180 ATALANTA"";-;-;-;-;-;-;623;623"
"""420190 AURORA"";-;-;-;-;-;-;34660;34660"
"""420195 BALNEARIO ARROIO DO SILVA"";15714;-;-;-;-;-;262936;278650"
"""420200 BALNEARIO CAMBORIU"";228360;9635;29;1;39;254;1924099;2162417"
"""420205 BALNEARIO BARRA DO SUL"";8540;-;-;-;-;-;142274;150814"
"""420207 BALNEARIO GAIVOTA"";35799;-;-;-;-;-;571425;607224"
"""420208 BANDEIRANTE"";12882;-;-;-;-;-;24472;37354"
"""420209 BARRA BONITA"";5257;-;-;-;-;-;6813;12070"
"""420210 BARRA VELHA"";42260;-;-;-;-;-;484019;526279"
"""420213 BELA VISTA DO TOLDO"";-;-;-;-;-;-;573;573"
"""420215 BELMONTE"";7328;74;-;-;-;-;19418;26820"
"""420220 BENEDITO NOVO"";19129;1786;2;4;-;2;262277;283200"
"""420230 BIGUACU"";33878;3695;-;-;-;-;916554;954127"
"""420240 BLUMENAU"";2513632;732982;8772;5663;2673;28;503909;3767659"
"""420243 BOCAINA DO SUL"";-;-;-;-;-;-;1376;1376"
"""420245 BOMBINHAS"";51251;-;-;-;-;-;302911;354162"
"""420250 BOM JARDIM DA SERRA"";10045;-;-;-;-;-;5603;15648"
"""420253 BOM JESUS"";3207;-;-;-;-;-;31755;34962"
"""420257 BOM JESUS DO OESTE"";13485;-;-;-;-;-;10367;23852"
"""420260 BOM RETIRO"";14113;369;-;-;-;-;36061;50543"
"""420270 BOTUVERA"";176;-;-;-;-;-;2659;2835"
"""420280 BRACO DO NORTE"";119129;4914;4;-;1;-;1028764;1152812"
"""420285 BRACO DO TROMBUDO"";1461;1;-;73450;-;-;98696;173608"
"""420290 BRUSQUE"";227814;18385;-;-;1;-;1971500;2217700"
"""420300 CACADOR"";237211;5760;1;-;-;-;1294788;1537760"
"""420310 CAIBI"";36411;212;-;-;-;-;73239;109862"
"""420315 CALMON"";3500;8;-;-;-;-;18621;22129"
"""420320 CAMBORIU"";20253;260;-;1;-;-;424910;445424"
"""420325 CAPAO ALTO"";-;-;-;-;-;-;570;570"
"""420330 CAMPO ALEGRE"";16247;13042;-;-;-;-;242873;272162"
"""420340 CAMPO BELO DO SUL"";11071;-;-;-;-;-;75802;86873"
"""420350 CAMPO ERE"";48761;-;27;1;-;1;70310;119100"
"""420360 CAMPOS NOVOS"";76782;3634;-;-;-;2;274211;354629"
"""420370 CANELINHA"";7038;17857;-;-;-;-;51382;76277"
"""420380 CANOINHAS"";136854;9143;-;-;-;6;817517;963520"
"""420390 CAPINZAL"";998;-;-;-;-;-;13351;14349"
"""420395 CAPIVARI DE BAIXO"";22179;59;1;-;-;1;209127;231367"
"""420400 CATANDUVAS"";4350;-;-;-;-;-;30472;34822"
"""420410 CAXAMBU DO SUL"";13761;1197;-;-;-;-;47333;62291"
"""420415 CELSO RAMOS"";1014;-;-;-;-;-;1065;2079"
"""420417 CERRO NEGRO"";-;-;-;-;-;-;210;210"
"""420419 CHAPADAO DO LAGEADO"";2278;-;4;-;-;1;59071;61354"
"""420420 CHAPECO"";656800;175020;21;40;102;14;3361537;4193534"
"""420425 COCAL DO SUL"";48011;-;-;-;-;-;278475;326486"
"""420430 CONCORDIA"";131459;22287;-;-;-;6;825035;978787"
"""420435 CORDILHEIRA ALTA"";6358;11;-;-;-;-;72395;78764"
"""420440 CORONEL FREITAS"";4083;2782;-;-;-;-;106495;113360"
"""420445 CORONEL MARTINS"";15838;-;-;-;-;-;17248;33086"
"""420450 CORUPA"";49330;-;-;-;-;-;241900;291230"
"""420455 CORREIA PINTO"";5401;-;-;-;-;-;41551;46952"
"""420460 CRICIUMA"";856245;15946;36;14;-;8;5671153;6543402"
"""420470 CUNHA PORA"";52964;40;-;-;-;-;80066;133070"
"""420475 CUNHATAI"";10702;-;-;-;-;-;17256;27958"
"""420480 CURITIBANOS"";126869;21342;8;-;3;-;454034;602256"
"""420490 DESCANSO"";34242;335;-;-;-;-;72978;107555"
"""420500 DIONISIO CERQUEIRA"";86662;153;-;1;-;-;328061;414877"
"""420510 DONA EMMA"";5202;7;-;-;-;-;85227;90436"
"""420515 DOUTOR PEDRINHO"";8428;-;1;-;-;-;66808;75237"
"""420517 ENTRE RIOS"";882;-;-;-;-;-;35;917"
"""420519 ERMO"";3576;-;-;-;-;-;40029;43605"
"""420520 ERVAL VELHO"";7298;-;-;-;-;-;49652;56950"
"""420530 FAXINAL DOS GUEDES"";27685;68;4;-;-;-;116468;144225"
"""420535 FLOR DO SERTAO"";3229;-;-;-;-;-;10714;13943"
"""420540 FLORIANOPOLIS"";72093918;298964;1;118;1;9;6323936;78716947"
"""420543 FORMOSA DO SUL"";8100;-;-;-;-;-;52399;60499"
"""420545 FORQUILHINHA"";55738;8;-;20;-;-;654981;710747"
"""420550 FRAIBURGO"";156197;6761;-;2;-;-;666116;829076"
"""420555 FREI ROGERIO"";-;-;-;-;-;-;267;267"
"""420560 GALVAO"";14498;-;1;-;-;2;23740;38241"
"""420570 GAROPABA"";68013;136206;6;5;-;-;213251;417481"
"""420580 GARUVA"";43712;-;-;-;-;-;84658;128370"
"""420590 GASPAR"";64366;127790;2;1;-;-;453379;645538"
"""420600 GOVERNADOR CELSO RAMOS"";25217;4;2;2;-;-;81816;107041"
"""420610 GRAO-PARA"";9117;752;-;4;-;-;32620;42493"
"""420620 GRAVATAL"";10695;-;-;-;-;-;54641;65336"
"""420630 GUABIRUBA"";16119;8;-;-;3;-;198470;214600"
"""420640 GUARACIABA"";55822;339;-;-;-;-;63778;119939"
"""420650 GUARAMIRIM"";67423;1089;-;-;-;-;682547;751059"
"""420660 GUARUJA DO SUL"";29375;243;-;-;-;-;37366;66984"
"""420665 GUATAMBU"";6186;-;-;-;-;-;49303;55489"
"""420670 HERVAL D'OESTE"";18108;35942;2;-;-;43;134932;189027"
"""420675 IBIAM"";2931;-;-;-;-;-;39081;42012"
"""420680 IBICARE"";11713;-;-;-;-;-;18342;30055"
"""420690 IBIRAMA"";48065;5413;-;1;1;-;472586;526066"
"""420700 ICARA"";72293;542;2;-;-;-;667189;740026"
"""420710 ILHOTA"";12405;-;-;-;-;-;158013;170418"
"""420720 IMARUI"";32547;1984;-;-;-;-;309939;344470"
"""420730 IMBITUBA"";44260;1066;-;14;-;-;412769;458109"
"""420740 IMBUIA"";16266;1;10;-;-;-;49220;65497"
"""420750 INDAIAL"";257562;157255;38;-;2;-;490722;905579"
"""420757 IOMERE"";12861;-;-;-;-;-;24504;37365"
"""420760 IPIRA"";209;248;-;-;-;-;29262;29719"
"""420765 IPORA DO OESTE"";56661;352;-;-;-;-;124711;181724"
"""420768 IPUACU"";42208;1;-;-;-;-;235308;277517"
"""420770 IPUMIRIM"";7125;1122;-;-;-;-;78162;86409"
"""420775 IRACEMINHA"";20934;-;-;-;-;-;13612;34546"
"""420780 IRANI"";53193;1;-;-;-;-;231448;284642"
"""420785 IRATI"";8134;-;-;-;-;-;13597;21731"
"""420790 IRINEOPOLIS"";42682;-;-;-;-;-;175221;217903"
"""420800 ITA"";5217;560;-;-;-;-;28508;34285"
"""420810 ITAIOPOLIS"";6052;46;-;-;-;-;81236;87334"
"""420820 ITAJAI"";1406325;220125;1;9;5;3;3093653;4720121"
"""420830 ITAPEMA"";19446;7591;41;1;-;5;813213;840297"
"""420840 ITAPIRANGA"";94442;573;-;2;-;-;73961;168978"
"""420845 ITAPOA"";28657;-;-;-;-;-;309556;338213"
"""420850 ITUPORANGA"";51709;1895;1;-;-;-;614496;668101"
"""420860 JABORA"";3948;-;-;-;-;-;24074;28022"
"""420870 JACINTO MACHADO"";17122;802;-;-;-;-;233473;251397"
"""420880 JAGUARUNA"";22483;458;-;-;-;-;359266;382207"
"""420890 JARAGUA DO SUL"";489818;575196;4901;2110;1739;6;1966875;3040645"
"""420895 JARDINOPOLIS"";33135;-;-;-;-;-;9809;42944"
"""420900 JOACABA"";193347;17057;-;2;-;3;474806;685215"
"""420910 JOINVILLE"";2574671;377579;9;12;-;17;8015434;10967722"
"""420915 JOSE BOITEUX"";2205;328;-;-;2;-;41195;43730"
"""420917 JUPIA"";13684;-;-;-;-;-;37160;50844"
"""420920 LACERDOPOLIS"";6626;-;-;-;-;-;4708;11334"
"""420930 LAGES"";658053;121955;21;-;4;-;1949387;2729420"
"""420940 LAGUNA"";23360;4799;7;-;-;-;314425;342591"
"""420945 LAJEADO GRANDE"";7467;-;-;-;-;-;40078;47545"
"""420950 LAURENTINO"";18758;-;-;-;-;-;118595;137353"
"""420960 LAURO MULLER"";15476;225;-;-;-;-;286282;301983"
"""420970 LEBON REGIS"";44709;259;-;-;-;-;36334;81302"
"""420980 LEOBERTO LEAL"";-;-;-;-;-;-;12224;12224"
"""420985 LINDOIA DO SUL"";3030;100;-;-;-;-;40830;43960"
"""420990 LONTRAS"";1834;3;-;-;-;-;119176;121013"
"""421000 LUIZ ALVES"";35228;627;-;-;-;-;123864;159719"
"""421003 LUZERNA"";21183;-;-;-;-;-;1167;22350"
"""421005 MACIEIRA"";976;-;-;-;-;-;18224;19200"
"""421010 MAFRA"";423928;5887;-;-;-;-;2275202;2705017"
"""421020 MAJOR GERCINO"";10488;-;-;-;-;-;17285;27773"
"""421030 MAJOR VIEIRA"";254;208;1;-;-;-;204524;204987"
"""421040 MARACAJA"";11731;-;-;-;-;-;153056;164787"
"""421050 MARAVILHA"";153510;27851;-;1;1;28;233794;415185"
"""421055 MAREMA"";723;-;-;-;-;-;7368;8091"
"""421060 MASSARANDUBA"";25280;4167;9;-;-;-;316752;346208"
"""421070 MATOS COSTA"";1836;-;-;-;-;-;27169;29005"
"""421080 MELEIRO"";14823;19;-;1;-;-;273594;288437"
"""421085 MIRIM DOCE"";14886;-;-;1;-;-;796;15683"
"""421090 MODELO"";35370;267;-;-;-;-;51057;86694"
"""421100 MONDAI"";61110;18;20;-;1;-;76976;138125"
"""421105 MONTE CARLO"";2388;-;-;-;-;-;10663;13051"
"""421110 MONTE CASTELO"";23296;4;-;-;-;-;4048;27348"
"""421120 MORRO DA FUMACA"";25686;1006;-;-;-;-;484214;510906"
"""421125 MORRO GRANDE"";10364;-;-;-;-;-;105564;115928"
"""421130 NAVEGANTES"";91861;4578;-;1;-;-;1069963;1166403"
"""421140 NOVA ERECHIM"";24047;216;1;-;6;-;36769;61039"
"""421145 NOVA ITABERABA"";5459;-;-;-;-;-;959;6418"
"""421150 NOVA TRENTO"";26846;39623;1;-;-;-;144229;210699"
"""421160 NOVA VENEZA"";5255;1;-;-;-;-;86581;91837"
"""421170 ORLEANS"";16394;1151;3;-;2;-;178743;196293"
"""421175 OTACILIO COSTA"";15372;-;-;-;-;-;174897;190269"
"""421180 OURO"";2621;-;-;-;-;-;68177;70798"
"""421185 OURO VERDE"";8725;-;-;-;-;-;30033;38758"
"""421187 PAIAL"";1285;-;-;-;-;-;32054;33339"
"""421189 PAINEL"";2329;16;-;-;-;-;20284;22629"
"""421190 PALHOCA"";268024;134188;3;3;6;2;2628404;3030630"
"""421200 PALMA SOLA"";103843;207;-;-;-;-;9190;113240"
"""421205 PALMEIRA"";-;-;-;-;-;-;4227;4227"
"""421210 PALMITOS"";59396;2877;-;-;-;-;113672;175945"
"""421220 PAPANDUVA"";8766;175;-;-;-;-;42376;51317"
"""421223 PARAISO"";11572;-;-;-;-;-;19445;31017"
"""421225 PASSO DE TORRES"";21792;31;-;-;-;-;201975;223798"
"""421227 PASSOS MAIA"";11573;-;-;-;-;-;63685;75258"
"""421230 PAULO LOPES"";26711;2;-;-;-;-;43326;70039"
"""421240 PEDRAS GRANDES"";25;-;-;-;-;-;16608;16633"
"""421250 PENHA"";91448;2;-;-;-;-;332984;424434"
"""421260 PERITIBA"";5185;151;-;-;-;-;9927;15263"
"""421265 PESCARIA BRAVA"";6701;-;-;-;-;-;186346;193047"
"""421270 PETROLANDIA"";22573;-;-;-;-;-;124490;147063"
"""421280 BALNEARIO PICARRAS"";77055;-;-;-;-;-;232028;309083"
"""421290 PINHALZINHO"";165417;1789;-;-;-;1;484574;651781"
"""421300 PINHEIRO PRETO"";3033;-;-;-;-;-;70361;73394"
"""421310 PIRATUBA"";35824;2;-;-;-;-;71975;107801"
"""421315 PLANALTO ALEGRE"";2928;2;-;-;-;-;6890;9820"
"""421320 POMERODE"";49208;2082;147;4;-;-;423830;475271"
"""421330 PONTE ALTA"";-;-;-;-;-;-;6923;6923"
"""421335 PONTE ALTA DO NORTE"";-;-;-;-;-;-;462;462"
"""421340 PONTE SERRADA"";32193;-;5;-;-;-;154814;187012"
"""421350 PORTO BELO"";25719;1;-;-;-;-;439460;465180"
"""421360 PORTO UNIAO"";76556;285;7;-;-;-;263888;340736"
"""421370 POUSO REDONDO"";12019;809;-;-;-;-;308878;321706"
"""421380 PRAIA GRANDE"";12228;27197;-;-;-;45;298015;337485"
"""421390 PRESIDENTE CASTELLO BRANCO"";116;1;-;-;-;-;2014;2131"
"""421400 PRESIDENTE GETULIO"";16131;520;-;-;-;-;223091;239742"
"""421410 PRESIDENTE NEREU"";2156;-;-;-;-;-;45204;47360"
"""421415 PRINCESA"";22375;7;-;-;-;-;12621;35003"
"""421420 QUILOMBO"";72641;1270;4;-;-;-;209252;283167"
"""421430 RANCHO QUEIMADO"";13;-;-;-;-;-;681;694"
"""421440 RIO DAS ANTAS"";36909;240;-;-;-;-;106879;144028"
"""421450 RIO DO CAMPO"";28458;989;-;-;-;-;68698;98145"
"""421460 RIO DO OESTE"";4396;1;1;-;-;-;96822;101220"
"""421470 RIO DOS CEDROS"";7479;623;-;-;-;-;167890;175992"
"""421480 RIO DO SUL"";208297;333987;84;-;3;-;1204591;1746962"
"""421490 RIO FORTUNA"";10081;1475;-;6;-;-;33942;45504"
"""421500 RIO NEGRINHO"";95457;1037;2;-;-;-;390542;487038"
"""421505 RIO RUFINO"";427;-;1;-;-;-;9008;9436"
"""421507 RIQUEZA"";22775;-;-;-;-;-;19048;41823"
"""421510 RODEIO"";8195;211;-;-;-;2;322075;330483"
"""421520 ROMELANDIA"";45879;-;-;-;1;-;1359;47239"
"""421530 SALETE"";1664;216;-;-;-;-;86551;88431"
"""421535 SALTINHO"";15867;-;-;-;-;-;17995;33862"
"""421540 SALTO VELOSO"";8267;-;-;-;-;-;10774;19041"
"""421545 SANGAO"";29282;-;-;-;-;-;318876;348158"
"""421550 SANTA CECILIA"";14163;29279;-;-;-;-;115302;158744"
"""421555 SANTA HELENA"";23545;-;-;-;-;-;48;23593"
"""421560 SANTA ROSA DE LIMA"";2111;-;-;-;-;-;5510;7621"
"""421565 SANTA ROSA DO SUL"";28364;2;-;-;-;-;225909;254275"
"""421567 SANTA TEREZINHA"";14383;20;-;-;-;-;85778;100181"
"""421568 SANTA TEREZINHA DO PROGRESSO"";105;-;-;-;-;-;6599;6704"
"""421569 SANTIAGO DO SUL"";6920;-;-;-;-;-;12846;19766"
"""421570 SANTO AMARO DA IMPERATRIZ"";43064;35618;-;1;-;-;482390;561073"
"""421575 SAO BERNARDINO"";14670;-;-;-;-;-;11678;26348"
"""421580 SAO BENTO DO SUL"";184500;42977;28;3;1;-;1075747;1303256"
"""421590 SAO BONIFACIO"";20212;-;-;-;-;-;107168;127380"
"""421600 SAO CARLOS"";97671;306;1;2;-;3;52912;150895"
"""421605 SAO CRISTOVAO DO SUL"";1767;-;-;-;-;-;12805;14572"
"""421610 SAO DOMINGOS"";59088;-;-;-;-;-;287713;346801"
"""421620 SAO FRANCISCO DO SUL"";59040;1038;-;1;-;-;858858;918937"
"""421625 SAO JOAO DO OESTE"";39859;450;-;-;-;-;54901;95210"
"""421630 SAO JOAO BATISTA"";21833;2336;-;1;4;-;280786;304960"
"""421635 SAO JOAO DO ITAPERIU"";9536;-;-;-;-;-;38187;47723"
"""421640 SAO JOAO DO SUL"";18207;5;-;-;-;-;28352;46564"
"""421650 SAO JOAQUIM"";9061;233;-;-;-;-;107632;116926"
"""421660 SAO JOSE"";261918;224951;1;1;-;-;2593721;3080592"
"""421670 SAO JOSE DO CEDRO"";96736;307;-;-;-;-;84833;181876"
"""421680 SAO JOSE DO CERRITO"";5993;-;-;-;-;-;1640;7633"
"""421690 SAO LOURENCO DO OESTE"";76676;674;1;-;-;-;408909;486260"
"""421700 SAO LUDGERO"";36639;-;-;-;-;-;359835;396474"
"""421710 SAO MARTINHO"";1372;-;-;-;-;-;5936;7308"
"""421715 SAO MIGUEL DA BOA VISTA"";5699;-;-;-;-;-;9026;14725"
"""421720 SAO MIGUEL DO OESTE"";219474;200066;2;-;-;2;583548;1003092"
"""421725 SAO PEDRO DE ALCANTARA"";2739;-;-;-;-;-;65908;68647"
"""421730 SAUDADES"";56432;396;-;-;-;-;86151;142979"
"""421740 SCHROEDER"";5966;-;-;-;-;-;257214;263180"
"""421750 SEARA"";38184;63798;-;-;-;-;281422;383404"
"""421755 SERRA ALTA"";18834;-;-;-;-;-;24308;43142"
"""421760 SIDEROPOLIS"";27014;-;20;1;-;20;154919;181974"
"""421770 SOMBRIO"";60104;2051;-;1;1;-;799409;861566"
"""421775 SUL BRASIL"";18208;-;-;-;-;-;17614;35822"
"""421780 TAIO"";7997;1026;-;-;-;-;249032;258055"
"""421790 TANGARA"";27101;5177;-;-;-;-;31692;63970"
"""421795 TIGRINHOS"";9690;-;-;-;-;-;15605;25295"
"""421800 TIJUCAS"";64540;1762;214;28;122;-;468844;535510"
"""421810 TIMBE DO SUL"";16332;1;-;-;-;-;173694;190027"
"""421820 TIMBO"";97646;3109;1;-;-;-;490738;591494"
"""421825 TIMBO GRANDE"";14779;59;-;-;-;-;162227;177065"
"""421830 TRES BARRAS"";16127;7;-;-;-;-;123940;140074"
"""421835 TREVISO"";2669;2;-;-;-;-;88980;91651"
"""421840 TREZE DE MAIO"";9888;171;-;-;-;-;87558;97617"
"""421850 TREZE TILIAS"";87478;32864;-;-;-;-;91100;211442"
"""421860 TROMBUDO CENTRAL"";400;318;-;-;-;-;83904;84622"
"""421870 TUBARAO"";125648;28892;22;-;5;-;470358;624925"
"""421875 TUNAPOLIS"";25548;130;-;-;-;-;44755;70433"
"""421880 TURVO"";12131;311;-;-;1;-;351516;363959"
"""421885 UNIAO DO OESTE"";28323;-;-;-;-;-;16452;44775"
"""421890 URUBICI"";1102;78;-;-;-;-;13562;14742"
