"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""230230 BELA CRUZ"";-;-;-;-;-;35335,96;42655,67;36484,15;66529,53;69837,92;57296,91;49855,59;68661,12;62254,18;48324,37;52687,06;37476,80;47405,66;61816,51;85568,36;63812,16;72620,95;50407,05;46673,94;46660,52;43599,20;44902,36;61805,83;48180,17;51060,54;51235,16;86335,10;57607,49;47939,96;72072,12;60130,94;66446,12;56617,49;107484,86;52010,16;43796,56;41647,10;50720,68;45264,46;57099,28;65789,65;66494,73;61048,54;61959,52;66932,59;66765,00;67756,18;49902,83;52585,39;2807554,42"
"""230240 BOA VIAGEM"";-;-;-;-;-;264394,63;186517,35;217126,14;238846,66;225295,70;189408,07;173306,76;149322,94;149870,90;121354,51;251395,97;218961,97;293130,31;322701,46;211175,42;258570,00;269583,17;234016,54;232505,17;235283,22;255284,82;242418,29;237269,20;254542,51;241267,01;242004,15;260318,20;253765,84;134429,89;129024,88;113850,46;106585,36;125120,21;149495,63;197123,89;170389,58;181009,18;121176,35;185017,09;217931,93;232389,65;202259,52;204082,10;199220,15;211650,89;123469,18;168717,55;195361,97;-;9797942,37"
"""230250 BREJO SANTO"";-;-;11,00;62,00;61,74;314837,92;381263,89;406455,66;414854,76;425327,90;345171,38;422077,74;448089,54;422932,43;417464,24;481062,41;300612,52;378124,03;344808,25;496455,48;434609,36;407824,38;385849,02;471607,44;465072,39;415640,46;471828,15;494799,60;484985,75;411610,49;443479,77;445974,45;644568,78;496084,87;522462,44;598506,77;575442,49;749866,53;637710,24;546922,93;477254,92;517295,87;516168,29;482647,95;501501,21;549993,85;541448,02;556929,36;529192,89;620197,75;614662,34;663625,70;712749,97;793571,18;24181758,50"
"""230260 CAMOCIM"";-;-;14,37;-;-;208670,86;192715,45;247430,89;249653,02;307869,59;289173,96;272557,23;286840,63;287393,24;265172,67;278235,06;251557,63;251186,98;249506,03;284091,14;259235,88;283736,89;278592,80;275913,16;297193,44;285096,12;293600,09;304782,07;275482,04;300479,28;301017,64;321124,06;352904,19;334852,56;331685,65;339625,57;348044,81;310462,08;328740,69;294593,97;254820,74;269450,24;261404,76;283706,55;319681,08;339193,04;323084,68;352849,38;336346,21;353043,64;418096,85;379746,26;307846,03;322129,88;14560631,08"
"""230270 CAMPOS SALES"";-;-;-;-;-;79557,64;67723,02;84528,65;89036,26;88946,72;71927,76;87026,13;89636,93;91887,76;106746,56;100712,54;87674,89;96540,54;111275,81;83868,84;62218,22;68539,28;73761,36;70946,52;75208,86;66167,59;112071,83;75451,53;62443,09;63238,59;60742,73;55973,34;78049,20;70559,72;78589,81;62587,09;69590,33;71288,74;86737,18;61541,64;117905,42;130185,01;146281,05;133391,27;173948,15;208938,02;187186,72;201761,58;255697,48;258421,45;329535,57;238646,29;181546,15;187915,22;5514156,08"
"""230280 CANINDE"";-;-;-;-;10344,98;664043,90;627242,36;746352,46;722503,47;742175,66;742728,11;722549,32;797062,82;743158,72;760648,72;758977,67;768642,61;763335,39;715703,95;842407,51;759786,65;835385,95;826695,12;825583,01;834425,61;800297,43;860452,18;882832,07;849828,07;968293,85;906406,33;909533,73;969449,21;958370,77;888458,73;891896,34;851208,93;930955,83;845034,19;920910,18;885332,10;919787,81;753193,99;882312,83;915636,82;961021,96;819778,18;964132,59;917898,01;948153,03;961978,70;917175,26;936001,11;989178,52;41415262,74"
"""230290 CAPISTRANO"";-;-;-;-;5288,80;46637,21;34834,26;43366,58;39476,36;53403,94;50180,21;44713,54;39363,93;57477,36;50639,54;49533,17;39845,05;44254,78;37879,82;22579,53;44672,06;50635,24;43429,20;36060,04;33037,95;38189,98;42259,10;34718,11;34969,80;46545,75;47444,03;60019,76;58289,08;57024,95;52890,62;50663,76;51912,79;53915,26;41515,54;61289,50;37086,94;46834,17;45950,93;52759,11;53689,59;53621,42;44156,53;46875,92;16020,12;48098,13;87253,03;33015,46;40829,75;19871,09;2225018,79"
"""230300 CARIDADE"";-;-;-;-;-;28111,36;21318,16;27661,26;38739,25;27947,18;28499,48;27095,26;33938,38;31042,23;32185,31;32943,45;26797,07;31634,17;30392,65;38023,94;38648,77;34140,61;57871,93;28389,49;29890,47;28170,94;29154,46;40809,01;43696,50;27727,62;25406,25;27719,10;29563,69;28758,47;28438,80;29410,49;24476,52;29050,01;29351,96;22330,08;22821,53;29686,65;29911,82;32963,72;33432,98;36777,24;29775,96;26794,88;26977,67;75681,55;25660,67;50274,63;24274,93;25240,98;1559609,53"
"""230310 CARIRE"";-;-;-;-;-;51191,52;33035,29;32256,30;28621,21;45570,37;45481,83;45651,41;54007,21;34629,12;46277,50;-;35286,09;33078,74;43669,07;55177,25;47329,28;55710,74;35701,89;32854,08;35489,66;43431,59;43058,16;40775,16;109223,76;43723,45;46209,76;56351,54;51721,81;54411,28;53639,44;55108,03;68732,62;65155,39;46313,38;46110,00;43368,38;43016,38;45757,96;66524,97;73265,85;84774,93;75900,47;51573,68;64010,18;58496,81;68413,87;65351,12;54480,50;-;2409919,03"
"""230320 CARIRIACU"";-;-;-;-;-;81356,10;49789,86;6927,58;71884,60;85682,89;67774,11;27757,83;58387,82;57933,40;58894,68;61519,10;62572,26;76593,60;59160,28;81989,79;80681,11;90666,78;66316,03;68282,08;68701,36;83037,04;74903,12;76275,88;65949,86;75626,79;76380,30;92245,45;72508,44;94693,91;93916,47;81521,02;50303,09;129767,09;148731,26;68000,14;66586,77;58694,02;68134,49;67232,74;95136,24;87967,73;81856,75;74571,29;70986,78;83497,74;79372,52;89570,14;82970,78;85015,65;3658324,76"
"""230330 CARIUS"";-;-;-;-;-;36718,69;25343,27;27225,28;33256,62;46350,84;37331,09;36694,72;34120,03;36123,89;36383,66;34086,62;76624,14;28523,10;36769,82;45154,34;42397,89;61946,69;43176,57;51187,12;47204,43;38282,74;44790,79;33029,39;39747,05;36666,69;32458,64;44229,31;60108,97;58760,11;92311,56;100161,81;109928,50;86580,67;76946,99;86942,95;89103,20;65507,34;83856,81;77475,82;76912,76;86437,54;73201,13;81851,38;69893,93;89163,73;71002,68;76622,94;31497,06;35623,69;2765714,99"
"""230340 CARNAUBAL"";-;-;-;-;332,06;53783,37;49176,10;55315,79;56307,19;66222,98;59247,57;53335,79;62480,27;55927,39;57941,26;59341,09;52526,12;52477,58;50489,43;69624,18;73407,07;71717,25;63166,05;57500,16;62376,64;59136,97;64003,99;50123,59;52742,43;51243,25;53850,37;68398,49;68628,27;78558,71;76977,82;76951,18;31393,56;72794,60;84779,15;72923,26;59749,96;55024,30;46351,03;47142,82;49040,28;77291,53;69056,28;66472,55;68482,89;76710,25;76531,40;73361,72;60551,31;59532,75;3030500,05"
"""230350 CASCAVEL"";-;-;-;-;-;1102616,72;1010025,98;1131675,42;1184585,28;1194574,69;1163823,06;1166916,39;1260624,17;1180105,77;1108490,80;1209947,18;1258904,98;1253074,08;1149364,74;1425853,33;1260281,15;1362237,43;1336945,22;1364528,97;1421347,67;1454227,00;1466925,32;1443354,68;1408203,49;1496624,36;1412486,26;1519411,52;1568089,78;1427008,63;1416868,82;1567369,79;1798961,75;1547999,55;1566148,83;1442086,10;1362248,20;1487030,74;1270569,72;1519139,97;1725789,64;1812422,58;1626223,18;1741494,55;1492421,52;1652698,00;1665889,16;1638011,07;1706519,76;1761893,37;69544040,37"
"""230360 CATARINA"";-;-;-;-;-;-;38658,88;47609,13;21899,55;71953,82;23717,26;41598,37;39339,51;46506,77;53600,25;22721,62;28683,42;40586,25;46725,24;50704,06;47714,43;67409,59;52683,41;37668,82;43905,21;56943,15;56843,44;50854,83;35785,76;60822,85;54347,67;73472,63;70566,80;-;-;-;-;-;-;-;-;-;-;61750,50;-;365022,29;72846,95;75859,37;54254,85;79288,81;76329,91;83072,17;82803,11;-;2234550,68"
"""230365 CATUNDA"";-;-;-;-;-;33515,63;28050,56;15183,98;-;27334,67;28315,24;23529,46;27346,88;51260,68;40716,98;51637,54;28039,31;41545,76;24699,02;57153,93;33510,63;47846,48;34638,95;41241,78;46326,02;48922,06;30081,84;23546,81;27205,61;35087,67;27974,74;23998,49;2114,88;24334,87;112716,95;23695,16;32075,13;34599,87;33879,23;30268,82;23872,10;43878,33;54373,85;59983,55;70523,13;45033,29;50988,36;77249,41;49664,70;45380,31;78614,15;38509,58;25687,77;37058,56;1893212,72"
"""230370 CAUCAIA"";-;-;-;180,00;28443,40;1972515,89;2024772,72;2340007,55;2081826,81;2305931,07;2306466,88;2200272,88;2324101,24;2476728,62;2232512,36;2327691,44;2155015,86;2338561,73;2060083,94;2617506,27;2281912,73;2429289,35;2803931,38;2958710,38;3071802,90;3248767,69;3362655,69;3137704,56;2775993,90;2858736,84;2708532,54;3042943,85;2953621,22;7898483,84;2534512,57;3125501,27;2974513,52;3272220,10;3565188,97;3955995,84;2404195,46;2441990,32;2355751,55;2907718,85;2989545,37;3016879,59;2965378,22;3398546,84;3220689,04;5142940,11;4575421,43;3068408,77;2873050,93;3013722,62;143127876,90"
"""230380 CEDRO"";-;-;-;-;-;104434,59;84881,99;96237,29;84317,96;73430,65;86675,65;95967,75;135590,78;160876,71;143638,44;136370,26;99415,38;23848,76;34455,29;61668,75;68116,01;72312,85;77623,27;71203,01;97559,56;59361,07;70898,77;86759,33;140851,62;64480,13;87486,45;90500,60;128713,28;128016,78;141269,37;177222,48;226515,65;149747,36;204638,81;113462,28;123440,57;126903,09;153702,59;149091,66;164168,68;202730,79;174227,84;165245,63;172545,43;210581,33;207590,86;183940,48;165571,70;135534,59;6013824,17"
"""230390 CHAVAL"";-;-;-;-;-;16478,35;23323,27;21940,76;18930,34;20332,65;36487,85;22548,96;23847,03;17805,09;17454,40;16338,38;38138,65;27547,74;34989,31;18121,85;17198,26;20617,07;17446,50;19175,13;29593,00;17901,60;16280,78;18494,98;39848,69;21165,84;22928,04;23472,54;35031,41;30053,30;30147,51;27533,31;21855,11;21311,40;45579,58;28738,16;25742,86;27193,07;26691,29;40929,82;24832,54;26005,70;25329,92;141360,08;28978,55;51771,61;150960,48;96453,95;85469,93;68728,66;1679105,30"
"""230393 CHORO"";-;-;-;532,40;-;38241,03;37632,41;42088,11;42132,50;40245,42;41509,43;39329,39;39329,39;37153,18;36110,94;35062,93;35205,42;36087,21;35863,73;42088,11;41956,18;40235,42;40235,42;40235,42;39305,19;34576,07;36480,01;43047,54;35205,42;37903,31;38295,95;43856,79;41956,18;41956,18;39343,15;35785,24;35580,72;41092,38;36350,52;25617,74;37952,76;36268,62;25439,94;31925,61;38656,95;29012,61;30953,59;27985,65;31339,53;38623,92;43402,91;42521,05;42383,10;-;1804092,67"
"""230395 CHOROZINHO"";-;-;-;-;-;70190,78;60511,84;64730,14;65465,45;65188,04;62857,54;62261,01;62682,49;61676,94;62655,78;63560,37;62321,75;95863,46;63271,66;65538,37;78913,07;79000,25;77910,72;92070,38;77206,28;65125,27;76208,68;70231,36;72086,38;69913,83;65704,33;64702,94;67898,50;65742,20;68674,95;72972,10;73952,77;75060,19;73167,10;92661,80;80590,83;72044,17;65915,40;70348,21;91453,07;77698,52;78692,68;92132,77;86808,19;80674,61;74671,83;72475,41;80712,28;72196,49;3564393,18"
"""230400 COREAU"";-;-;-;-;-;15356,76;11306,76;24128,48;25950,92;27841,57;29301,41;28484,69;75223,69;56870,27;29585,32;29338,99;36148,64;23963,11;19766,08;43348,56;43348,56;30846,16;26375,59;25784,03;30596,43;30235,23;1242163,89;43158,06;30178,36;28118,00;22394,28;49454,95;52430,36;48483,23;45846,56;29796,17;29796,17;37292,04;23245,22;40229,08;38536,48;30689,51;52326,00;40960,83;45065,23;42194,10;17593,29;8501,54;43343,74;34884,90;44443,21;-;-;-;2784926,45"
"""230410 CRATEUS"";-;-;-;-;-;820243,12;768884,75;862159,37;845215,90;905606,90;890071,98;899591,58;957724,78;861641,35;890174,15;884136,96;910967,41;874528,52;789151,89;923686,12;816429,71;866093,28;881441,71;916091,67;996405,19;1021290,77;1123631,97;1078798,39;1098672,35;1122788,46;4219802,74;1056775,98;1051111,27;1105776,45;1072369,19;1123122,39;1108321,15;1174331,42;1180983,81;1131366,17;1157881,66;1182298,53;1033871,41;1141298,68;1422565,62;1229510,17;1285691,81;1118919,51;1181164,86;1239129,20;1241571,90;1174740,06;1151921,59;1199845,01;53989798,86"
"""230420 CRATO"";-;-;-;14,37;28,74;1807133,56;1834501,39;1949988,22;1893182,08;2312435,06;1955691,90;1928242,12;2159713,03;2043612,62;2056615,85;2106878,71;1927810,25;2121573,74;1991954,58;1996952,56;1909362,04;2304038,30;2400873,46;2550373,98;2416220,68;2468932,89;2418487,31;2292991,80;2725279,04;2397365,29;2294790,56;2283989,67;2480196,90;2509499,00;2294018,90;2543932,54;2696038,00;2423293,74;2628792,16;2526551,21;2301384,81;2347407,29;2336178,77;2209397,06;2525683,45;2620662,94;2341408,50;2540972,48;2525352,95;2688940,89;3102442,84;2755377,75;2698318,40;2402276,47;114047160,85"
"""230423 CROATA"";-;-;-;-;-;13214,44;30458,35;30556,68;36019,21;36306,20;35238,70;47307,00;32317,88;33663,21;55039,40;54323,22;46535,98;46318,15;43877,59;53045,76;50988,22;56441,18;56093,69;55070,77;54459,36;51027,15;56632,56;69177,15;52712,88;56574,56;56964,30;68443,70;63404,15;60256,98;55092,68;54850,42;58835,77;61554,43;63304,60;54693,79;51188,19;92438,01;32921,39;58461,81;66708,78;92734,35;24516,93;90388,19;96025,93;89423,62;89327,36;86392,37;77713,55;61513,37;2760553,96"
"""230425 CRUZ"";-;-;-;-;-;61247,68;62989,03;68722,22;70145,44;77770,87;70299,62;66997,17;67437,51;77790,67;82474,93;81496,66;80564,56;90646,84;87313,09;96255,98;94449,41;94944,19;92668,53;84715,13;83132,63;72536,12;82248,18;85476,56;76119,44;70695,03;77932,48;106160,86;114963,17;136050,88;99986,24;144451,62;153132,01;113909,96;195629,84;117843,46;112346,00;134401,17;119741,51;109968,16;112550,62;136843,63;128527,12;130534,52;129568,37;208355,36;117354,12;121374,01;100002,95;110775,59;5011541,14"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;-;-;-;-;1015,65;1394,51;1440,04;1433,86;2356,58;2078,61;2071,97;3385,43;2154,06;3235,78;2442,35;10868,98;11928,80;11958,65;10542,57;24356,36;23542,04;21568,67;22906,00;22884,99;23094,58;39720,16;36767,48;35586,74;34506,65;35194,39;37798,73;38669,25;39204,58;39283,33;43591,14;23583,36;19902,27;18693,26;18122,70;35845,92;14915,18;18128,16;19331,68;17756,69;19511,07;12275,18;14745,12;13764,75;11614,46;12064,76;11849,33;11785,54;13087,25;893959,61"
"""230427 ERERE"";-;-;-;-;-;1838,50;1848,80;2438,94;1860,72;1897,32;1936,35;1640,05;1551,95;1459,51;545,12;494,98;378,15;250,47;1284,79;1916,28;2595,46;1604,89;1316,51;1865,18;1490,67;1291,72;1626,88;1359,14;1516,93;1810,72;2592,54;2846,67;3093,37;5079,19;3143,21;2812,32;4136,02;4477,75;3876,41;3251,88;2871,90;2341,22;1625,68;3495,56;3555,00;3191,47;15202,98;11111,92;15809,66;11726,23;12747,30;2533,82;2367,76;11990,23;173700,12"
"""230428 EUSEBIO"";-;-;-;-;-;871071,70;806300,92;882430,16;857460,82;958578,76;890934,64;918848,47;977709,01;970891,08;949044,74;946867,17;950033,09;1003329,12;893505,72;1187957,75;1086631,44;1126000,00;1091473,70;1105175,09;1216093,24;1165590,98;1256749,44;1265199,05;1143042,71;1312372,90;1204301,42;1271586,46;1333841,05;1410133,56;1251983,29;1363421,39;1374231,73;1316500,35;1430057,26;1343864,40;1237967,13;1363479,61;1306391,78;1322552,71;1389168,64;1479235,42;1349736,09;1407249,79;1516234,96;1446419,09;1498071,56;1349078,65;1356092,10;1421954,44;58576844,58"
"""230430 FARIAS BRITO"";-;-;-;196,80;381,04;102116,55;72743,30;80923,08;108473,32;117904,62;97653,47;91253,72;84821,69;78595,15;77243,28;82339,33;81158,00;89378,73;85775,75;100030,16;108657,91;116714,13;99182,83;91946,64;93957,22;98420,66;97511,17;115806,24;98581,98;100683,74;131991,39;116969,16;142649,23;121282,37;114510,24;85415,81;101896,99;88736,59;80299,00;73108,81;59210,19;70234,67;78435,94;71519,65;84306,83;92983,72;73110,90;70284,79;74190,16;82135,17;95375,67;88426,27;88298,99;81435,53;4539258,58"
"""230435 FORQUILHA"";-;-;-;-;-;3661,72;11271,57;17849,86;24283,95;7732,94;6653,49;19480,13;17802,30;20001,36;20157,73;20117,47;18506,01;20059,12;20548,68;25055,59;24292,52;27534,08;28253,47;24603,88;25460,30;22854,38;25362,51;26524,16;31422,96;36634,94;41553,38;94025,31;50708,39;50226,70;9048,16;10098,28;5708,03;17742,75;14682,29;18886,73;51881,33;6005,59;7379,74;6463,29;21922,94;36917,71;20488,92;21063,08;19559,08;16736,94;22765,02;28651,24;27862,69;-;1126502,71"
"""230440 FORTALEZA"";-;-;73375,18;98136,06;604610,97;31645786,18;33623430,55;36893810,51;34489437,04;36860511,48;35806852,81;35864062,27;38957638,09;37132974,83;37145307,05;37299325,74;36333113,56;39055630,06;34952969,87;39033500,68;35901338,28;40054560,18;38999486,86;39498263,37;41055382,42;40390677,90;42292601,65;41928914,85;40318518,36;43956699,45;39998815,90;39774407,21;44757591,75;45419812,39;42319288,56;46184284,87;46757882,13;44854407,43;46473123,54;44396905,92;42594109,02;47283504,29;46441390,11;44096493,12;48497666,25;49609404,12;47082657,90;51112524,69;49106312,32;51798294,95;52912556,03;48807143,95;48586824,22;51082289,41;2070214606,33"
"""230445 FORTIM"";-;-;-;-;-;65595,69;39682,90;42508,54;50455,78;54304,14;52384,68;47848,69;48522,76;44719,02;48880,97;43419,99;45128,45;41540,46;44344,02;62296,63;59485,00;97109,53;48814,07;54635,40;50440,77;49298,75;52029,41;47652,94;48877,85;46868,61;43195,33;56829,83;64183,22;48855,59;63758,79;63028,09;54872,34;62312,97;50075,96;48200,71;54486,29;58999,71;51637,53;67863,14;61311,99;71102,11;61809,15;63314,02;64988,76;63990,62;57661,77;52865,86;52552,63;58179,82;2682921,28"
"""230450 FRECHEIRINHA"";-;-;-;-;-;56590,96;40183,92;43619,95;44485,79;48577,32;48806,83;44726,95;63521,10;58019,36;56690,66;55183,01;46734,47;30197,91;55644,61;67415,26;55873,96;58901,41;51153,26;14645,67;50378,92;49640,31;58874,99;58329,36;95563,66;58766,10;57371,73;55808,16;55246,32;54101,62;51556,86;52349,59;57746,37;52805,68;50554,15;36903,69;34957,76;34681,15;56048,76;54771,50;49344,04;60630,77;48030,32;62244,37;61032,57;50605,04;52523,23;50072,06;48585,40;60799,67;2561296,55"
"""230460 GENERAL SAMPAIO"";-;-;-;-;-;14460,74;5,00;4,00;-;378,28;4126,84;21345,01;20709,22;24117,02;22003,18;21685,25;9199,29;9663,29;19419,78;24200,93;22927,59;20199,01;8968,46;19303,65;8107,15;21453,52;21141,22;24922,49;23274,11;18709,79;11896,00;29679,41;55472,81;26329,87;41306,92;71212,50;29400,12;30893,61;35107,23;32067,07;18415,12;15863,85;22725,78;27835,34;28393,31;36202,39;22096,92;26746,84;31644,15;32712,37;22782,61;27817,07;14435,34;32588,76;1103950,21"
"""230465 GRACA"";-;-;-;-;-;-;7931,70;7490,70;7931,70;7786,80;7818,30;7818,30;-;7182,00;-;7654,50;7182,00;7654,50;7654,50;7654,50;6747,30;6747,30;7654,50;6782,82;6241,02;6782,82;6782,82;6782,82;6782,82;6782,82;6747,30;6205,50;6747,30;20697,30;18222,30;11247,30;11247,30;11282,82;11057,82;11057,82;10797,30;11697,30;11732,82;11697,30;13040,97;13005,45;1715,82;6747,30;-;7648,36;8498,64;-;-;-;370940,56"
"""230470 GRANJA"";-;-;-;-;-;80528,99;94976,16;94196,90;99755,96;107034,26;89880,23;1129077,61;91351,01;1545630,59;62280,56;82930,26;58783,26;55092,77;79295,16;85204,73;89595,15;112892,75;122177,43;134444,21;171634,09;169294,05;174456,50;133378,90;125433,73;143504,45;154045,63;183368,63;345275,55;233780,52;246274,00;223237,02;289148,04;264603,27;154318,87;127526,95;152807,18;149562,81;147030,36;149910,71;162535,59;279617,21;199537,83;204244,54;194964,39;169247,67;270010,48;252492,14;883554,50;225734,92;10795658,52"
"""230480 GRANJEIRO"";-;-;-;-;-;30903,64;26886,07;25632,59;30475,73;27404,76;30972,42;25906,19;24521,71;35551,08;24625,91;31299,41;25727,41;22167,23;24734,53;28798,73;30221,00;23580,15;22802,64;21871,83;32931,36;30898,60;26751,61;23570,35;30750,99;28542,98;32545,02;29165,17;34216,84;24924,43;24526,37;25554,15;20370,86;24821,20;25000,28;32830,37;28568,01;19987,47;32560,52;38268,04;44677,57;45053,74;29468,36;27751,65;48421,84;43876,63;29444,22;52512,80;44516,23;39949,23;1486539,92"
"""230490 GROAIRAS"";-;-;-;2440,90;1684,84;27419,32;21317,28;25132,47;28900,21;36978,34;29063,93;26870,16;31256,11;25996,19;24884,37;21949,34;20522,06;22843,08;26010,53;34946,01;37534,85;31839,54;29187,17;24199,20;33842,39;28593,74;26693,42;29444,42;30665,95;30362,31;23850,48;43899,35;42442,34;26789,91;34147,64;31331,87;29313,68;35146,90;27676,99;35318,74;24449,85;25994,47;32244,37;39801,19;46247,19;47281,44;38048,31;36837,61;39295,05;30665,36;49244,94;44811,76;-;-;1495417,57"
"""230495 GUAIUBA"";-;-;-;-;-;56247,24;13476,89;48413,21;8971,36;20182,35;69,30;56,01;48436,65;38528,86;48957,76;32909,62;50080,94;40450,08;-;-;7195,80;22195,18;22430,64;-;-;20190,16;23564,79;33,15;29,94;9811,58;15797,23;70380,15;69236,96;63519,91;83337,83;105070,99;44243,87;89874,24;124067,03;82366,91;75675,60;87850,00;72085,08;100339,74;105645,51;93712,83;111621,69;112370,90;107157,01;106163,47;110978,13;109013,22;95010,95;113478,29;2661229,05"
"""230500 GUARACIABA DO NORTE"";-;-;-;-;-;46525,64;45736,53;54885,98;53441,16;45451,34;52753,89;52004,89;56448,08;50364,65;60871,07;63451,94;83087,44;87894,52;91642,87;102126,31;104894,17;101884,35;110844,01;96279,49;98372,30;81098,94;79134,74;79659,53;68599,94;64491,83;62743,56;87231,37;76887,13;56543,98;87412,54;61949,49;75735,97;84970,41;80591,86;52019,89;56883,96;70378,84;86466,43;91430,98;124270,28;169773,16;149895,56;121286,58;113080,45;190497,72;169475,09;125570,38;125347,30;124198,42;4276586,96"
"""230510 GUARAMIRANGA"";-;-;-;57,00;-;13278,39;8611,12;11712,08;12910,46;11752,93;15023,65;10372,68;10844,08;13120,12;12237,06;11689,04;9972,20;9618,64;2328,98;21338,21;13483,48;15410,35;13786,62;12256,86;13358,17;16072,80;12952,54;14543,64;12140,54;12344,56;14277,59;15450,09;15646,26;16979,83;12827,07;13546,46;17614,40;15164,83;14102,75;14205,62;21552,30;22276,52;21084,73;28907,23;27733,37;399,15;1843,38;10779,53;13799,40;19413,34;17959,85;16104,84;15180,69;14818,04;692883,47"
"""230520 HIDROLANDIA"";-;-;-;-;-;52923,05;42997,07;47172,85;48115,53;64270,51;59434,96;54619,71;58968,68;57995,38;48479,75;55830,81;55001,98;50016,35;63134,54;80346,92;75369,65;79777,65;76606,75;69075,07;73526,46;74535,07;79109,55;79029,92;74550,95;78558,48;78001,87;108972,29;94146,54;98962,56;89429,12;86223,40;95663,39;112375,29;93257,98;87335,49;75093,19;92737,34;108086,77;92759,15;124022,20;130200,09;118188,17;120214,75;124437,37;125875,25;125680,28;109817,80;91937,55;101451,41;4084316,89"
"""230523 HORIZONTE"";-;-;-;-;-;216371,82;183772,47;202618,53;242185,30;324322,09;411600,21;204984,12;250417,90;409398,93;401575,20;224618,72;200937,02;221831,42;204998,94;231838,84;319403,83;356461,26;331364,15;563516,80;367524,30;356489,52;418613,74;456191,99;475952,50;353259,50;308872,00;438606,45;479815,63;542500,29;424861,58;462695,12;428396,08;532255,89;471068,73;425655,67;308380,24;333643,11;357778,74;373509,98;400890,86;604172,36;512798,76;461115,31;424611,87;434385,29;521012,61;523464,93;588403,34;414863,86;18704007,80"
"""230526 IBARETAMA"";-;-;-;-;-;11297,56;11410,38;9011,17;11822,22;-;21548,29;24701,23;27915,96;30462,20;34999,14;34067,58;39822,62;50810,82;27128,51;46241,39;52095,77;33163,30;43934,58;43642,14;17188,54;-;43402,61;52361,14;53847,92;60717,55;56303,23;63581,50;50216,77;43782,03;50750,58;50158,98;56150,41;56083,22;56215,24;51161,36;51271,38;47943,99;47333,09;60534,34;65130,86;62512,84;57589,70;67292,39;84434,38;87485,03;79174,26;85156,05;75219,73;86158,14;2273232,12"
