"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""510805 TERRA NOVA DO NORTE"";-;-;439065,07;439065,07"
"""510810 TESOURO"";-;-;21433,45;21433,45"
"""510820 TORIXOREU"";49224,00;-;214177,88;263401,88"
"""510840 VARZEA GRANDE"";830217,29;-;39142848,60;39973065,89"
"""510860 VILA RICA"";-;-;480265,11;480265,11"
"""520013 ACREUNA"";-;-;123128,08;123128,08"
"""520025 AGUAS LINDAS DE GOIAS"";320515,44;-;1775689,43;2096204,87"
"""520030 ALEXANIA"";79821,08;-;736909,74;816730,82"
"""520050 ALOANDIA"";-;-;1774,37;1774,37"
"""520060 ALTO PARAISO DE GOIAS"";-;-;135229,14;135229,14"
"""520080 ALVORADA DO NORTE"";-;-;174378,83;174378,83"
"""520085 AMERICANO DO BRASIL"";-;-;54649,66;54649,66"
"""520090 AMORINOPOLIS"";-;-;82490,84;82490,84"
"""520110 ANAPOLIS"";12003627,82;-;47514677,64;59518305,46"
"""520130 ANICUNS"";-;-;155463,80;155463,80"
"""520140 APARECIDA DE GOIANIA"";37885948,06;-;28841802,83;66727750,89"
"""520160 ARACU"";-;-;54769,91;54769,91"
"""520170 ARAGARCAS"";64511,46;-;296331,91;360843,37"
"""520215 ARAGUAPAZ"";-;-;34994,74;34994,74"
"""520235 ARENOPOLIS"";-;-;99617,79;99617,79"
"""520250 ARUANA"";-;-;164860,77;164860,77"
"""520280 AVELINOPOLIS"";-;-;19085,29;19085,29"
"""520320 BARRO ALTO"";20671,94;-;120787,32;141459,26"
"""520330 BELA VISTA DE GOIAS"";-;-;424296,59;424296,59"
"""520340 BOM JARDIM DE GOIAS"";-;-;111494,64;111494,64"
"""520350 BOM JESUS DE GOIAS"";-;-;971935,70;971935,70"
"""520380 BRITANIA"";-;-;112786,01;112786,01"
"""520390 BURITI ALEGRE"";-;-;136041,65;136041,65"
"""520400 CABECEIRAS"";-;-;11081,47;11081,47"
"""520410 CACHOEIRA ALTA"";-;-;341804,38;341804,38"
"""520425 CACHOEIRA DOURADA"";-;-;66969,05;66969,05"
"""520430 CACU"";104155,64;-;346938,75;451094,39"
"""520440 CAIAPONIA"";123175,89;-;727627,78;850803,67"
"""520450 CALDAS NOVAS"";28974,74;-;2420489,27;2449464,01"
"""520465 CAMPINACU"";-;-;102427,88;102427,88"
"""520470 CAMPINORTE"";-;-;73147,32;73147,32"
"""520480 CAMPO ALEGRE DE GOIAS"";-;-;3945,34;3945,34"
"""520490 CAMPOS BELOS"";-;-;332316,02;332316,02"
"""520500 CARMO DO RIO VERDE"";-;-;34709,44;34709,44"
"""520505 CASTELANDIA"";-;-;10868,03;10868,03"
"""520510 CATALAO"";3495635,67;-;10726639,17;14222274,84"
"""520520 CATURAI"";-;-;31765,77;31765,77"
"""520530 CAVALCANTE"";-;-;14642,90;14642,90"
"""520540 CERES"";568047,19;-;12239285,32;12807332,51"
"""520545 CEZARINA"";-;-;144476,64;144476,64"
"""520547 CHAPADAO DO CEU"";-;-;384115,09;384115,09"
"""520549 CIDADE OCIDENTAL"";-;-;5732,92;5732,92"
"""520551 COCALZINHO DE GOIAS"";-;-;162229,77;162229,77"
"""520552 COLINAS DO SUL"";-;-;117369,54;117369,54"
"""520570 CORREGO DO OURO"";-;-;10436,71;10436,71"
"""520580 CORUMBA DE GOIAS"";-;-;75633,61;75633,61"
"""520590 CORUMBAIBA"";-;-;120966,46;120966,46"
"""520620 CRISTALINA"";190838,63;-;845278,75;1036117,38"
"""520630 CRISTIANOPOLIS"";-;-;27813,25;27813,25"
"""520640 CRIXAS"";-;-;234799,57;234799,57"
"""520650 CROMINIA"";-;-;35647,88;35647,88"
"""520670 DAMIANOPOLIS"";-;-;17466,78;17466,78"
"""520680 DAMOLANDIA"";-;-;59970,69;59970,69"
"""520710 DIORAMA"";-;-;75605,20;75605,20"
"""520725 DOVERLANDIA"";1741,61;-;61943,33;63684,94"
"""520735 EDEALINA"";-;-;5881,06;5881,06"
"""520740 EDEIA"";124523,98;-;148482,80;273006,78"
"""520750 ESTRELA DO NORTE"";-;-;23498,33;23498,33"
"""520753 FAINA"";-;-;59479,18;59479,18"
"""520760 FAZENDA NOVA"";-;-;139151,15;139151,15"
"""520780 FIRMINOPOLIS"";-;-;143548,74;143548,74"
"""520800 FORMOSA"";140420,21;-;6181381,38;6321801,59"
"""520810 FORMOSO"";-;-;94361,03;94361,03"
"""520830 DIVINOPOLIS DE GOIAS"";-;-;13901,24;13901,24"
"""520840 GOIANAPOLIS"";-;-;71848,24;71848,24"
"""520850 GOIANDIRA"";-;-;12699,04;12699,04"
"""520860 GOIANESIA"";95901,16;-;1619436,43;1715337,59"
"""520870 GOIANIA"";89247864,53;55212,58;311723691,75;401026768,86"
"""520880 GOIANIRA"";-;-;1431230,23;1431230,23"
"""520890 GOIAS"";-;-;3449095,34;3449095,34"
"""520910 GOIATUBA"";164086,23;-;791097,38;955183,61"
"""520929 GUARAITA"";-;-;6806,60;6806,60"
"""520960 HEITORAI"";-;-;167835,82;167835,82"
"""520970 HIDROLANDIA"";-;-;477727,22;477727,22"
"""520980 HIDROLINA"";-;-;89606,32;89606,32"
"""520990 IACIARA"";-;-;280119,60;280119,60"
"""520993 INACIOLANDIA"";-;-;40306,57;40306,57"
"""520995 INDIARA"";-;-;261961,13;261961,13"
"""521000 INHUMAS"";-;-;845899,69;845899,69"
"""521010 IPAMERI"";-;-;75981,05;75981,05"
"""521020 IPORA"";104214,84;-;466180,66;570395,50"
"""521040 ITABERAI"";-;-;1099693,74;1099693,74"
"""521060 ITAGUARU"";-;-;66687,80;66687,80"
"""521080 ITAJA"";58325,82;-;138535,82;196861,64"
"""521090 ITAPACI"";-;-;536654,32;536654,32"
"""521100 ITAPIRAPUA"";-;-;80156,67;80156,67"
"""521120 ITAPURANGA"";49697,08;-;902631,93;952329,01"
"""521130 ITARUMA"";-;-;174681,98;174681,98"
"""521140 ITAUCU"";-;-;71710,12;71710,12"
"""521150 ITUMBIARA"";1819556,16;-;13861756,54;15681312,70"
"""521160 IVOLANDIA"";-;-;12126,77;12126,77"
"""521170 JANDAIA"";-;-;53735,75;53735,75"
"""521180 JARAGUA"";351970,36;-;1625518,29;1977488,65"
"""521190 JATAI"";99847,03;309,78;3858489,89;3958646,70"
"""521200 JAUPACI"";-;-;59489,78;59489,78"
"""521210 JOVIANIA"";-;-;141185,21;141185,21"
"""521220 JUSSARA"";17533,30;-;393533,92;411067,22"
"""521250 LUZIANIA"";1823105,10;-;4348965,53;6172070,63"
"""521260 MAIRIPOTABA"";-;-;45745,21;45745,21"
"""521270 MAMBAI"";-;-;172214,16;172214,16"
"""521280 MARA ROSA"";50688,32;-;96782,11;147470,43"
"""521290 MARZAGAO"";-;-;25099,00;25099,00"
"""521295 MATRINCHA"";-;-;47286,02;47286,02"
"""521300 MAURILANDIA"";-;-;93102,55;93102,55"
"""521308 MINACU"";297363,23;-;705185,18;1002548,41"
"""521310 MINEIROS"";3017785,26;-;3888683,61;6906468,87"
"""521350 MONTE ALEGRE DE GOIAS"";-;-;54598,73;54598,73"
"""521370 MONTES CLAROS DE GOIAS"";-;-;42471,26;42471,26"
"""521375 MONTIVIDIU"";-;-;156489,85;156489,85"
"""521380 MORRINHOS"";166930,01;-;4756974,93;4923904,94"
"""521385 MORRO AGUDO DE GOIAS"";-;-;81810,87;81810,87"
"""521390 MOSSAMEDES"";-;-;25722,99;25722,99"
"""521400 MOZARLANDIA"";-;-;250588,53;250588,53"
"""521405 MUNDO NOVO"";2702,28;-;309048,32;311750,60"
"""521410 MUTUNOPOLIS"";6557,77;-;108252,67;114810,44"
"""521450 NEROPOLIS"";-;-;13274256,38;13274256,38"
"""521460 NIQUELANDIA"";123627,74;-;869950,42;993578,16"
"""521483 NOVA CRIXAS"";-;-;165306,36;165306,36"
"""521520 NOVO BRASIL"";-;-;20129,41;20129,41"
"""521530 ORIZONA"";-;-;143173,03;143173,03"
"""521550 OUVIDOR"";-;-;43313,75;43313,75"
"""521560 PADRE BERNARDO"";58349,91;-;246106,06;304455,97"
"""521565 PALESTINA DE GOIAS"";-;-;43884,48;43884,48"
"""521570 PALMEIRAS DE GOIAS"";-;-;279680,62;279680,62"
"""521580 PALMELO"";-;-;45251,30;45251,30"
"""521590 PALMINOPOLIS"";-;-;24966,82;24966,82"
"""521630 PARANAIGUARA"";-;-;404320,96;404320,96"
"""521640 PARAUNA"";-;-;379238,17;379238,17"
"""521710 PIRACANJUBA"";-;-;543588,44;543588,44"
"""521720 PIRANHAS"";-;-;157573,41;157573,41"
"""521730 PIRENOPOLIS"";286363,36;-;1563315,85;1849679,21"
"""521740 PIRES DO RIO"";-;-;561297,66;561297,66"
"""521760 PLANALTINA"";245937,58;-;1001301,03;1247238,61"
"""521770 PONTALINA"";60998,72;-;293837,59;354836,31"
"""521800 PORANGATU"";143624,57;-;1398009,42;1541633,99"
"""521805 PORTEIRAO"";-;-;15040,56;15040,56"
"""521810 PORTELANDIA"";-;-;54555,79;54555,79"
"""521830 POSSE"";-;-;1005418,32;1005418,32"
"""521850 QUIRINOPOLIS"";171104,72;-;1736463,45;1907568,17"
"""521860 RIALMA"";-;-;356412,73;356412,73"
"""521878 RIO QUENTE"";-;-;44617,31;44617,31"
"""521880 RIO VERDE"";3539076,19;-;22293062,26;25832138,45"
"""521890 RUBIATABA"";-;-;263151,96;263151,96"
"""521900 SANCLERLANDIA"";-;-;69807,02;69807,02"
"""521910 SANTA BARBARA DE GOIAS"";-;-;10947,78;10947,78"
"""521920 SANTA CRUZ DE GOIAS"";-;-;44012,23;44012,23"
"""521925 SANTA FE DE GOIAS"";-;-;58471,08;58471,08"
"""521930 SANTA HELENA DE GOIAS"";1914936,04;-;8938851,81;10853787,85"
"""521950 SANTA ROSA DE GOIAS"";-;-;36126,00;36126,00"
"""521960 SANTA TEREZA DE GOIAS"";-;-;54681,97;54681,97"
"""521970 SANTA TEREZINHA DE GOIAS"";-;-;64124,49;64124,49"
"""521973 SANTO ANTONIO DE GOIAS"";-;-;83287,01;83287,01"
"""521975 SANTO ANTONIO DO DESCOBERTO"";-;-;120303,76;120303,76"
"""521980 SAO DOMINGOS"";-;-;101432,22;101432,22"
"""522000 SAO JOAO D'ALIANCA"";-;-;46477,76;46477,76"
"""522010 SAO LUIS DE MONTES BELOS"";22251,59;-;4738109,59;4760361,18"
"""522015 SAO LUIZ DO NORTE"";42886,16;-;42778,64;85664,80"
"""522020 SAO MIGUEL DO ARAGUAIA"";-;-;804521,16;804521,16"
"""522040 SAO SIMAO"";14018,25;-;462189,91;476208,16"
"""522045 SENADOR CANEDO"";806308,64;-;3689701,62;4496010,26"
"""522050 SERRANOPOLIS"";-;-;54185,07;54185,07"
"""522060 SILVANIA"";28418,18;-;1052185,29;1080603,47"
"""522068 SIMOLANDIA"";-;-;45770,94;45770,94"
"""522100 TAQUARAL DE GOIAS"";-;-;52096,57;52096,57"
"""522140 TRINDADE"";427126,00;-;11223607,60;11650733,60"
"""522145 TROMBAS"";-;-;37209,45;37209,45"
"""522150 TURVANIA"";-;-;39376,55;39376,55"
"""522155 TURVELANDIA"";-;-;34049,64;34049,64"
"""522160 URUACU"";3128405,60;-;20651170,78;23779576,38"
"""522170 URUANA"";-;-;147188,60;147188,60"
"""522185 VALPARAISO DE GOIAS"";-;-;542217,52;542217,52"
"""522200 VIANOPOLIS"";-;-;171242,85;171242,85"
"""522205 VICENTINOPOLIS"";-;-;198140,77;198140,77"
"""530010 BRASILIA"";78807414,81;21173,14;344045404,76;422873992,71"
"""Total"";5734493795,12;730210,15;19995742446,22;25730966451,49"
&
