"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""260040 AGUA PRETA"";-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;10"
"""260050 AGUAS BELAS"";-;-;-;-;-;-;-;-;-;-;-;-;442;-;-;-;-;-;-;-;-;-;-;-;-;-;442"
"""260060 ALAGOINHA"";-;-;-;-;-;-;-;-;-;-;-;-;328;-;-;-;-;-;-;-;-;-;-;-;-;-;328"
"""260070 ALIANCA"";-;-;-;-;-;-;-;-;-;-;-;-;247;-;-;-;-;-;-;-;-;-;-;-;-;-;247"
"""260080 ALTINHO"";-;-;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;125"
"""260090 AMARAJI"";-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""260100 ANGELIM"";-;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;155"
"""260110 ARARIPINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8439;8439"
"""260120 ARCOVERDE"";-;14365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;527;-;-;-;-;-;-;-;-;14892"
"""260130 BARRA DE GUABIRABA"";-;-;-;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;127"
"""260140 BARREIROS"";-;-;-;-;-;-;-;-;-;-;-;-;2311;-;-;-;-;-;-;-;-;-;-;-;-;-;2311"
"""260150 BELEM DE MARIA"";-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;14"
"""260160 BELEM DO SAO FRANCISCO"";-;-;-;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;197"
"""260170 BELO JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;1036;-;-;-;-;-;-;-;-;-;-;-;-;-;1036"
"""260180 BETANIA"";-;-;-;-;-;-;-;-;-;-;-;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;117"
"""260190 BEZERROS"";-;-;-;-;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;-;4506;4629"
"""260200 BODOCO"";-;-;-;-;-;-;-;-;-;-;-;-;414;-;-;-;-;-;-;-;-;-;-;-;-;-;414"
"""260210 BOM CONSELHO"";-;-;-;-;-;-;-;-;-;-;-;-;1058;-;-;-;-;-;-;-;-;-;-;-;-;-;1058"
"""260220 BOM JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;214;-;-;-;-;-;-;-;-;-;-;-;-;-;214"
"""260230 BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;478;-;-;-;-;-;-;-;-;-;-;-;-;-;478"
"""260240 BREJAO"";-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;150"
"""260250 BREJINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196;196"
"""260260 BREJO DA MADRE DE DEUS"";-;-;-;-;-;-;-;-;-;-;-;-;365;-;-;-;-;-;-;-;-;-;-;-;-;-;365"
"""260280 BUIQUE"";-;-;-;-;-;-;-;-;-;-;-;-;324;-;-;-;-;-;-;-;-;-;-;-;-;879;1203"
"""260290 CABO DE SANTO AGOSTINHO"";-;9512;-;-;-;-;-;-;-;-;-;-;2110;-;-;-;-;-;-;-;-;-;-;-;-;-;11622"
"""260300 CABROBO"";-;-;-;-;-;-;-;-;-;-;-;-;877;-;-;-;-;-;-;-;-;-;-;-;-;-;877"
"""260310 CACHOEIRINHA"";-;-;-;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;-;-;-;-;-;-;245"
"""260320 CAETES"";-;-;-;-;-;-;-;-;-;-;-;-;336;-;-;-;-;-;-;-;-;-;-;-;-;-;336"
"""260330 CALCADO"";-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;57"
"""260340 CALUMBI"";-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;30"
"""260345 CAMARAGIBE"";-;-;-;-;-;-;-;-;-;-;-;-;1544;-;-;-;-;-;-;-;-;-;-;-;-;-;1544"
"""260350 CAMOCIM DE SAO FELIX"";-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;114"
"""260360 CAMUTANGA"";-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;42"
"""260370 CANHOTINHO"";-;-;-;-;-;-;-;-;-;-;-;-;512;-;-;-;-;-;-;-;-;-;-;-;-;-;512"
"""260380 CAPOEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;243;-;-;-;-;-;-;-;-;-;-;-;-;-;243"
"""260390 CARNAIBA"";-;-;-;-;-;-;-;-;-;-;-;-;571;-;-;-;-;-;-;-;-;-;-;-;-;-;571"
"""260392 CARNAUBEIRA DA PENHA"";-;-;-;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;103"
"""260400 CARPINA"";-;-;-;-;-;-;-;-;-;-;-;-;781;-;-;-;-;394;-;-;-;-;-;-;-;-;1175"
"""260410 CARUARU"";-;37564;-;-;-;-;-;-;-;-;-;-;7408;-;-;-;-;-;-;-;-;-;-;-;-;1914;46886"
"""260415 CASINHAS"";-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;80"
"""260420 CATENDE"";-;-;-;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;183"
"""260430 CEDRO"";-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;90"
"""260450 CHA GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;367;-;-;-;-;-;-;-;-;-;-;-;-;-;367"
"""260460 CONDADO"";-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;90"
"""260470 CORRENTES"";-;-;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;225"
"""260480 CORTES"";-;-;-;-;-;-;-;-;-;-;-;-;578;-;-;-;-;-;-;-;-;-;-;-;-;-;578"
"""260490 CUMARU"";-;-;-;-;-;-;-;-;-;-;-;-;187;-;-;-;-;-;-;-;-;-;-;-;-;-;187"
"""260500 CUPIRA"";-;-;-;-;-;-;-;-;-;-;-;-;283;-;-;-;-;-;-;-;-;-;-;-;-;-;283"
"""260510 CUSTODIA"";-;-;-;-;-;-;-;-;-;-;-;-;850;-;-;-;-;-;-;-;-;-;-;-;-;-;850"
"""260515 DORMENTES"";-;-;-;-;-;-;-;-;-;-;-;-;494;-;-;-;-;-;-;-;-;-;-;-;-;-;494"
"""260520 ESCADA"";-;-;-;-;-;-;-;-;-;-;-;-;361;-;-;-;-;-;-;-;-;-;-;-;-;-;361"
"""260530 EXU"";-;-;-;-;-;-;-;-;-;-;-;-;376;-;-;-;-;-;-;-;-;-;-;-;-;-;376"
"""260540 FEIRA NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;267;-;-;-;-;-;-;-;-;-;-;-;-;-;267"
"""260545 FERNANDO DE NORONHA"";-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133"
"""260560 FLORES"";-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;180"
"""260570 FLORESTA"";-;-;-;-;-;-;-;-;-;-;-;-;775;-;-;-;-;-;-;-;-;-;-;-;-;-;775"
"""260580 FREI MIGUELINHO"";-;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;115"
"""260590 GAMELEIRA"";-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;69"
"""260600 GARANHUNS"";-;86;-;-;-;-;-;7453;-;-;-;-;-;-;-;-;-;975;-;-;-;-;-;-;-;3339;11853"
"""260610 GLORIA DO GOITA"";-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;25"
"""260620 GOIANA"";-;3185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;3194"
"""260630 GRANITO"";-;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;126"
"""260640 GRAVATA"";-;-;-;-;-;-;-;-;-;-;-;-;906;-;-;-;-;-;-;-;-;-;-;-;-;-;906"
"""260650 IATI"";-;-;-;-;-;-;-;-;-;-;-;-;701;-;-;-;-;-;-;-;-;-;-;-;-;-;701"
"""260660 IBIMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-;-;-;-;219"
"""260670 IBIRAJUBA"";-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;69"
"""260680 IGARASSU"";-;-;-;-;-;-;-;-;-;-;-;-;960;-;-;-;-;-;-;-;-;-;-;-;-;-;960"
"""260690 IGUARACY"";-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;124"
"""260700 INAJA"";-;-;-;-;-;-;-;-;-;-;-;-;351;-;-;-;-;-;-;-;-;-;-;-;-;-;351"
"""260710 INGAZEIRA"";-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""260720 IPOJUCA"";-;-;-;-;-;-;-;-;-;-;-;-;1276;-;-;-;-;-;-;-;-;-;-;-;-;-;1276"
"""260730 IPUBI"";-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-;-;-;-;272"
"""260740 ITACURUBA"";-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33"
"""260750 ITAIBA"";-;-;-;-;-;-;-;-;-;-;-;-;511;-;-;-;-;-;-;-;-;-;-;-;-;-;511"
"""260765 ITAMBE"";-;-;-;-;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;174"
"""260770 ITAPETIM"";-;-;-;-;-;-;-;-;-;-;-;-;655;-;-;-;-;-;-;-;-;-;-;-;-;-;655"
"""260780 ITAQUITINGA"";-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;39"
"""260790 JABOATAO DOS GUARARAPES"";-;3114;-;-;-;-;-;-;-;-;-;-;260;-;-;-;-;33;-;-;-;-;1;-;-;21449;24857"
"""260795 JAQUEIRA"";-;-;-;-;-;-;-;-;-;-;-;-;202;-;-;-;-;-;-;-;-;-;-;-;-;-;202"
"""260800 JATAUBA"";-;-;-;-;-;-;-;-;-;-;-;-;301;-;-;-;-;-;-;-;-;-;-;-;-;-;301"
"""260805 JATOBA"";-;-;283;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;283"
"""260810 JOAO ALFREDO"";-;-;-;-;-;-;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;-;-;-;-;208"
"""260825 JUCATI"";-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;101"
"""260830 JUPI"";-;-;-;-;-;-;-;-;-;-;-;-;252;-;-;-;-;-;-;-;-;-;-;-;-;-;252"
"""260840 JUREMA"";-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;112"
"""260845 LAGOA DO CARRO"";-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;21"
"""260850 LAGOA DE ITAENGA"";-;-;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;189"
"""260860 LAGOA DO OURO"";-;-;-;-;-;-;-;-;-;-;-;-;462;-;-;-;-;-;-;-;-;-;-;-;-;-;462"
"""260870 LAGOA DOS GATOS"";-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;44"
"""260875 LAGOA GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;546;-;-;-;-;-;-;-;-;-;-;-;-;-;546"
"""260880 LAJEDO"";-;-;-;-;-;-;-;-;-;-;-;-;608;-;-;-;-;-;-;-;-;-;-;-;-;-;608"
"""260890 LIMOEIRO"";-;3379;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;557;3936"
"""260900 MACAPARANA"";-;-;-;-;-;-;-;-;-;-;-;-;241;-;-;-;-;-;-;-;-;-;-;-;-;-;241"
"""260910 MACHADOS"";-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;77"
"""260915 MANARI"";-;-;-;-;-;-;-;-;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;-;-;-;159"
"""260920 MARAIAL"";-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;17"
"""260930 MIRANDIBA"";-;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;87"
"""260940 MORENO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7118;7118"
"""260950 NAZARE DA MATA"";-;4058;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4058"
"""260960 OLINDA"";-;1983;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7816;9799"
"""260970 OROBO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;124"
"""260980 OROCO"";-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;149"
"""260990 OURICURI"";-;9032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9032"
"""261000 PALMARES"";-;-;-;-;-;-;-;12048;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2517;14565"
"""261010 PALMEIRINA"";-;-;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;129"
"""261020 PANELAS"";-;-;-;-;-;-;-;-;-;-;-;-;282;-;-;-;-;-;-;-;-;-;-;-;-;-;282"
"""261030 PARANATAMA"";-;-;-;-;-;-;-;-;-;-;-;-;559;-;-;-;-;-;-;-;-;-;-;-;-;-;559"
"""261040 PARNAMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;235"
"""261050 PASSIRA"";-;-;-;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;134"
"""261060 PAUDALHO"";-;-;-;-;-;-;-;-;-;-;-;-;2868;-;-;-;-;-;-;-;-;-;-;-;-;-;2868"
"""261070 PAULISTA"";-;11646;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;11699"
"""261080 PEDRA"";-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;180"
"""261090 PESQUEIRA"";-;-;-;-;-;-;-;-;-;-;-;-;2092;-;-;-;-;-;-;-;-;-;-;-;-;-;2092"
"""261100 PETROLANDIA"";-;-;1666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1666"
"""261110 PETROLINA"";-;20453;-;-;-;-;-;-;-;-;-;-;464;-;-;8198;-;7;-;-;-;-;-;-;-;3606;32728"
"""261120 POCAO"";-;-;-;-;-;-;-;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;192"
"""261130 POMBOS"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""261150 QUIPAPA"";-;-;-;-;-;-;-;-;-;-;-;-;207;-;-;-;-;-;-;-;-;-;-;-;-;-;207"
"""261160 RECIFE"";-;137483;-;-;-;-;-;44191;-;-;-;-;33071;-;-;20015;-;768;-;-;-;-;15930;-;-;86044;337502"
"""261170 RIACHO DAS ALMAS"";-;-;-;-;-;-;-;-;-;-;-;-;453;-;-;-;-;-;-;-;-;-;-;-;-;-;453"
"""261180 RIBEIRAO"";-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;24"
"""261190 RIO FORMOSO"";-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;59"
"""261200 SAIRE"";-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;68"
"""261220 SALGUEIRO"";-;8891;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;-;-;9251"
"""261230 SALOA"";-;-;-;-;-;-;-;-;-;-;-;-;382;-;-;-;-;-;-;-;-;-;-;-;-;-;382"
"""261240 SANHARO"";-;-;-;-;-;-;-;-;-;-;-;-;296;-;-;-;-;-;-;-;-;-;-;-;-;-;296"
"""261245 SANTA CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;363;-;-;-;-;-;-;-;-;-;-;-;-;-;363"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;61"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;-;-;-;-;-;-;-;-;-;-;-;1212;-;-;-;-;-;-;-;-;-;-;-;-;-;1212"
"""261255 SANTA FILOMENA"";-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;200"
"""261260 SANTA MARIA DA BOA VISTA"";-;-;-;-;-;-;-;-;-;-;-;-;982;-;-;-;-;-;-;-;-;-;-;-;-;-;982"
"""261270 SANTA MARIA DO CAMBUCA"";-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;83"
"""261280 SANTA TEREZINHA"";-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;65"
"""261290 SAO BENEDITO DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;8"
"""261300 SAO BENTO DO UNA"";-;-;-;-;-;-;-;-;-;-;-;-;763;-;-;-;-;-;-;-;-;-;-;-;-;-;763"
"""261310 SAO CAITANO"";-;-;-;-;-;-;-;-;-;-;-;-;913;-;-;-;-;-;-;-;-;-;-;-;-;-;913"
"""261320 SAO JOAO"";-;-;-;-;-;-;-;-;-;-;-;-;584;-;-;-;-;-;-;-;-;-;-;-;-;-;584"
"""261330 SAO JOAQUIM DO MONTE"";-;-;-;-;-;-;-;-;-;-;-;-;401;-;-;-;-;-;-;-;-;-;-;-;-;-;401"
"""261350 SAO JOSE DO BELMONTE"";-;-;-;-;-;-;-;-;-;-;-;-;542;-;-;-;-;-;-;-;-;-;-;-;-;-;542"
"""261360 SAO JOSE DO EGITO"";-;-;-;-;-;-;-;-;-;-;-;-;847;-;-;-;-;-;-;-;-;-;-;-;-;-;847"
"""261370 SAO LOURENCO DA MATA"";-;-;-;-;-;-;-;-;-;-;-;-;2230;-;-;-;-;-;-;-;-;-;-;-;-;4;2234"
"""261380 SAO VICENTE FERRER"";-;-;-;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;137"
"""261390 SERRA TALHADA"";-;11756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2362;-;-;-;544;-;-;-;647;15309"
"""261400 SERRITA"";-;-;-;-;-;-;-;-;-;-;-;-;271;-;-;-;-;-;-;-;-;-;-;-;-;-;271"
"""261410 SERTANIA"";-;-;-;-;-;-;-;-;-;-;-;-;1025;-;-;-;-;-;-;-;-;-;-;-;-;-;1025"
"""261420 SIRINHAEM"";-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;82"
"""261430 MOREILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;-;-;158"
"""261440 SOLIDAO"";-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;75"
"""261450 SURUBIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1638;1638"
"""261460 TABIRA"";-;-;-;-;-;-;-;-;-;-;-;-;419;-;-;-;-;-;-;-;-;-;-;-;-;-;419"
"""261480 TACARATU"";-;-;-;-;-;-;-;-;-;-;-;-;426;-;-;-;-;-;-;-;-;-;-;-;-;-;426"
"""261485 TAMANDARE"";-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;165"
"""261500 TAQUARITINGA DO NORTE"";-;-;-;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-;-;-;-;-;-;250"
"""261510 TEREZINHA"";-;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;92"
"""261520 TERRA NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;163"
"""261530 TIMBAUBA"";-;-;-;-;-;-;-;-;-;-;-;-;321;-;-;-;-;-;-;-;-;-;-;-;-;142;463"
"""261540 TORITAMA"";-;-;-;-;-;-;-;-;-;-;-;-;682;-;-;-;-;-;-;-;-;-;-;-;-;-;682"
"""261560 TRINDADE"";-;-;-;-;-;-;-;-;-;-;-;-;511;-;-;-;-;-;-;-;-;-;-;-;-;-;511"
"""261570 TRIUNFO"";-;-;-;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;-;-;-;-;-;199"
"""261580 TUPANATINGA"";-;-;-;-;-;-;-;-;-;-;-;-;315;-;-;-;-;-;-;-;-;-;-;-;-;-;315"
"""261590 TUPARETAMA"";-;-;-;-;-;-;-;-;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;212"
"""261600 VENTUROSA"";-;-;-;-;-;-;-;-;-;-;-;-;608;-;-;-;-;-;-;-;-;-;-;-;-;-;608"
"""261610 VERDEJANTE"";-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;36"
"""261620 VERTENTES"";-;-;-;-;-;-;-;-;-;-;-;-;1098;-;-;-;-;-;-;-;-;-;-;-;-;-;1098"
"""261640 VITORIA DE SANTO ANTAO"";-;6727;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6380;13107"
"""270010 AGUA BRANCA"";-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167"
"""270030 ARAPIRACA"";-;5815;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11774;-;-;-;-;-;-;-;12606;30195"
"""270040 ATALAIA"";-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;220"
"""270070 BATALHA"";-;-;-;-;-;-;-;-;-;-;-;-;1251;-;-;-;-;-;-;-;-;-;-;-;-;-;1251"
"""270100 BOCA DA MATA"";-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;67"
"""270130 CAJUEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;105"
"""270140 CAMPO ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;486;-;-;-;-;-;-;-;-;-;-;-;-;-;486"
"""270170 CAPELA"";-;-;-;-;-;-;-;-;-;-;-;-;316;-;-;-;-;-;-;-;-;-;-;-;-;-;316"
"""270210 COLONIA LEOPOLDINA"";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;15"
"""270230 CORURIPE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12574;-;-;-;-;-;-;-;-;12574"
"""270235 CRAIBAS"";-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;63"
"""270240 DELMIRO GOUVEIA"";-;6153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6153"
"""270280 FLEXEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;11"
"""270300 IBATEGUARA"";-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;34"
"""270380 JOAQUIM GOMES"";-;-;-;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;104"
"""270400 JUNQUEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;275"
"""270430 MACEIO"";-;25330;3030;9397;6246;-;-;-;-;-;-;-;-;-;-;-;-;5806;-;-;-;5557;5329;-;-;14538;75233"
"""270450 MARAGOGI"";-;-;-;-;-;-;-;-;-;-;-;-;211;-;-;-;-;-;-;-;-;-;-;-;-;-;211"
"""270470 MARECHAL DEODORO"";-;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;160"
"""270500 MATA GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;-;-;158"
"""270510 MATRIZ DE CAMARAGIBE"";-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;32"
"""270630 PALMEIRA DOS INDIOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5945;5945"
"""270640 PAO DE ACUCAR"";-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;108"
"""270670 PENEDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4834;4834"
