"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""122-8 Cons¢rcio P£blico de Direito Privado"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""204-6 Sociedade Anìnima Aberta"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""399-9 Associaá∆o Privada"";""Total"""
"""291470 ITABERABA"";-;439;-;-;-;-;-;-;-;-;-;-;251;-;-;-;-;-;41;-;-;-;-;-;-;-;731"
"""291480 ITABUNA"";-;-;-;-;-;-;-;-;564;-;-;-;-;-;-;-;-;-;2;-;-;-;66;-;-;1297;1929"
"""291490 ITACARE"";-;-;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;128"
"""291500 ITAETE"";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;23"
"""291510 ITAGI"";-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;12"
"""291535 ITAGUACU DA BAHIA"";-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;26"
"""291540 ITAJU DO COLONIA"";-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;49"
"""291550 ITAJUIPE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;143;143"
"""291560 ITAMARAJU"";-;-;-;-;-;-;-;-;-;-;-;-;321;-;-;-;-;-;-;-;-;-;-;-;-;-;321"
"""291580 ITAMBE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;115"
"""291600 ITANHEM"";-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;60"
"""291610 ITAPARICA"";-;406;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;406"
"""291630 ITAPEBI"";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;23"
"""291640 ITAPETINGA"";-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;416;-;-;524"
"""291650 ITAPICURU"";-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;26"
"""291660 ITAPITANGA"";-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;14"
"""291670 ITAQUARA"";-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;42"
"""291680 ITARANTIM"";-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;70"
"""291685 ITATIM"";-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;27"
"""291690 ITIRUCU"";-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;41"
"""291700 ITIUBA"";-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;76"
"""291710 ITORORO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132;132"
"""291720 ITUACU"";-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;22"
"""291730 ITUBERA"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""291735 JABORANDI"";-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;93"
"""291740 JACARACI"";-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;28"
"""291750 JACOBINA"";-;559;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;559"
"""291760 JAGUAQUARA"";-;252;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134;386"
"""291770 JAGUARARI"";-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;3;91"
"""291800 JEQUIE"";-;929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;277;-;470;1676"
"""291810 JEREMOABO"";-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;46"
"""291820 JIQUIRICA"";-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48"
"""291830 JITAUNA"";-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;17"
"""291840 JUAZEIRO"";-;1489;-;-;-;-;-;-;-;-;-;-;513;-;-;-;-;-;-;-;-;-;-;-;-;464;2466"
"""291855 JUSSARI"";-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;54"
"""291860 JUSSIAPE"";-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;16"
"""291915 LAPAO"";-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;122"
"""291920 LAURO DE FREITAS"";-;1204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1204"
"""291930 LENCOIS"";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4"
"""291940 LICINIO DE ALMEIDA"";-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;34"
"""291955 LUIS EDUARDO MAGALHAES"";-;-;-;-;-;-;-;-;-;-;-;-;813;-;-;-;-;-;3;-;-;-;-;-;-;-;816"
"""291970 MACARANI"";-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;102"
"""291980 MACAUBAS"";-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;144"
"""292000 MAIQUINIQUE"";-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48"
"""292010 MAIRI"";-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130"
"""292050 MARACAS"";-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;94"
"""292080 MARCIONILIO SOUZA"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""292110 MEDEIROS NETO"";-;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;99"
"""292120 MIGUEL CALMON"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236;236"
"""292130 MILAGRES"";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;15"
"""292150 MONTE SANTO"";-;-;-;-;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;-;255"
"""292170 MORRO DO CHAPEU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156;156"
"""292180 MORTUGABA"";-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;39"
"""292200 MUCURI"";-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;51"
"""292210 MUNDO NOVO"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""292240 MUTUIPE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;149"
"""292250 NAZARE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;451;451"
"""292270 NOVA CANAA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138;138"
"""292273 NOVA FATIMA"";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1"
"""292290 NOVA SOURE"";-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;38"
"""292300 NOVA VICOSA"";-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;108"
"""292310 OLINDINA"";-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;43"
"""292320 OLIVEIRA DOS BREJINHOS"";-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;62"
"""292335 OUROLANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;30"
"""292340 PALMAS DE MONTE ALTO"";-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""292360 PARAMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;2;-;-;150"
"""292370 PARATINGA"";-;-;-;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;-;173"
"""292390 PAU BRASIL"";-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;47"
"""292400 PAULO AFONSO"";-;91;-;-;-;-;-;-;-;-;-;-;254;-;-;-;-;-;20;-;-;-;-;-;-;-;365"
"""292405 PE DE SERRA"";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;23"
"""292430 PIATA"";-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;27"
"""292440 PILAO ARCADO"";-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;26"
"""292450 PINDAI"";-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;35"
"""292460 PINDOBACU"";-;-;-;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;134"
"""292465 PINTADAS"";-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;22"
"""292470 PIRIPA"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""292480 PIRITIBA"";-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;31"
"""292490 PLANALTINO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;42"
"""292510 POCOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137;137"
"""292530 PORTO SEGURO"";-;762;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;9;-;-;-;-;-;-;-;867"
"""292540 POTIRAGUA"";-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;18"
"""292550 PRADO"";-;-;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;153"
"""292560 PRESIDENTE DUTRA"";-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;27"
"""292575 PRESIDENTE TANCREDO NEVES"";-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;28"
"""292595 RAFAEL JAMBEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;23"
"""292600 REMANSO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;71"
"""292620 RIACHAO DAS NEVES"";-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;93"
"""292630 RIACHAO DO JACUIPE"";-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;187"
"""292640 RIACHO DE SANTANA"";-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;100"
"""292660 RIBEIRA DO POMBAL"";-;579;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;579"
"""292670 RIO DE CONTAS"";-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;37"
"""292720 RUY BARBOSA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;685;685"
"""292730 SALINAS DA MARGARIDA"";-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;17"
"""292740 SALVADOR"";-;13213;-;1178;-;-;-;-;-;-;-;-;1260;-;-;-;-;-;208;-;-;-;-;351;-;4933;21143"
"""292790 SANTA INES"";-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;45"
"""292810 SANTA MARIA DA VITORIA"";-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;144"
"""292820 SANTANA"";-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;112"
"""292830 SANTANOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;7"
"""292840 SANTA RITA DE CASSIA"";-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118"
"""292860 SANTO AMARO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10"
"""292870 SANTO ANTONIO DE JESUS"";-;957;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;792;1749"
"""292880 SANTO ESTEVAO"";-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;89"
"""292890 SAO DESIDERIO"";-;-;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;136"
"""292900 SAO FELIX"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;447;447"
"""292905 SAO FELIX DO CORIBE"";-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;65"
"""292910 SAO FELIPE"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""292925 SAO GABRIEL"";-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;42"
"""292940 SAO MIGUEL DAS MATAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5"
"""292950 SAO SEBASTIAO DO PASSE"";-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;53"
"""292960 SAPEACU"";-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;31"
"""292990 SEABRA"";-;780;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;780"
"""293000 SEBASTIAO LARANJEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;20"
"""293010 SENHOR DO BONFIM"";-;-;-;-;-;-;-;-;-;-;-;-;366;-;-;-;-;-;-;-;-;-;-;-;-;-;366"
"""293015 SERRA DO RAMALHO"";-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;73"
"""293030 SERRA DOURADA"";-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;94"
"""293040 SERRA PRETA"";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;15"
"""293070 SIMOES FILHO"";-;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;116"
"""293077 SOBRADINHO"";-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;32"
"""293080 SOUTO SOARES"";-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33"
"""293090 TABOCAS DO BREJO VELHO"";-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33"
"""293100 TANHACU"";-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;67"
"""293110 TANQUINHO"";-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;13"
"""293120 TAPEROA"";-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;50"
"""293135 TEIXEIRA DE FREITAS"";-;1036;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1036"
"""293150 TEOFILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;9"
"""293160 TEOLANDIA"";-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22"
"""293180 TREMEDAL"";-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;25"
"""293200 UAUA"";-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;42"
"""293210 UBAIRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169;169"
"""293220 UBAITABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163;163"
"""293250 UNA"";-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;37"
"""293280 UTINGA"";-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;37"
"""293290 VALENCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;531;531"
"""293305 VARZEA DA ROCA"";-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;11"
"""293315 VARZEA NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87;87"
"""293330 VITORIA DA CONQUISTA"";-;1403;-;-;-;-;-;-;-;-;-;-;-;-;885;-;-;123;368;-;-;-;-;-;-;373;3152"
"""293340 WAGNER"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;111"
"""293345 WANDERLEY"";-;-;-;-;-;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;141"
"""293360 XIQUE-XIQUE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;209;209"
"""310010 ABADIA DOS DOURADOS"";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4"
"""310020 ABAETE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;122"
"""310030 ABRE CAMPO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;91"
"""310060 AGUA BOA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;15"
"""310090 AGUAS FORMOSAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252;252"
"""310100 AGUAS VERMELHAS"";-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49"
"""310110 AIMORES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179;179"
"""310130 ALAGOA"";-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8"
"""310150 ALEM PARAIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192;192"
"""310160 ALFENAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;572;-;504;1076"
"""310170 ALMENARA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;414;-;-;414"
"""310190 ALPINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;114"
"""310200 ALTEROSA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;55"
"""310210 ALTO RIO DOCE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;25"
"""310230 ALVINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;41"
"""310260 ANDRADAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191;191"
"""310270 CACHOEIRA DE PAJEU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;26"
"""310290 ANTONIO CARLOS"";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5"
"""310350 ARAGUARI"";-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;1346;1458"
"""310375 ARAPORA"";-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;49"
"""310400 ARAXA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;518;518"
"""310420 ARCOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142;142"
"""310430 AREADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;48"
"""310450 ARINOS"";-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36"
"""310470 ATALEIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;52"
"""310490 BAEPENDI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;343;343"
"""310510 BAMBUI"";-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134;151"
"""310560 BARBACENA"";-;-;-;-;-;-;-;291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;197;-;1006;1494"
"""310590 BARROSO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;239;239"
"""310630 BELO ORIENTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;317;317"
"""310640 BELO VALE"";-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;60"
"""310650 BERILO"";-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38"
"""310670 BETIM"";-;-;-;-;-;-;-;62;-;-;-;-;2430;-;-;-;-;-;-;-;-;-;-;-;-;-;2492"
"""310690 BICAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;56"
"""310730 BOCAIUVA"";-;-;-;-;-;-;-;-;-;-;-;-;396;-;-;-;-;-;-;-;-;-;-;-;-;-;396"
"""310740 BOM DESPACHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488;488"
"""310750 BOM JARDIM DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;36"
"""310780 BOM JESUS DO GALHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138;138"
"""310860 BRASILIA DE MINAS"";-;-;-;-;-;-;-;-;-;-;-;-;511;-;-;-;-;-;-;-;-;-;-;-;-;-;511"
"""310900 BRUMADINHO"";-;-;-;-;-;-;-;-;-;-;-;-;267;-;-;-;-;-;-;-;-;-;-;-;-;-;267"
"""310910 BUENO BRANDAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;33"
"""310930 BURITIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;93"
"""310940 BURITIZEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;27"
"""310950 CABO VERDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;73"
"""310990 CAETANOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;84"
"""311000 CAETE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182;182"
"""311030 CALDAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;67"
"""311050 CAMANDUCAIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104;104"
"""311060 CAMBUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185;185"
"""311090 CAMPANHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;24"
