"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""260470 CORRENTES"";-;87301,90;87301,90"
"""260480 CORTES"";384218,10;181359,00;565577,10"
"""260490 CUMARU"";-;96423,96;96423,96"
"""260500 CUPIRA"";-;67118,83;67118,83"
"""260510 CUSTODIA"";116492,92;228434,18;344927,10"
"""260515 DORMENTES"";64699,60;124753,01;189452,61"
"""260520 ESCADA"";-;190824,33;190824,33"
"""260530 EXU"";-;150243,61;150243,61"
"""260540 FEIRA NOVA"";-;13159,42;13159,42"
"""260545 FERNANDO DE NORONHA"";-;8009,88;8009,88"
"""260560 FLORES"";-;66275,55;66275,55"
"""260570 FLORESTA"";-;418069,19;418069,19"
"""260580 FREI MIGUELINHO"";-;37773,08;37773,08"
"""260590 GAMELEIRA"";-;24389,88;24389,88"
"""260600 GARANHUNS"";112009,10;11837472,15;11949481,25"
"""260610 GLORIA DO GOITA"";-;4023,78;4023,78"
"""260620 GOIANA"";142044,33;1437107,86;1579152,19"
"""260630 GRANITO"";-;57862,89;57862,89"
"""260640 GRAVATA"";-;937293,05;937293,05"
"""260650 IATI"";-;317414,85;317414,85"
"""260660 IBIMIRIM"";-;70144,72;70144,72"
"""260670 IBIRAJUBA"";-;23936,53;23936,53"
"""260680 IGARASSU"";-;192124,62;192124,62"
"""260690 IGUARACY"";-;29247,29;29247,29"
"""260700 INAJA"";-;129805,16;129805,16"
"""260710 INGAZEIRA"";-;11340,65;11340,65"
"""260720 IPOJUCA"";-;751624,75;751624,75"
"""260730 IPUBI"";-;99716,90;99716,90"
"""260740 ITACURUBA"";-;1440,48;1440,48"
"""260750 ITAIBA"";-;191028,60;191028,60"
"""260765 ITAMBE"";-;63785,89;63785,89"
"""260770 ITAPETIM"";119046,71;168416,72;287463,43"
"""260780 ITAQUITINGA"";-;5876,66;5876,66"
"""260790 JABOATAO DOS GUARARAPES"";2072876,27;44861488,77;46934365,04"
"""260795 JAQUEIRA"";-;99094,91;99094,91"
"""260800 JATAUBA"";-;110899,83;110899,83"
"""260805 JATOBA"";-;50448,33;50448,33"
"""260810 JOAO ALFREDO"";-;75138,92;75138,92"
"""260825 JUCATI"";-;36942,13;36942,13"
"""260830 JUPI"";-;78001,44;78001,44"
"""260840 JUREMA"";-;43590,52;43590,52"
"""260845 LAGOA DO CARRO"";-;11983,86;11983,86"
"""260850 LAGOA DE ITAENGA"";-;87777,37;87777,37"
"""260860 LAGOA DO OURO"";-;199872,85;199872,85"
"""260870 LAGOA DOS GATOS"";-;24244,52;24244,52"
"""260875 LAGOA GRANDE"";14900,80;197326,70;212227,50"
"""260880 LAJEDO"";-;193934,49;193934,49"
"""260890 LIMOEIRO"";494608,57;6053243,92;6547852,49"
"""260900 MACAPARANA"";-;135500,35;135500,35"
"""260910 MACHADOS"";-;21302,72;21302,72"
"""260915 MANARI"";-;91688,30;91688,30"
"""260920 MARAIAL"";-;9101,26;9101,26"
"""260930 MIRANDIBA"";-;44661,26;44661,26"
"""260940 MORENO"";-;15060277,02;15060277,02"
"""260950 NAZARE DA MATA"";-;1937045,66;1937045,66"
"""260960 OLINDA"";1047641,72;14158661,17;15206302,89"
"""260970 OROBO"";-;48377,34;48377,34"
"""260980 OROCO"";-;51226,66;51226,66"
"""260990 OURICURI"";577708,50;4109974,44;4687682,94"
"""261000 PALMARES"";1748167,97;12643958,08;14392126,05"
"""261010 PALMEIRINA"";-;35167,38;35167,38"
"""261020 PANELAS"";69330,74;97044,22;166374,96"
"""261030 PARANATAMA"";21730,95;132113,64;153844,59"
"""261040 PARNAMIRIM"";-;106925,33;106925,33"
"""261050 PASSIRA"";-;51483,63;51483,63"
"""261060 PAUDALHO"";1318828,32;116292,27;1435120,59"
"""261070 PAULISTA"";338505,67;10865680,37;11204186,04"
"""261080 PEDRA"";-;85184,23;85184,23"
"""261090 PESQUEIRA"";456390,78;1029930,50;1486321,28"
"""261100 PETROLANDIA"";208406,42;687584,98;895991,40"
"""261110 PETROLINA"";1178165,39;28656208,08;29834373,47"
"""261120 POCAO"";-;55911,04;55911,04"
"""261130 POMBOS"";-;3218,22;3218,22"
"""261150 QUIPAPA"";-;47892,81;47892,81"
"""261160 RECIFE"";127389781,97;536014275,52;663404057,49"
"""261170 RIACHO DAS ALMAS"";-;97086,27;97086,27"
"""261180 RIBEIRAO"";-;10198,20;10198,20"
"""261190 RIO FORMOSO"";-;10290,00;10290,00"
"""261200 SAIRE"";-;26768,50;26768,50"
"""261220 SALGUEIRO"";779221,07;7816188,16;8595409,23"
"""261230 SALOA"";-;124828,74;124828,74"
"""261240 SANHARO"";-;130663,53;130663,53"
"""261245 SANTA CRUZ"";-;182449,60;182449,60"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;37730,49;37730,49"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;335067,29;335067,29"
"""261255 SANTA FILOMENA"";-;110369,96;110369,96"
"""261260 SANTA MARIA DA BOA VISTA"";27329,47;222119,54;249449,01"
"""261270 SANTA MARIA DO CAMBUCA"";-;3820,28;3820,28"
"""261280 SANTA TEREZINHA"";-;8631,94;8631,94"
"""261290 SAO BENEDITO DO SUL"";-;4747,04;4747,04"
"""261300 SAO BENTO DO UNA"";-;335761,77;335761,77"
"""261310 SAO CAITANO"";29558,51;323074,08;352632,59"
"""261320 SAO JOAO"";-;153531,14;153531,14"
"""261330 SAO JOAQUIM DO MONTE"";193016,40;166909,48;359925,88"
"""261350 SAO JOSE DO BELMONTE"";38066,59;245945,39;284011,98"
"""261360 SAO JOSE DO EGITO"";-;163519,36;163519,36"
"""261370 SAO LOURENCO DA MATA"";630640,66;3404685,02;4035325,68"
"""261380 SAO VICENTE FERRER"";-;25379,53;25379,53"
"""261390 SERRA TALHADA"";1107116,55;13736244,60;14843361,15"
"""261400 SERRITA"";-;90011,59;90011,59"
"""261410 SERTANIA"";104845,54;327709,47;432555,01"
"""261420 SIRINHAEM"";-;53616,28;53616,28"
"""261430 MOREILANDIA"";-;55608,15;55608,15"
"""261440 SOLIDAO"";-;14847,91;14847,91"
"""261450 SURUBIM"";324016,48;1562495,26;1886511,74"
"""261460 TABIRA"";-;125463,02;125463,02"
"""261480 TACARATU"";-;144673,82;144673,82"
"""261485 TAMANDARE"";-;56446,18;56446,18"
"""261500 TAQUARITINGA DO NORTE"";-;125644,92;125644,92"
"""261510 TEREZINHA"";-;32498,26;32498,26"
"""261520 TERRA NOVA"";-;39869,81;39869,81"
"""261530 TIMBAUBA"";-;428017,91;428017,91"
"""261540 TORITAMA"";-;151713,53;151713,53"
"""261560 TRINDADE"";-;153024,75;153024,75"
"""261570 TRIUNFO"";-;84159,15;84159,15"
"""261580 TUPANATINGA"";-;107485,37;107485,37"
"""261590 TUPARETAMA"";-;83684,70;83684,70"
"""261600 VENTUROSA"";82311,22;225659,16;307970,38"
"""261610 VERDEJANTE"";-;21108,22;21108,22"
"""261620 VERTENTES"";460453,00;298063,03;758516,03"
"""261640 VITORIA DE SANTO ANTAO"";88795,18;8359314,25;8448109,43"
"""270010 AGUA BRANCA"";-;54691,62;54691,62"
"""270030 ARAPIRACA"";667961,82;52543021,19;53210983,01"
"""270040 ATALAIA"";-;112860,28;112860,28"
"""270070 BATALHA"";-;402007,00;402007,00"
"""270100 BOCA DA MATA"";-;29792,40;29792,40"
"""270130 CAJUEIRO"";-;53486,74;53486,74"
"""270140 CAMPO ALEGRE"";-;194195,97;194195,97"
"""270170 CAPELA"";-;151430,63;151430,63"
"""270210 COLONIA LEOPOLDINA"";-;12639,20;12639,20"
"""270230 CORURIPE"";-;10857615,53;10857615,53"
"""270235 CRAIBAS"";-;23943,60;23943,60"
"""270240 DELMIRO GOUVEIA"";195322,03;3738274,26;3933596,29"
"""270280 FLEXEIRAS"";-;5882,09;5882,09"
"""270300 IBATEGUARA"";-;21283,20;21283,20"
"""270380 JOAQUIM GOMES"";-;64013,09;64013,09"
"""270400 JUNQUEIRO"";-;144489,34;144489,34"
"""270420 LIMOEIRO DE ANADIA"";-;28053,41;28053,41"
"""270430 MACEIO"";7971335,74;112951318,91;120922654,65"
"""270450 MARAGOGI"";-;87571,60;87571,60"
"""270470 MARECHAL DEODORO"";-;63196,00;63196,00"
"""270500 MATA GRANDE"";-;59651,28;59651,28"
"""270510 MATRIZ DE CAMARAGIBE"";-;53475,78;53475,78"
"""270550 MURICI"";-;6715,80;6715,80"
"""270630 PALMEIRA DOS INDIOS"";163485,42;7166854,27;7330339,69"
"""270640 PAO DE ACUCAR"";-;118533,23;118533,23"
"""270670 PENEDO"";88448,85;2253423,40;2341872,25"
"""270680 PIACABUCU"";-;27063,40;27063,40"
"""270690 PILAR"";902374,20;1144463,65;2046837,85"
"""270710 PIRANHAS"";-;185866,49;185866,49"
"""270730 PORTO CALVO"";133097,22;5144285,15;5277382,37"
"""270760 QUEBRANGULO"";-;19825,52;19825,52"
"""270770 RIO LARGO"";-;111513,74;111513,74"
"""270800 SANTANA DO IPANEMA"";1105896,06;8601965,63;9707861,69"
"""270830 SAO JOSE DA LAJE"";-;57326,92;57326,92"
"""270840 SAO JOSE DA TAPERA"";-;134588,08;134588,08"
"""270850 SAO LUIS DO QUITUNDE"";-;64599,33;64599,33"
"""270860 SAO MIGUEL DOS CAMPOS"";114658,61;7112633,36;7227291,97"
"""270915 TEOTONIO VILELA"";353651,29;436370,59;790021,88"
"""270920 TRAIPU"";-;19509,60;19509,60"
"""270930 UNIAO DOS PALMARES"";174445,17;4036453,45;4210898,62"
"""270940 VICOSA"";-;125626,71;125626,71"
"""280020 AQUIDABA"";-;443061,91;443061,91"
"""280030 ARACAJU"";16462916,27;124273464,23;140736380,50"
"""280120 CANINDE DE SAO FRANCISCO"";-;140672,00;140672,00"
"""280130 CAPELA"";-;1760513,26;1760513,26"
"""280210 ESTANCIA"";3092660,22;6577660,07;9670320,29"
"""280290 ITABAIANA"";-;7238044,04;7238044,04"
"""280340 JAPOATA"";340615,49;317717,64;658333,13"
"""280350 LAGARTO"";2928283,35;10293935,29;13222218,64"
"""280450 NOSSA SENHORA DA GLORIA"";-;849269,71;849269,71"
"""280480 NOSSA SENHORA DO SOCORRO"";-;1188196,52;1188196,52"
"""280570 PROPRIA"";-;1517998,84;1517998,84"
"""280590 RIACHUELO"";-;187084,50;187084,50"
"""280670 SAO CRISTOVAO"";935412,20;258162,42;1193574,62"
"""280710 SIMAO DIAS"";-;318280,84;318280,84"
"""290020 ABARE"";-;117886,11;117886,11"
"""290035 ADUSTINA"";-;89034,26;89034,26"
"""290040 AGUA FRIA"";-;51617,44;51617,44"
"""290050 ERICO CARDOSO"";-;26373,74;26373,74"
"""290070 ALAGOINHAS"";593105,01;8321684,09;8914789,10"
"""290080 ALCOBACA"";-;387619,58;387619,58"
"""290100 AMARGOSA"";1010692,53;713780,11;1724472,64"
"""290110 AMELIA RODRIGUES"";-;95442,19;95442,19"
"""290115 AMERICA DOURADA"";-;191559,73;191559,73"
"""290120 ANAGE"";-;10788,96;10788,96"
"""290130 ANDARAI"";-;151687,45;151687,45"
"""290140 ANGICAL"";-;52202,06;52202,06"
"""290150 ANGUERA"";-;57011,38;57011,38"
"""290160 ANTAS"";-;2657211,11;2657211,11"
"""290200 ARACATU"";-;57214,15;57214,15"
"""290205 ARACAS"";-;45180,73;45180,73"
"""290210 ARACI"";-;395307,38;395307,38"
"""290240 AURELINO LEAL"";-;604332,93;604332,93"
"""290250 BAIANOPOLIS"";-;103782,34;103782,34"
"""290260 BAIXA GRANDE"";-;154950,93;154950,93"
"""290270 BARRA"";-;3626018,05;3626018,05"
"""290280 BARRA DA ESTIVA"";792791,29;1090067,46;1882858,75"
"""290290 BARRA DO CHOCA"";-;246093,77;246093,77"
"""290300 BARRA DO MENDES"";-;201603,74;201603,74"
"""290320 BARREIRAS"";485267,58;24721346,44;25206614,02"
"""290323 BARRO ALTO"";-;302620,50;302620,50"
"""290327 BARROCAS"";-;157623,03;157623,03"
"""290330 BARRO PRETO"";-;19069,75;19069,75"
"""290340 BELMONTE"";-;380762,28;380762,28"
"""290350 BELO CAMPO"";-;205741,06;205741,06"
"""290360 BIRITINGA"";-;111938,90;111938,90"
"""290380 BOA VISTA DO TUPIM"";-;48715,09;48715,09"
"""290390 BOM JESUS DA LAPA"";601248,11;4668249,95;5269498,06"
"""290395 BOM JESUS DA SERRA"";-;124386,20;124386,20"
"""290400 BONINAL"";-;77378,50;77378,50"
"""290405 BONITO"";-;279556,33;279556,33"
"""290410 BOQUIRA"";-;427020,02;427020,02"
"""290420 BOTUPORA"";-;150636,94;150636,94"
"""290430 BREJOES"";-;116222,46;116222,46"
"""290440 BREJOLANDIA"";-;79731,50;79731,50"
"""290450 BROTAS DE MACAUBAS"";-;51441,22;51441,22"
"""290460 BRUMADO"";173065,60;5169436,01;5342501,61"
"""290475 BURITIRAMA"";159,00;297512,15;297671,15"
"""290480 CAATIBA"";-;17883,49;17883,49"
"""290490 CACHOEIRA"";-;1697804,89;1697804,89"
"""290500 CACULE"";-;428928,58;428928,58"
"""290510 CAEM"";-;496772,56;496772,56"
"""290520 CAETITE"";923563,30;7905303,74;8828867,04"
"""290530 CAFARNAUM"";-;346608,52;346608,52"
"""290550 CALDEIRAO GRANDE"";-;232284,06;232284,06"
"""290560 CAMACAN"";668226,31;1622571,84;2290798,15"
"""290570 CAMACARI"";586589,16;6801965,91;7388555,07"
"""290580 CAMAMU"";-;247968,66;247968,66"
"""290590 CAMPO ALEGRE DE LOURDES"";-;577805,67;577805,67"
"""290600 CAMPO FORMOSO"";387442,49;4503586,20;4891028,69"
"""290610 CANAPOLIS"";-;207583,06;207583,06"
"""290620 CANARANA"";-;209054,34;209054,34"
"""290630 CANAVIEIRAS"";-;386901,80;386901,80"
"""290640 CANDEAL"";-;9431,18;9431,18"
"""290650 CANDEIAS"";178410,90;4527114,01;4705524,91"
"""290660 CANDIBA"";-;204960,33;204960,33"
"""290670 CANDIDO SALES"";-;119411,56;119411,56"
"""290680 CANSANCAO"";163736,52;1057122,89;1220859,41"
"""290682 CANUDOS"";-;220281,94;220281,94"
"""290685 CAPELA DO ALTO ALEGRE"";-;15216,21;15216,21"
"""290687 CAPIM GROSSO"";-;965989,50;965989,50"
"""290690 CARAVELAS"";68028,38;241302,74;309331,12"
"""290710 CARINHANHA"";-;351852,03;351852,03"
"""290720 CASA NOVA"";-;408579,14;408579,14"
"""290730 CASTRO ALVES"";-;321723,09;321723,09"
"""290750 CATU"";1575918,47;2029396,72;3605315,19"
"""290755 CATURAMA"";-;33447,07;33447,07"
"""290760 CENTRAL"";-;141058,90;141058,90"
"""290780 CICERO DANTAS"";-;312080,85;312080,85"
"""290790 CIPO"";-;223072,68;223072,68"
"""290800 COARACI"";-;62054,39;62054,39"
"""290810 COCOS"";-;934475,39;934475,39"
"""290830 CONCEICAO DO ALMEIDA"";-;143665,29;143665,29"
"""290840 CONCEICAO DO COITE"";1000628,33;3210742,12;4211370,45"
"""290850 CONCEICAO DO JACUIPE"";-;113405,49;113405,49"
"""290860 CONDE"";-;44220,34;44220,34"
"""290870 CONDEUBA"";-;159653,01;159653,01"
"""290890 CORACAO DE MARIA"";-;2081561,58;2081561,58"
"""290900 CORDEIROS"";-;86198,99;86198,99"
"""290910 CORIBE"";-;814447,51;814447,51"
"""290930 CORRENTINA"";-;1148528,41;1148528,41"
"""290950 CRAVOLANDIA"";-;287249,94;287249,94"
"""290960 CRISOPOLIS"";-;172178,40;172178,40"
"""290970 CRISTOPOLIS"";-;1398642,13;1398642,13"
"""290980 CRUZ DAS ALMAS"";1464315,66;1817777,36;3282093,02"
"""290990 CURACA"";-;254330,95;254330,95"
"""291005 DIAS D'AVILA"";-;478262,11;478262,11"
"""291010 DOM BASILIO"";-;120509,11;120509,11"
"""291030 ELISIO MEDRADO"";-;84998,60;84998,60"
"""291040 ENCRUZILHADA"";-;318089,52;318089,52"
"""291050 ENTRE RIOS"";-;167438,76;167438,76"
"""291060 ESPLANADA"";-;805709,40;805709,40"
"""291070 EUCLIDES DA CUNHA"";888525,50;2279217,61;3167743,11"
"""291072 EUNAPOLIS"";114525,55;5130010,91;5244536,46"
"""291080 FEIRA DE SANTANA"";6154299,79;72838722,49;78993022,28"
"""291085 FILADELFIA"";-;291460,58;291460,58"
"""291110 FORMOSA DO RIO PRETO"";-;325806,60;325806,60"
"""291120 GANDU"";-;551305,37;551305,37"
"""291130 GENTIO DO OURO"";-;53158,31;53158,31"
"""291150 GONGOGI"";-;67819,55;67819,55"
"""291170 GUANAMBI"";-;10587640,77;10587640,77"
"""291180 GUARATINGA"";-;152632,51;152632,51"
"""291190 IACU"";-;207575,11;207575,11"
"""291200 IBIASSUCE"";-;330331,45;330331,45"
"""291210 IBICARAI"";-;113365,66;113365,66"
"""291230 IBICUI"";-;43428,91;43428,91"
"""291240 IBIPEBA"";-;90161,70;90161,70"
"""291250 IBIPITANGA"";-;130825,25;130825,25"
"""291270 IBIRAPITANGA"";-;505381,07;505381,07"
"""291280 IBIRAPUA"";-;145474,37;145474,37"
"""291290 IBIRATAIA"";46430,52;612717,58;659148,10"
"""291300 IBITIARA"";-;132024,76;132024,76"
"""291310 IBITITA"";-;320783,75;320783,75"
"""291320 IBOTIRAMA"";208502,58;1690592,53;1899095,11"
"""291340 IGAPORA"";-;395981,61;395981,61"
"""291345 IGRAPIUNA"";-;119509,09;119509,09"
"""291350 IGUAI"";-;1857812,89;1857812,89"
"""291360 ILHEUS"";151526,90;21481642,08;21633168,98"
"""291370 INHAMBUPE"";-;157871,90;157871,90"
"""291380 IPECAETA"";-;24140,26;24140,26"
"""291390 IPIAU"";-;1100307,19;1100307,19"
"""291400 IPIRA"";-;369292,11;369292,11"
"""291410 IPUPIARA"";-;88039,85;88039,85"
"""291420 IRAJUBA"";-;216111,82;216111,82"
"""291430 IRAMAIA"";-;546913,07;546913,07"
"""291440 IRAQUARA"";-;1776124,59;1776124,59"
"""291450 IRARA"";-;151436,33;151436,33"
"""291460 IRECE"";1922190,54;8368186,86;10290377,40"
"""291465 ITABELA"";75519,54;739893,43;815412,97"
"""291470 ITABERABA"";3715572,10;6361442,12;10077014,22"
"""291480 ITABUNA"";4352599,39;32991430,06;37344029,45"
"""291490 ITACARE"";-;309548,23;309548,23"
"""291500 ITAETE"";-;94174,63;94174,63"
"""291510 ITAGI"";-;81748,55;81748,55"
"""291535 ITAGUACU DA BAHIA"";-;111497,21;111497,21"
"""291540 ITAJU DO COLONIA"";-;40664,03;40664,03"
"""291550 ITAJUIPE"";-;1328993,68;1328993,68"
"""291560 ITAMARAJU"";-;2066956,98;2066956,98"
"""291580 ITAMBE"";-;500394,27;500394,27"
"""291600 ITANHEM"";-;451409,79;451409,79"
"""291610 ITAPARICA"";-;1921181,67;1921181,67"
"""291630 ITAPEBI"";-;50968,58;50968,58"
"""291640 ITAPETINGA"";1085168,65;3014155,95;4099324,60"
"""291650 ITAPICURU"";-;192867,97;192867,97"
"""291660 ITAPITANGA"";-;14350,55;14350,55"
"""291670 ITAQUARA"";-;182882,33;182882,33"
"""291680 ITARANTIM"";-;389522,57;389522,57"
"""291685 ITATIM"";-;92326,34;92326,34"
"""291690 ITIRUCU"";-;866300,24;866300,24"
"""291700 ITIUBA"";-;415034,83;415034,83"
"""291710 ITORORO"";-;1265389,71;1265389,71"
"""291720 ITUACU"";-;100052,81;100052,81"
"""291730 ITUBERA"";-;218215,55;218215,55"
"""291733 IUIU"";-;65742,21;65742,21"
"""291735 JABORANDI"";-;377881,76;377881,76"
"""291740 JACARACI"";-;192434,72;192434,72"
"""291750 JACOBINA"";-;2856642,98;2856642,98"
"""291760 JAGUAQUARA"";-;453314,60;453314,60"
"""291770 JAGUARARI"";-;370176,99;370176,99"
"""291800 JEQUIE"";3373365,34;24841886,29;28215251,63"
"""291810 JEREMOABO"";-;252569,13;252569,13"
"""291820 JIQUIRICA"";-;216796,87;216796,87"
"""291830 JITAUNA"";-;131785,29;131785,29"
"""291835 JOAO DOURADO"";-;182409,01;182409,01"
"""291840 JUAZEIRO"";1116346,70;24149536,34;25265883,04"
"""291850 JUSSARA"";-;448888,00;448888,00"
"""291855 JUSSARI"";-;12059,07;12059,07"
"""291860 JUSSIAPE"";-;68294,14;68294,14"
"""291880 LAJE"";-;145721,86;145721,86"
"""291905 LAJEDO DO TABOCAL"";-;260522,13;260522,13"
"""291915 LAPAO"";30228,02;503686,20;533914,22"
"""291920 LAURO DE FREITAS"";-;14888972,64;14888972,64"
"""291930 LENCOIS"";-;33019,57;33019,57"
"""291940 LICINIO DE ALMEIDA"";-;110633,77;110633,77"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";-;949710,24;949710,24"
"""291955 LUIS EDUARDO MAGALHAES"";-;1754948,98;1754948,98"
"""291960 MACAJUBA"";-;98296,53;98296,53"
"""291970 MACARANI"";-;751422,91;751422,91"
"""291980 MACAUBAS"";47959,52;727477,60;775437,12"
"""291992 MADRE DE DEUS"";-;167041,60;167041,60"
"""292000 MAIQUINIQUE"";-;264925,88;264925,88"
"""292010 MAIRI"";-;406443,41;406443,41"
"""292020 MALHADA"";-;127745,81;127745,81"
"""292050 MARACAS"";-;497237,28;497237,28"
"""292080 MARCIONILIO SOUZA"";-;49359,16;49359,16"
"""292100 MATA DE SAO JOAO"";34165,70;835718,69;869884,39"
"""292105 MATINA"";-;102180,37;102180,37"
"""292110 MEDEIROS NETO"";177349,80;576079,63;753429,43"
"""292120 MIGUEL CALMON"";2041485,17;2194770,23;4236255,40"
"""292130 MILAGRES"";-;69994,20;69994,20"
"""292150 MONTE SANTO"";238389,02;1284892,66;1523281,68"
"""292170 MORRO DO CHAPEU"";-;808855,22;808855,22"
"""292180 MORTUGABA"";-;124736,15;124736,15"
"""292190 MUCUGE"";-;133550,84;133550,84"
"""292200 MUCURI"";-;805899,44;805899,44"
"""292205 MULUNGU DO MORRO"";-;180742,44;180742,44"
"""292210 MUNDO NOVO"";-;132444,33;132444,33"
"""292230 MURITIBA"";-;682128,49;682128,49"
"""292240 MUTUIPE"";-;474664,73;474664,73"
"""292250 NAZARE"";2135061,26;1940962,23;4076023,49"
"""292265 NORDESTINA"";-;51647,06;51647,06"
"""292270 NOVA CANAA"";-;1027287,85;1027287,85"
"""292273 NOVA FATIMA"";-;49586,76;49586,76"
"""292290 NOVA SOURE"";-;117729,99;117729,99"
"""292300 NOVA VICOSA"";83493,80;541317,12;624810,92"
"""292310 OLINDINA"";-;186867,10;186867,10"
"""292320 OLIVEIRA DOS BREJINHOS"";-;254184,57;254184,57"
"""292330 OURICANGAS"";-;64538,95;64538,95"
"""292335 OUROLANDIA"";-;87249,22;87249,22"
"""292340 PALMAS DE MONTE ALTO"";-;167027,25;167027,25"
"""292360 PARAMIRIM"";739223,77;1011726,57;1750950,34"
"""292370 PARATINGA"";-;852390,02;852390,02"
"""292380 PARIPIRANGA"";-;105195,19;105195,19"
"""292390 PAU BRASIL"";-;58423,59;58423,59"
"""292400 PAULO AFONSO"";-;5044344,57;5044344,57"
"""292405 PE DE SERRA"";-;111683,07;111683,07"
"""292430 PIATA"";-;205423,10;205423,10"
"""292450 PINDAI"";-;288741,95;288741,95"
"""292460 PINDOBACU"";114961,41;627247,94;742209,35"
"""292465 PINTADAS"";-;106438,77;106438,77"
"""292470 PIRIPA"";-;88682,11;88682,11"
"""292480 PIRITIBA"";-;21894,39;21894,39"
"""292490 PLANALTINO"";-;429458,26;429458,26"
"""292500 PLANALTO"";-;148320,14;148320,14"
"""292510 POCOES"";1309279,09;1166444,49;2475723,58"
"""292520 POJUCA"";34170,67;688299,33;722470,00"
"""292525 PONTO NOVO"";14937,15;315470,69;330407,84"
"""292530 PORTO SEGURO"";185678,59;10209576,42;10395255,01"
"""292540 POTIRAGUA"";-;24535,02;24535,02"
"""292550 PRADO"";-;260896,99;260896,99"
"""292560 PRESIDENTE DUTRA"";-;170348,57;170348,57"
"""292575 PRESIDENTE TANCREDO NEVES"";-;177798,16;177798,16"
"""292580 QUEIMADAS"";-;230839,49;230839,49"
"""292590 QUIJINGUE"";-;195445,36;195445,36"
"""292595 RAFAEL JAMBEIRO"";-;138522,70;138522,70"
"""292600 REMANSO"";881529,34;2128349,92;3009879,26"
"""292610 RETIROLANDIA"";3197,95;173805,44;177003,39"
"""292620 RIACHAO DAS NEVES"";-;156596,36;156596,36"
"""292630 RIACHAO DO JACUIPE"";-;864580,92;864580,92"
"""292640 RIACHO DE SANTANA"";-;103149,41;103149,41"
"""292650 RIBEIRA DO AMPARO"";-;49364,49;49364,49"
"""292660 RIBEIRA DO POMBAL"";-;6344853,54;6344853,54"
"""292670 RIO DE CONTAS"";-;129693,03;129693,03"
"""292690 RIO DO PIRES"";-;87210,36;87210,36"
"""292700 RIO REAL"";-;455900,56;455900,56"
"""292720 RUY BARBOSA"";1359967,32;2551922,13;3911889,45"
"""292730 SALINAS DA MARGARIDA"";-;30908,03;30908,03"
"""292740 SALVADOR"";92965594,49;476229455,96;569195050,45"
"""292750 SANTA BARBARA"";-;103457,73;103457,73"
"""292770 SANTA CRUZ CABRALIA"";-;129208,38;129208,38"
"""292790 SANTA INES"";78414,23;305099,58;383513,81"
"""292800 SANTALUZ"";14503,99;721157,32;735661,31"
"""292810 SANTA MARIA DA VITORIA"";-;667155,18;667155,18"
"""292820 SANTANA"";18211,42;385465,78;403677,20"
"""292830 SANTANOPOLIS"";-;18773,37;18773,37"
"""292840 SANTA RITA DE CASSIA"";-;577627,45;577627,45"
"""292850 SANTA TEREZINHA"";-;100033,32;100033,32"
"""292860 SANTO AMARO"";315605,81;345189,79;660795,60"
"""292870 SANTO ANTONIO DE JESUS"";819375,47;22766233,54;23585609,01"
"""292880 SANTO ESTEVAO"";-;284286,14;284286,14"
"""292890 SAO DESIDERIO"";-;642659,29;642659,29"
"""292895 SAO DOMINGOS"";-;74938,52;74938,52"
"""292900 SAO FELIX"";627267,22;3609166,77;4236433,99"
"""292905 SAO FELIX DO CORIBE"";-;304960,38;304960,38"
"""292910 SAO FELIPE"";-;111426,04;111426,04"
"""292925 SAO GABRIEL"";-;199063,05;199063,05"
"""292930 SAO GONCALO DOS CAMPOS"";-;323701,61;323701,61"
"""292940 SAO MIGUEL DAS MATAS"";-;941024,48;941024,48"
"""292950 SAO SEBASTIAO DO PASSE"";-;257130,48;257130,48"
"""292960 SAPEACU"";-;232522,21;232522,21"
"""292970 SATIRO DIAS"";-;172101,03;172101,03"
"""292980 SAUDE"";-;245028,69;245028,69"
"""292990 SEABRA"";13768,65;6355583,58;6369352,23"
"""293000 SEBASTIAO LARANJEIRAS"";-;66881,36;66881,36"
"""293010 SENHOR DO BONFIM"";301573,07;3901994,00;4203567,07"
"""293015 SERRA DO RAMALHO"";-;502349,02;502349,02"
"""293020 SENTO SE"";-;229788,78;229788,78"
"""293030 SERRA DOURADA"";-;455331,87;455331,87"
"""293040 SERRA PRETA"";-;56158,00;56158,00"
"""293050 SERRINHA"";-;881309,04;881309,04"
"""293060 SERROLANDIA"";-;131737,49;131737,49"
"""293070 SIMOES FILHO"";115449,67;1146884,48;1262334,15"
"""293075 SITIO DO MATO"";-;48677,54;48677,54"
"""293077 SOBRADINHO"";-;154871,54;154871,54"
"""293080 SOUTO SOARES"";-;133775,10;133775,10"
"""293090 TABOCAS DO BREJO VELHO"";-;149678,43;149678,43"
"""293100 TANHACU"";-;115026,03;115026,03"
"""293105 TANQUE NOVO"";-;218466,69;218466,69"
"""293110 TANQUINHO"";-;32069,64;32069,64"
"""293120 TAPEROA"";-;412026,22;412026,22"
"""293130 TAPIRAMUTA"";-;232684,56;232684,56"
"""293135 TEIXEIRA DE FREITAS"";1072289,93;15594307,07;16666597,00"
