"""Munic¡pio"";""2008/Jan"";""2008/Fev"";""2008/Mar"";""2008/Abr"";""2008/Mai"";""2008/Jun"";""2008/Jul"";""2008/Ago"";""2008/Set"";""2008/Out"";""2008/Nov"";""2008/Dez"";""2009/Jan"";""2009/Fev"";""2009/Mar"";""2009/Abr"";""2009/Mai"";""2009/Jun"";""2009/Jul"";""2009/Ago"";""2009/Set"";""2009/Out"";""2009/Nov"";""2009/Dez"";""2010/Jan"";""2010/Mar"";""2010/Abr"";""2010/Mai"";""2010/Jun"";""2010/Jul"";""2010/Ago"";""2010/Set"";""2010/Out"";""2010/Nov"";""2010/Dez"";""2011/Jan"";""2011/Fev"";""2011/Mar"";""2011/Abr"";""2011/Mai"";""2011/Jun"";""2011/Jul"";""2011/Ago"";""2011/Set"";""2011/Out"";""2011/Nov"";""2011/Dez"";""2012/Jan"";""2012/Fev"";""2012/Mar"";""2012/Abr"";""2012/Mai"";""2012/Jun"";""2012/Jul"";""2012/Ago"";""2012/Set"";""2012/Out"";""2012/Nov"";""2012/Dez"";""2013/Jan"";""2013/Fev"";""2013/Mar"";""2013/Abr"";""2013/Mai"";""2013/Jun"";""2013/Jul"";""2013/Ago"";""2013/Set"";""2013/Out"";""2013/Nov"";""2013/Dez"";""2014/Jan"";""2014/Fev"";""2014/Mar"";""2014/Abr"";""2014/Mai"";""2014/Jun"";""2014/Jul"";""2014/Ago"";""2014/Set"";""2014/Out"";""2014/Nov"";""2014/Dez"";""2015/Jan"";""2015/Fev"";""2015/Mar"";""2015/Abr"";""2015/Mai"";""2015/Jun"";""2015/Jul"";""2015/Ago"";""2015/Set"";""2015/Out"";""2015/Nov"";""2015/Dez"";""2016/Jan"";""2016/Fev"";""2016/Mar"";""2016/Abr"";""2016/Mai"";""2016/Jun"";""2016/Jul"";""2016/Ago"";""2016/Set"";""2016/Out"";""2016/Nov"";""2016/Dez"";""2017/Jan"";""2017/Fev"";""2017/Mar"";""2017/Abr"";""2017/Mai"";""2017/Jun"";""2017/Jul"";""2017/Ago"";""2017/Set"";""2017/Out"";""2017/Nov"";""2017/Dez"";""2018/Jan"";""2018/Fev"";""2018/Mar"";""2018/Abr"";""2018/Mai"";""2018/Jun"";""2018/Jul"";""2018/Ago"";""2018/Set"";""2018/Out"";""2018/Nov"";""2018/Dez"";""2019/Jan"";""2019/Fev"";""2019/Mar"";""2019/Abr"";""2019/Mai"";""2019/Jun"";""2019/Jul"";""2019/Ago"";""2019/Set"";""2019/Out"";""2019/Nov"";""2019/Dez"";""2020/Jan"";""2020/Fev"";""2020/Mar"";""2020/Abr"";""2020/Mai"";""2020/Jun"";""2020/Jul"";""2020/Ago"";""2020/Set"";""2020/Out"";""2020/Nov"";""2020/Dez"";""2021/Jan"";""2021/Fev"";""2021/Mar"";""2021/Abr"";""2021/Mai"";""2021/Jun"";""2021/Jul"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""320080 BAIXO GUANDU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;463,21;3317,22;9130,23;31567,12;40373,93;62630,36;68119,97;72270,30;74114,23;66908,37;63785,06;80002,38;84615,67;73228,97;80224,76;54772,91;48063,11;62532,07;75859,90;60538,00;48438,81;50730,56;85297,39;96287,73;90512,01;104005,27;95865,92;80789,77;72681,18;74564,68;112596,06;98201,02;106009,02;85672,19;130958,96;117395,63;167514,61;146924,26;134891,62;127843,38;73985,01;67348,86;65514,12;93258,82;92474,22;86979,03;86143,47;79804,24;72128,25;74432,69;30103,01;37735,06;-;3999604,62"
"""320090 BARRA DE SAO FRANCISCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;498,98;563,79;34166,66;310356,89;311757,44;313418,12;302636,00;311516,35;374860,64;337525,56;-;-;244262,51;280676,95;271956,32;252796,95;219286,31;289513,93;241477,74;318854,58;311481,62;300004,06;338188,00;343297,39;311252,02;228922,51;220958,87;315526,34;256894,02;305040,02;236039,49;258893,70;265380,62;361046,64;314013,03;314012,68;312842,71;233980,87;254995,32;278895,13;253597,24;262773,50;242356,40;198338,98;195352,05;157099,59;-;-;-;-;-;-;11487308,52"
"""320100 BOA ESPERANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;543,58;5480,74;17652,92;15092,54;10561,64;12159,20;21427,96;18631,87;18955,10;20389,50;22189,00;17665,41;22659,23;17289,67;12545,59;15301,05;18896,89;25634,12;41755,11;12648,36;22819,20;32190,96;16847,58;15142,08;8366,18;8260,77;6195,82;8142,44;10054,86;21672,47;18431,28;25543,37;23628,87;15745,84;16032,41;13060,99;24845,76;14190,42;11982,02;11736,88;11821,38;11723,87;19948,71;28006,50;21495,45;16632,45;11243,75;15468,76;14512,77;-;-;-;823223,32"
"""320120 CACHOEIRO DE ITAPEMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430674,87;1215777,53;2353560,30;3148998,77;5625425,07;4096524,01;4237005,05;4107264,25;4554768,26;4694484,21;4616220,85;4556232,29;4520316,63;4981030,66;4342938,61;4907586,85;5169408,73;4841878,15;5554615,30;5197324,66;5714801,27;5099204,53;5468645,32;5189628,76;5066658,38;5155884,48;4899847,46;4952798,02;4811400,24;4715342,74;5222636,86;4820908,76;4892638,88;5095666,42;5301802,61;5246431,17;5334927,30;5353792,26;5075260,54;5128910,04;5734204,51;5295519,60;5730289,62;5680732,31;6240725,61;5816988,86;6214264,38;6538524,25;5942986,50;6420401,83;5087655,04;3274345,04;1291601,30;254967459,94"
"""320130 CARIACICA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;509,38;10311,86;485888,02;883792,22;849654,79;1035553,46;680197,82;696482,61;881866,00;924402,02;1025524,88;896903,61;1033961,64;997233,44;778849,95;815295,00;822378,73;933798,15;1413603,05;1591358,61;1425712,07;1308586,14;1106898,52;1396590,74;1156652,28;1346348,66;1094498,36;1388727,31;1056637,50;1365083,37;1091216,52;1387369,07;1210982,52;2167562,41;802038,79;1292658,43;1297023,77;1513611,33;822263,51;1355429,25;844599,11;1432284,04;2095487,87;1238344,49;618611,38;1024945,22;1248248,15;1134156,99;1101449,06;1136106,45;1389904,46;1040540,06;56648133,07"
"""320140 CASTELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9601,91;18893,84;31173,59;29954,49;31751,46;31960,94;27642,89;31066,62;38324,97;73049,83;70671,08;54512,20;42315,79;48639,77;66398,57;40323,59;63474,41;41267,82;45483,17;51735,95;72738,34;65005,80;55507,30;66204,32;52457,56;60425,32;54621,22;40378,95;53418,02;46319,70;49453,27;54045,28;55668,09;47717,28;56012,57;54522,32;41217,67;49806,63;59285,89;53621,23;43309,97;47184,43;53694,65;63842,28;45817,33;50791,75;53393,10;47411,55;45116,71;-;-;2387231,42"
"""320150 COLATINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8358,48;486655,32;485970,87;1593493,66;3680563,47;3517894,17;4113707,59;3769992,62;4407183,25;4035509,18;4055283,40;3547737,70;3462710,56;3924610,33;3713969,93;3843835,93;3862696,45;3503967,31;4244554,75;3902541,15;4280338,96;4077352,58;4153177,63;4144563,84;3638513,93;4379851,56;3829583,58;3288489,76;4440585,38;4010514,18;4699109,51;4814483,58;4839175,86;4734030,57;4857504,15;4835291,73;4917219,49;4811211,56;4429395,55;4393921,45;4494011,02;4323179,05;4613973,18;4291129,49;4998363,79;4522120,14;4947298,99;4623689,45;4906850,91;5042848,81;4671765,85;4347479,60;2931405,23;210449666,48"
"""320170 CONCEICAO DO CASTELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;446,78;4551,26;3297,51;8251,84;2830,80;4629,11;2845,47;5676,86;2294,17;3973,16;1641,86;4734,16;6242,25;5731,08;6867,86;7266,09;8198,67;9053,70;10160,45;11408,03;6421,60;7690,85;6916,32;4714,79;7775,08;820,12;218,68;6811,05;3107,21;3746,38;2425,02;5883,28;4040,79;7569,92;2981,44;3013,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184237,19"
"""320190 DOMINGOS MARTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150,44;4308,97;12874,61;80108,99;64713,36;73026,94;57042,87;73929,15;60970,90;54927,68;39976,92;35868,56;41642,93;41578,47;40700,59;48417,21;46893,55;63050,65;49008,26;57652,20;53003,03;53112,47;55407,63;51706,21;51714,31;55631,76;55400,47;80472,98;86009,43;97824,57;91023,93;93963,58;79967,59;81348,57;91451,99;91799,35;87432,40;78549,11;93357,18;76517,69;75497,46;62893,55;81140,22;97909,26;80152,66;83175,75;80409,56;79138,83;91778,30;82408,47;78637,28;66964,57;3412643,41"
"""320210 ECOPORANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2922,41;57729,79;65573,27;51368,40;43927,35;60125,23;54955,97;40783,55;42957,82;50766,86;55464,13;45198,66;31400,33;30699,80;40161,94;55588,10;42756,60;46604,08;48576,91;57295,18;61065,00;45739,66;61285,44;60490,02;39946,93;34951,12;51825,14;59083,47;50738,66;70258,05;32990,10;41635,49;36159,25;48184,15;34039,09;30205,66;33209,02;30109,91;27697,37;32114,82;25956,90;43266,22;-;-;-;-;-;-;-;-;1875807,85"
"""320230 GUACUI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118600,54;83901,56;305868,53;803207,21;593582,70;348503,51;385276,85;493297,28;529792,22;616969,63;628313,32;540745,77;611152,08;532905,08;572352,13;569647,14;471152,10;573472,40;604987,67;572483,51;626555,98;581303,52;675696,21;494210,52;567693,50;510742,09;547918,86;554254,27;489868,84;634941,55;539057,82;650616,77;641100,33;492553,43;578793,50;582279,28;491959,06;575371,74;541785,23;563306,60;653372,26;531119,98;695113,48;631016,95;697643,67;597750,30;574220,99;647726,11;629838,93;462813,06;424002,00;146278,10;27987116,16"
"""320240 GUARAPARI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31028,25;222468,92;142117,71;224671,33;146603,04;176246,49;201131,59;139555,26;164657,49;197293,01;199450,08;164823,26;177848,29;183730,07;187542,64;238701,50;211615,84;278493,69;216315,83;192445,62;222967,01;210517,32;215862,20;201293,72;214361,07;170544,35;174445,42;239941,64;250733,03;258909,62;213978,09;198397,17;209899,32;200487,96;185106,65;205809,01;183507,90;216166,75;241988,29;321325,89;345120,73;395576,80;342458,65;385608,03;326935,87;336095,54;302892,52;252669,18;176140,11;132455,23;11028934,98"
"""320245 IBATIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3519,13;34175,70;38305,31;20003,37;27439,15;27461,32;30316,01;21273,44;15424,41;12836,04;7552,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21620,65;-;31065,73;21411,48;29651,73;25985,04;22705,78;22683,85;26493,12;32176,99;29659,31;25081,47;36625,35;34549,10;31911,85;33323,61;25795,45;-;689047,07"
"""320280 ITAPEMIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;907,86;1022,22;26277,78;514471,42;224434,61;187062,47;220362,51;278348,74;305343,57;398450,52;243959,53;276280,73;301138,25;273127,43;229651,52;212619,96;299295,90;594593,57;625557,76;550205,52;577375,74;622218,44;643951,14;611857,37;562342,91;570100,20;552505,43;595982,98;507000,96;591979,45;556491,28;647294,57;628668,22;522689,19;628152,28;555911,95;595567,36;601405,01;591858,60;631257,37;560143,70;641253,78;595530,77;675456,64;594179,00;603181,05;623795,29;576586,06;630226,36;603752,59;443569,90;119642,66;24225040,12"
"""320290 ITARANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1155,01;3929,11;5945,61;5848,16;6757,10;5022,17;5887,45;5404,95;5565,46;5919,96;5124,59;3200,01;5630,74;6319,40;7433,70;7703,96;11705,02;9873,42;14139,37;10223,18;10664,38;14519,34;10375,33;14601,68;5791,88;5217,96;8863,58;7774,81;8587,73;16452,77;13136,24;11234,47;5628,71;11024,78;10224,83;7307,11;8112,68;7930,78;7799,25;5473,76;5420,27;3197,09;12914,80;8091,71;11223,58;8693,68;5642,65;11114,60;3716,69;5184,64;-;398710,15"
"""320300 IUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;729,11;147,42;25089,65;72485,19;71633,22;75234,20;80616,58;69886,38;87680,09;80120,37;91700,43;90029,83;94368,17;80325,59;90018,46;88016,68;88493,35;97189,69;67494,83;62106,44;69408,19;64838,73;65074,85;57811,89;57713,16;68374,89;45678,25;52473,74;57469,39;62495,43;73755,87;76837,63;70042,32;70675,58;83748,66;64419,78;73820,73;66440,37;50068,65;59224,54;54107,11;60201,19;67799,34;64317,16;55639,88;77083,34;58354,21;56480,39;62970,61;46052,01;53157,51;35818,27;3395719,35"
"""320305 JAGUARE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1987,26;12822,32;15933,94;20226,98;12374,29;14377,48;15652,50;20170,43;15782,53;15686,67;13686,37;13531,82;17652,73;16994,77;18344,14;26737,61;19733,97;25577,92;31927,29;19401,46;19631,29;25645,39;21985,98;24798,37;18129,11;23565,49;18845,47;26713,76;35803,56;31463,34;22725,71;32405,68;20997,10;24833,56;17999,14;18197,29;20172,02;25064,70;15579,84;27016,71;19190,25;27231,41;19972,58;26764,70;19625,98;22699,98;21983,86;23397,90;14002,61;-;1015045,26"
"""320310 JERONIMO MONTEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1729,96;14217,63;139914,39;107325,25;93928,44;145167,19;120860,25;122489,84;120608,44;122223,59;146715,53;133297,54;132504,56;148845,57;120953,15;103345,78;105970,44;110459,82;119099,66;156853,33;140529,89;162867,40;177743,08;159687,39;155630,42;147278,16;170615,56;180136,56;184354,75;203116,05;218205,41;230270,53;206697,16;250388,37;259805,20;203933,72;165354,34;157672,62;169336,80;156417,57;183803,82;192555,90;152827,85;188430,71;172131,45;186849,57;184312,67;184005,02;191682,43;182996,15;144095,74;4115,60;7934358,25"
"""320313 JOAO NEIVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2075,03;19050,51;14197,50;20859,50;19472,52;19518,18;20655,86;19628,59;14126,88;26299,48;19746,51;18711,21;19599,41;22067,00;16723,96;29461,86;15838,72;22800,90;26279,17;27207,39;24665,32;23780,23;30467,68;21771,14;23690,34;17324,02;19829,34;25960,36;14786,94;23827,11;20345,90;23164,74;30928,49;27258,09;28973,14;24633,60;18949,20;18889,24;16830,30;12275,49;16627,46;25640,14;11192,81;20421,40;21349,11;24421,61;11649,72;11121,78;-;-;985094,88"
