"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""260710 INGAZEIRA"";-;17275,29;17275,29"
"""260720 IPOJUCA"";-;722921,94;722921,94"
"""260730 IPUBI"";-;119022,35;119022,35"
"""260740 ITACURUBA"";-;5844,88;5844,88"
"""260750 ITAIBA"";-;194709,52;194709,52"
"""260765 ITAMBE"";-;48104,00;48104,00"
"""260770 ITAPETIM"";-;168424,47;168424,47"
"""260780 ITAQUITINGA"";-;2972,25;2972,25"
"""260790 JABOATAO DOS GUARARAPES"";-;40932012,43;40932012,43"
"""260795 JAQUEIRA"";-;78275,19;78275,19"
"""260800 JATAUBA"";-;109054,23;109054,23"
"""260805 JATOBA"";-;58299,17;58299,17"
"""260810 JOAO ALFREDO"";-;71776,71;71776,71"
"""260825 JUCATI"";-;33696,28;33696,28"
"""260830 JUPI"";-;70937,59;70937,59"
"""260840 JUREMA"";-;50073,74;50073,74"
"""260845 LAGOA DO CARRO"";-;8314,40;8314,40"
"""260850 LAGOA DE ITAENGA"";-;13922,90;13922,90"
"""260860 LAGOA DO OURO"";-;126138,89;126138,89"
"""260870 LAGOA DOS GATOS"";135,00;16830,82;16965,82"
"""260875 LAGOA GRANDE"";-;143996,07;143996,07"
"""260880 LAJEDO"";-;219108,01;219108,01"
"""260890 LIMOEIRO"";-;6402944,75;6402944,75"
"""260900 MACAPARANA"";-;106648,49;106648,49"
"""260910 MACHADOS"";-;20326,84;20326,84"
"""260915 MANARI"";-;117114,64;117114,64"
"""260930 MIRANDIBA"";-;72028,14;72028,14"
"""260940 MORENO"";-;16833975,93;16833975,93"
"""260950 NAZARE DA MATA"";-;1677556,55;1677556,55"
"""260960 OLINDA"";-;17981902,04;17981902,04"
"""260970 OROBO"";-;65219,04;65219,04"
"""260980 OROCO"";-;71731,57;71731,57"
"""260990 OURICURI"";-;4989487,63;4989487,63"
"""261000 PALMARES"";-;13976223,07;13976223,07"
"""261010 PALMEIRINA"";-;35236,41;35236,41"
"""261020 PANELAS"";-;127848,24;127848,24"
"""261030 PARANATAMA"";-;95184,62;95184,62"
"""261040 PARNAMIRIM"";-;131388,41;131388,41"
"""261050 PASSIRA"";-;48318,94;48318,94"
"""261060 PAUDALHO"";-;503308,96;503308,96"
"""261070 PAULISTA"";-;13729087,39;13729087,39"
"""261080 PEDRA"";-;124979,51;124979,51"
"""261090 PESQUEIRA"";-;1006001,27;1006001,27"
"""261100 PETROLANDIA"";-;726152,28;726152,28"
"""261110 PETROLINA"";135131,23;29119012,47;29254143,70"
"""261120 POCAO"";-;50185,01;50185,01"
"""261130 POMBOS"";-;41499,48;41499,48"
"""261150 QUIPAPA"";-;51767,06;51767,06"
"""261160 RECIFE"";86114941,34;551088086,47;637203027,81"
"""261170 RIACHO DAS ALMAS"";-;65398,39;65398,39"
"""261180 RIBEIRAO"";-;20667,31;20667,31"
"""261200 SAIRE"";-;37925,45;37925,45"
"""261220 SALGUEIRO"";-;9266688,80;9266688,80"
"""261230 SALOA"";-;136650,85;136650,85"
"""261240 SANHARO"";-;98609,42;98609,42"
"""261245 SANTA CRUZ"";-;137898,74;137898,74"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;87810,55;87810,55"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;258403,10;258403,10"
"""261255 SANTA FILOMENA"";-;100991,12;100991,12"
"""261260 SANTA MARIA DA BOA VISTA"";-;241836,17;241836,17"
"""261290 SAO BENEDITO DO SUL"";-;5000,56;5000,56"
"""261300 SAO BENTO DO UNA"";-;430026,62;430026,62"
"""261310 SAO CAITANO"";-;220830,21;220830,21"
"""261320 SAO JOAO"";-;190147,69;190147,69"
"""261330 SAO JOAQUIM DO MONTE"";-;76412,24;76412,24"
"""261350 SAO JOSE DO BELMONTE"";-;172322,56;172322,56"
"""261360 SAO JOSE DO EGITO"";-;578209,27;578209,27"
"""261370 SAO LOURENCO DA MATA"";-;3623689,38;3623689,38"
"""261380 SAO VICENTE FERRER"";-;31940,49;31940,49"
"""261390 SERRA TALHADA"";-;15561261,02;15561261,02"
"""261400 SERRITA"";-;113716,36;113716,36"
"""261410 SERTANIA"";-;282853,12;282853,12"
"""261420 SIRINHAEM"";-;68761,09;68761,09"
"""261430 MOREILANDIA"";-;43044,05;43044,05"
"""261440 SOLIDAO"";-;26002,98;26002,98"
"""261450 SURUBIM"";-;1483574,01;1483574,01"
"""261460 TABIRA"";-;210810,52;210810,52"
"""261480 TACARATU"";-;139854,07;139854,07"
"""261485 TAMANDARE"";-;26395,75;26395,75"
"""261500 TAQUARITINGA DO NORTE"";-;171449,02;171449,02"
"""261510 TEREZINHA"";-;52597,29;52597,29"
"""261520 TERRA NOVA"";-;58887,22;58887,22"
"""261530 TIMBAUBA"";-;677713,40;677713,40"
"""261540 TORITAMA"";-;195363,13;195363,13"
"""261560 TRINDADE"";-;168662,81;168662,81"
"""261570 TRIUNFO"";-;79338,71;79338,71"
"""261580 TUPANATINGA"";-;90726,28;90726,28"
"""261590 TUPARETAMA"";-;95185,26;95185,26"
"""261600 VENTUROSA"";-;200948,95;200948,95"
"""261610 VERDEJANTE"";-;33234,50;33234,50"
"""261620 VERTENTES"";-;507490,49;507490,49"
"""261630 VICENCIA"";-;21872,34;21872,34"
"""261640 VITORIA DE SANTO ANTAO"";-;9120294,43;9120294,43"
"""270010 AGUA BRANCA"";-;21235,24;21235,24"
"""270030 ARAPIRACA"";601969,28;51754438,91;52356408,19"
"""270040 ATALAIA"";-;138693,27;138693,27"
"""270070 BATALHA"";-;421877,02;421877,02"
"""270100 BOCA DA MATA"";-;25729,80;25729,80"
"""270130 CAJUEIRO"";-;52764,60;52764,60"
"""270140 CAMPO ALEGRE"";-;257996,92;257996,92"
"""270170 CAPELA"";-;145975,34;145975,34"
"""270210 COLONIA LEOPOLDINA"";-;31486,00;31486,00"
"""270230 CORURIPE"";-;7757505,70;7757505,70"
"""270235 CRAIBAS"";-;29264,40;29264,40"
"""270240 DELMIRO GOUVEIA"";-;1433421,69;1433421,69"
"""270280 FLEXEIRAS"";-;3642,44;3642,44"
"""270300 IBATEGUARA"";-;15075,60;15075,60"
"""270380 JOAQUIM GOMES"";-;45262,42;45262,42"
"""270400 JUNQUEIRO"";-;185547,59;185547,59"
"""270420 LIMOEIRO DE ANADIA"";-;9451,54;9451,54"
"""270430 MACEIO"";4187057,16;113510615,81;117697672,97"
"""270450 MARAGOGI"";-;85322,60;85322,60"
"""270470 MARECHAL DEODORO"";-;85758,00;85758,00"
"""270500 MATA GRANDE"";-;66853,57;66853,57"
"""270510 MATRIZ DE CAMARAGIBE"";-;85761,23;85761,23"
"""270550 MURICI"";-;61948,80;61948,80"
"""270630 PALMEIRA DOS INDIOS"";-;6622313,48;6622313,48"
"""270640 PAO DE ACUCAR"";-;171087,09;171087,09"
"""270670 PENEDO"";-;1626123,17;1626123,17"
"""270680 PIACABUCU"";-;25273,80;25273,80"
"""270690 PILAR"";71114,36;1083199,40;1154313,76"
"""270710 PIRANHAS"";-;217320,77;217320,77"
"""270730 PORTO CALVO"";-;1764511,75;1764511,75"
"""270760 QUEBRANGULO"";-;26153,07;26153,07"
"""270770 RIO LARGO"";-;147332,11;147332,11"
"""270800 SANTANA DO IPANEMA"";-;7395651,44;7395651,44"
"""270830 SAO JOSE DA LAJE"";-;48871,28;48871,28"
"""270840 SAO JOSE DA TAPERA"";-;122718,34;122718,34"
"""270850 SAO LUIS DO QUITUNDE"";-;66016,13;66016,13"
"""270860 SAO MIGUEL DOS CAMPOS"";-;6665808,34;6665808,34"
"""270915 TEOTONIO VILELA"";-;540272,03;540272,03"
"""270920 TRAIPU"";-;8868,00;8868,00"
"""270930 UNIAO DOS PALMARES"";-;3828146,06;3828146,06"
"""270940 VICOSA"";-;164292,87;164292,87"
"""280020 AQUIDABA"";-;456689,72;456689,72"
"""280030 ARACAJU"";7050977,28;119291134,88;126342112,16"
"""280120 CANINDE DE SAO FRANCISCO"";-;184069,42;184069,42"
"""280130 CAPELA"";-;670627,03;670627,03"
"""280210 ESTANCIA"";275425,68;5922443,79;6197869,47"
"""280290 ITABAIANA"";-;5778997,91;5778997,91"
"""280340 JAPOATA"";9025,14;310545,10;319570,24"
"""280350 LAGARTO"";1076616,20;9082483,36;10159099,56"
"""280450 NOSSA SENHORA DA GLORIA"";-;720047,83;720047,83"
"""280480 NOSSA SENHORA DO SOCORRO"";-;1215430,02;1215430,02"
"""280570 PROPRIA"";-;1669744,05;1669744,05"
"""280590 RIACHUELO"";-;174221,50;174221,50"
"""280670 SAO CRISTOVAO"";-;286505,01;286505,01"
"""280710 SIMAO DIAS"";-;215004,85;215004,85"
"""290020 ABARE"";-;124459,25;124459,25"
"""290035 ADUSTINA"";-;33951,98;33951,98"
"""290040 AGUA FRIA"";-;64361,07;64361,07"
"""290050 ERICO CARDOSO"";-;59516,37;59516,37"
"""290070 ALAGOINHAS"";9871,27;3974437,97;3984309,24"
"""290080 ALCOBACA"";-;240968,51;240968,51"
"""290100 AMARGOSA"";-;957793,55;957793,55"
"""290110 AMELIA RODRIGUES"";-;96176,24;96176,24"
"""290115 AMERICA DOURADA"";-;213605,86;213605,86"
"""290120 ANAGE"";-;29385,94;29385,94"
"""290130 ANDARAI"";-;150597,26;150597,26"
"""290140 ANGICAL"";-;25279,36;25279,36"
"""290150 ANGUERA"";-;64518,40;64518,40"
"""290160 ANTAS"";-;2664523,99;2664523,99"
"""290200 ARACATU"";-;78602,66;78602,66"
"""290205 ARACAS"";-;45816,23;45816,23"
"""290210 ARACI"";-;429216,02;429216,02"
"""290240 AURELINO LEAL"";-;739018,27;739018,27"
"""290250 BAIANOPOLIS"";-;95302,75;95302,75"
"""290260 BAIXA GRANDE"";-;171699,67;171699,67"
"""290270 BARRA"";5072,24;2897183,28;2902255,52"
"""290280 BARRA DA ESTIVA"";-;1061977,91;1061977,91"
"""290290 BARRA DO CHOCA"";-;291295,23;291295,23"
"""290300 BARRA DO MENDES"";-;202118,93;202118,93"
"""290320 BARREIRAS"";46459,53;23913225,99;23959685,52"
"""290323 BARRO ALTO"";-;439772,40;439772,40"
"""290327 BARROCAS"";-;156014,49;156014,49"
"""290330 BARRO PRETO"";-;12226,86;12226,86"
"""290340 BELMONTE"";-;388468,90;388468,90"
"""290350 BELO CAMPO"";-;58098,14;58098,14"
"""290360 BIRITINGA"";-;88717,47;88717,47"
"""290380 BOA VISTA DO TUPIM"";-;70509,66;70509,66"
"""290390 BOM JESUS DA LAPA"";8898,29;3871364,26;3880262,55"
"""290395 BOM JESUS DA SERRA"";-;181882,64;181882,64"
"""290400 BONINAL"";-;104476,93;104476,93"
"""290405 BONITO"";-;218056,62;218056,62"
"""290410 BOQUIRA"";-;407022,13;407022,13"
"""290420 BOTUPORA"";-;158858,08;158858,08"
"""290430 BREJOES"";-;140140,17;140140,17"
"""290440 BREJOLANDIA"";-;52388,11;52388,11"
"""290450 BROTAS DE MACAUBAS"";-;8763,15;8763,15"
"""290460 BRUMADO"";15758,00;4741727,77;4757485,77"
"""290475 BURITIRAMA"";-;387204,33;387204,33"
"""290480 CAATIBA"";-;3098,59;3098,59"
"""290490 CACHOEIRA"";-;924395,85;924395,85"
"""290500 CACULE"";-;486854,38;486854,38"
"""290510 CAEM"";-;539412,28;539412,28"
"""290520 CAETITE"";-;7034548,99;7034548,99"
"""290530 CAFARNAUM"";-;350966,61;350966,61"
"""290550 CALDEIRAO GRANDE"";-;388343,61;388343,61"
"""290560 CAMACAN"";-;1888265,70;1888265,70"
"""290570 CAMACARI"";-;5755856,48;5755856,48"
"""290580 CAMAMU"";-;262200,22;262200,22"
"""290590 CAMPO ALEGRE DE LOURDES"";-;647737,44;647737,44"
"""290600 CAMPO FORMOSO"";8247,39;4278644,34;4286891,73"
"""290610 CANAPOLIS"";-;269389,49;269389,49"
"""290620 CANARANA"";-;247641,22;247641,22"
"""290630 CANAVIEIRAS"";-;376157,02;376157,02"
"""290640 CANDEAL"";-;10990,44;10990,44"
"""290650 CANDEIAS"";-;4064983,74;4064983,74"
"""290660 CANDIBA"";-;251366,25;251366,25"
"""290670 CANDIDO SALES"";-;109596,83;109596,83"
"""290680 CANSANCAO"";5559,31;820858,24;826417,55"
"""290682 CANUDOS"";-;264482,75;264482,75"
"""290685 CAPELA DO ALTO ALEGRE"";-;3073,51;3073,51"
"""290687 CAPIM GROSSO"";-;1008227,34;1008227,34"
"""290690 CARAVELAS"";-;314867,40;314867,40"
"""290710 CARINHANHA"";-;264300,64;264300,64"
"""290720 CASA NOVA"";-;327361,50;327361,50"
"""290730 CASTRO ALVES"";-;437469,43;437469,43"
"""290750 CATU"";1043,65;1706966,32;1708009,97"
"""290755 CATURAMA"";-;54473,41;54473,41"
"""290760 CENTRAL"";-;138752,15;138752,15"
"""290780 CICERO DANTAS"";143,00;205893,62;206036,62"
"""290790 CIPO"";-;218969,20;218969,20"
"""290800 COARACI"";-;78999,11;78999,11"
"""290810 COCOS"";-;910908,31;910908,31"
"""290820 CONCEICAO DA FEIRA"";-;18000,00;18000,00"
"""290830 CONCEICAO DO ALMEIDA"";-;239014,00;239014,00"
"""290840 CONCEICAO DO COITE"";-;3033421,77;3033421,77"
"""290850 CONCEICAO DO JACUIPE"";-;157263,33;157263,33"
"""290860 CONDE"";-;53242,12;53242,12"
"""290870 CONDEUBA"";-;184357,90;184357,90"
"""290890 CORACAO DE MARIA"";-;1995518,16;1995518,16"
"""290900 CORDEIROS"";-;88820,85;88820,85"
"""290910 CORIBE"";-;802272,11;802272,11"
"""290930 CORRENTINA"";-;889549,13;889549,13"
"""290950 CRAVOLANDIA"";-;270315,59;270315,59"
"""290960 CRISOPOLIS"";-;172955,06;172955,06"
"""290970 CRISTOPOLIS"";-;1438591,06;1438591,06"
"""290980 CRUZ DAS ALMAS"";12363,62;1914333,29;1926696,91"
"""290990 CURACA"";-;439922,20;439922,20"
"""291005 DIAS D'AVILA"";-;412159,22;412159,22"
"""291010 DOM BASILIO"";-;95075,23;95075,23"
"""291030 ELISIO MEDRADO"";-;72743,46;72743,46"
"""291040 ENCRUZILHADA"";-;351159,96;351159,96"
"""291050 ENTRE RIOS"";-;197372,95;197372,95"
"""291060 ESPLANADA"";-;670290,63;670290,63"
"""291070 EUCLIDES DA CUNHA"";-;2084547,64;2084547,64"
"""291072 EUNAPOLIS"";-;6191198,35;6191198,35"
"""291080 FEIRA DE SANTANA"";2073291,15;59798556,21;61871847,36"
"""291085 FILADELFIA"";-;277776,08;277776,08"
"""291110 FORMOSA DO RIO PRETO"";-;515535,74;515535,74"
"""291120 GANDU"";-;609848,47;609848,47"
"""291130 GENTIO DO OURO"";-;115520,04;115520,04"
"""291150 GONGOGI"";-;91037,09;91037,09"
"""291170 GUANAMBI"";-;10106955,25;10106955,25"
"""291180 GUARATINGA"";-;219074,08;219074,08"
"""291190 IACU"";-;189117,01;189117,01"
"""291200 IBIASSUCE"";-;363353,31;363353,31"
"""291210 IBICARAI"";-;136214,44;136214,44"
"""291230 IBICUI"";-;66085,89;66085,89"
"""291240 IBIPEBA"";-;55445,32;55445,32"
"""291250 IBIPITANGA"";-;152725,29;152725,29"
"""291270 IBIRAPITANGA"";-;451330,10;451330,10"
"""291280 IBIRAPUA"";-;202580,78;202580,78"
"""291290 IBIRATAIA"";-;706541,17;706541,17"
"""291300 IBITIARA"";-;256298,62;256298,62"
"""291310 IBITITA"";-;191241,18;191241,18"
"""291320 IBOTIRAMA"";-;1739403,44;1739403,44"
"""291340 IGAPORA"";-;378262,28;378262,28"
"""291345 IGRAPIUNA"";-;159059,82;159059,82"
"""291350 IGUAI"";-;1716185,51;1716185,51"
"""291360 ILHEUS"";86493,91;24508442,98;24594936,89"
"""291370 INHAMBUPE"";-;158936,59;158936,59"
"""291380 IPECAETA"";-;22572,95;22572,95"
"""291390 IPIAU"";-;2424868,91;2424868,91"
"""291400 IPIRA"";-;370759,90;370759,90"
"""291410 IPUPIARA"";-;75715,30;75715,30"
"""291420 IRAJUBA"";-;242743,09;242743,09"
"""291430 IRAMAIA"";-;559672,90;559672,90"
"""291440 IRAQUARA"";-;1755229,33;1755229,33"
"""291450 IRARA"";-;176858,18;176858,18"
"""291460 IRECE"";12126,03;9460106,60;9472232,63"
"""291465 ITABELA"";-;807214,79;807214,79"
"""291470 ITABERABA"";89500,94;3997052,76;4086553,70"
"""291480 ITABUNA"";1853479,45;38414573,25;40268052,70"
"""291490 ITACARE"";-;267924,36;267924,36"
"""291500 ITAETE"";-;90598,23;90598,23"
"""291510 ITAGI"";-;50979,18;50979,18"
"""291535 ITAGUACU DA BAHIA"";-;142183,13;142183,13"
"""291540 ITAJU DO COLONIA"";-;63574,41;63574,41"
"""291550 ITAJUIPE"";-;1365246,53;1365246,53"
"""291560 ITAMARAJU"";695,77;2221059,71;2221755,48"
"""291580 ITAMBE"";-;487016,86;487016,86"
"""291600 ITANHEM"";-;593458,37;593458,37"
"""291610 ITAPARICA"";-;1485317,79;1485317,79"
"""291630 ITAPEBI"";-;48144,72;48144,72"
"""291640 ITAPETINGA"";-;2921236,50;2921236,50"
"""291650 ITAPICURU"";-;224726,19;224726,19"
"""291660 ITAPITANGA"";-;21386,91;21386,91"
"""291670 ITAQUARA"";-;196911,87;196911,87"
"""291680 ITARANTIM"";-;416639,48;416639,48"
"""291685 ITATIM"";-;82499,45;82499,45"
"""291690 ITIRUCU"";-;882487,30;882487,30"
"""291700 ITIUBA"";-;507026,06;507026,06"
"""291710 ITORORO"";-;480364,73;480364,73"
"""291720 ITUACU"";-;122924,53;122924,53"
"""291730 ITUBERA"";-;221076,58;221076,58"
"""291733 IUIU"";-;31137,51;31137,51"
"""291735 JABORANDI"";-;340277,05;340277,05"
"""291740 JACARACI"";-;208292,97;208292,97"
"""291750 JACOBINA"";-;4372066,23;4372066,23"
"""291760 JAGUAQUARA"";-;763914,21;763914,21"
"""291770 JAGUARARI"";-;407101,65;407101,65"
"""291800 JEQUIE"";359868,19;19499632,39;19859500,58"
"""291810 JEREMOABO"";-;233103,75;233103,75"
"""291820 JIQUIRICA"";-;182041,94;182041,94"
"""291830 JITAUNA"";-;95146,55;95146,55"
"""291835 JOAO DOURADO"";-;240202,76;240202,76"
"""291840 JUAZEIRO"";1315359,96;24382049,01;25697408,97"
"""291850 JUSSARA"";-;218815,16;218815,16"
"""291855 JUSSARI"";-;22035,92;22035,92"
"""291860 JUSSIAPE"";-;82997,26;82997,26"
"""291880 LAJE"";-;160479,56;160479,56"
"""291905 LAJEDO DO TABOCAL"";-;123820,79;123820,79"
"""291915 LAPAO"";54377,08;672677,32;727054,40"
"""291920 LAURO DE FREITAS"";-;9524044,54;9524044,54"
"""291930 LENCOIS"";-;34928,12;34928,12"
"""291940 LICINIO DE ALMEIDA"";-;102948,97;102948,97"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";-;934022,72;934022,72"
"""291955 LUIS EDUARDO MAGALHAES"";-;1734221,81;1734221,81"
"""291960 MACAJUBA"";-;88353,42;88353,42"
"""291970 MACARANI"";-;818666,97;818666,97"
"""291980 MACAUBAS"";-;782382,55;782382,55"
"""292000 MAIQUINIQUE"";-;255626,31;255626,31"
"""292010 MAIRI"";-;427569,92;427569,92"
"""292020 MALHADA"";-;140594,95;140594,95"
"""292050 MARACAS"";-;545831,16;545831,16"
"""292080 MARCIONILIO SOUZA"";-;68539,33;68539,33"
"""292100 MATA DE SAO JOAO"";-;722934,11;722934,11"
"""292105 MATINA"";-;136859,24;136859,24"
"""292110 MEDEIROS NETO"";-;617589,72;617589,72"
"""292120 MIGUEL CALMON"";12550,94;2287141,45;2299692,39"
"""292130 MILAGRES"";-;78958,94;78958,94"
"""292150 MONTE SANTO"";-;973470,42;973470,42"
"""292170 MORRO DO CHAPEU"";-;792842,78;792842,78"
"""292180 MORTUGABA"";-;121265,84;121265,84"
"""292190 MUCUGE"";-;137077,53;137077,53"
"""292200 MUCURI"";-;933505,48;933505,48"
"""292205 MULUNGU DO MORRO"";-;289066,98;289066,98"
"""292210 MUNDO NOVO"";-;135361,59;135361,59"
"""292240 MUTUIPE"";-;434640,54;434640,54"
"""292250 NAZARE"";-;2167636,65;2167636,65"
"""292265 NORDESTINA"";-;87504,99;87504,99"
"""292270 NOVA CANAA"";-;1025658,99;1025658,99"
"""292273 NOVA FATIMA"";-;44804,64;44804,64"
"""292290 NOVA SOURE"";-;86769,22;86769,22"
"""292300 NOVA VICOSA"";-;639540,81;639540,81"
"""292310 OLINDINA"";-;608334,18;608334,18"
"""292320 OLIVEIRA DOS BREJINHOS"";-;223405,92;223405,92"
"""292330 OURICANGAS"";-;55919,47;55919,47"
"""292335 OUROLANDIA"";-;105279,54;105279,54"
"""292340 PALMAS DE MONTE ALTO"";-;341352,32;341352,32"
"""292360 PARAMIRIM"";47223,69;1366001,27;1413224,96"
"""292370 PARATINGA"";-;437967,28;437967,28"
"""292380 PARIPIRANGA"";-;28990,65;28990,65"
"""292390 PAU BRASIL"";-;75983,70;75983,70"
"""292400 PAULO AFONSO"";-;4360396,42;4360396,42"
"""292405 PE DE SERRA"";-;109004,53;109004,53"
"""292430 PIATA"";-;278817,11;278817,11"
"""292450 PINDAI"";-;382724,89;382724,89"
"""292460 PINDOBACU"";-;457680,11;457680,11"
"""292465 PINTADAS"";-;94215,85;94215,85"
"""292470 PIRIPA"";-;89833,14;89833,14"
"""292480 PIRITIBA"";-;54550,55;54550,55"
"""292490 PLANALTINO"";-;372254,15;372254,15"
"""292500 PLANALTO"";-;131062,45;131062,45"
"""292510 POCOES"";-;1446320,07;1446320,07"
"""292520 POJUCA"";-;635180,88;635180,88"
"""292525 PONTO NOVO"";-;331048,98;331048,98"
"""292530 PORTO SEGURO"";2750,00;10426320,18;10429070,18"
"""292540 POTIRAGUA"";-;38028,32;38028,32"
"""292550 PRADO"";-;465952,70;465952,70"
"""292560 PRESIDENTE DUTRA"";-;185966,41;185966,41"
"""292575 PRESIDENTE TANCREDO NEVES"";-;223457,78;223457,78"
"""292580 QUEIMADAS"";-;635414,90;635414,90"
"""292590 QUIJINGUE"";-;222542,37;222542,37"
"""292595 RAFAEL JAMBEIRO"";-;107328,00;107328,00"
"""292600 REMANSO"";-;2064641,59;2064641,59"
"""292610 RETIROLANDIA"";-;174179,40;174179,40"
"""292620 RIACHAO DAS NEVES"";-;162162,21;162162,21"
"""292630 RIACHAO DO JACUIPE"";-;944843,11;944843,11"
"""292640 RIACHO DE SANTANA"";-;175914,72;175914,72"
"""292650 RIBEIRA DO AMPARO"";-;57680,18;57680,18"
"""292660 RIBEIRA DO POMBAL"";-;4088903,45;4088903,45"
"""292670 RIO DE CONTAS"";-;117315,41;117315,41"
"""292690 RIO DO PIRES"";-;128333,82;128333,82"
"""292700 RIO REAL"";-;443098,96;443098,96"
"""292720 RUY BARBOSA"";26025,93;2922202,60;2948228,53"
"""292730 SALINAS DA MARGARIDA"";-;71868,46;71868,46"
"""292740 SALVADOR"";48854656,98;488717639,34;537572296,32"
"""292750 SANTA BARBARA"";-;22223,77;22223,77"
"""292770 SANTA CRUZ CABRALIA"";-;163331,24;163331,24"
"""292790 SANTA INES"";-;553763,57;553763,57"
"""292800 SANTALUZ"";-;846644,67;846644,67"
"""292810 SANTA MARIA DA VITORIA"";703,77;787371,83;788075,60"
"""292820 SANTANA"";-;582726,49;582726,49"
"""292830 SANTANOPOLIS"";-;11710,37;11710,37"
"""292840 SANTA RITA DE CASSIA"";-;541148,59;541148,59"
"""292850 SANTA TEREZINHA"";-;93276,28;93276,28"
"""292860 SANTO AMARO"";-;172377,59;172377,59"
"""292870 SANTO ANTONIO DE JESUS"";73560,27;19559416,44;19632976,71"
"""292880 SANTO ESTEVAO"";-;537970,85;537970,85"
"""292890 SAO DESIDERIO"";-;681830,96;681830,96"
"""292895 SAO DOMINGOS"";-;36413,47;36413,47"
"""292900 SAO FELIX"";-;3569898,70;3569898,70"
"""292905 SAO FELIX DO CORIBE"";-;385078,37;385078,37"
"""292910 SAO FELIPE"";-;104719,82;104719,82"
"""292920 SAO FRANCISCO DO CONDE"";572,00;478352,57;478924,57"
"""292925 SAO GABRIEL"";-;174331,41;174331,41"
"""292930 SAO GONCALO DOS CAMPOS"";-;118008,64;118008,64"
"""292940 SAO MIGUEL DAS MATAS"";-;2088919,60;2088919,60"
"""292950 SAO SEBASTIAO DO PASSE"";-;295232,41;295232,41"
"""292960 SAPEACU"";-;232145,93;232145,93"
"""292970 SATIRO DIAS"";-;151253,37;151253,37"
"""292980 SAUDE"";-;374194,89;374194,89"
"""292990 SEABRA"";185282,01;5808101,20;5993383,21"
"""293000 SEBASTIAO LARANJEIRAS"";-;80864,33;80864,33"
"""293010 SENHOR DO BONFIM"";7827,81;3838991,04;3846818,85"
"""293015 SERRA DO RAMALHO"";-;514235,62;514235,62"
"""293020 SENTO SE"";-;174885,64;174885,64"
"""293030 SERRA DOURADA"";-;626737,02;626737,02"
"""293040 SERRA PRETA"";-;67510,25;67510,25"
"""293050 SERRINHA"";-;1203761,58;1203761,58"
"""293060 SERROLANDIA"";-;95655,18;95655,18"
"""293070 SIMOES FILHO"";-;1332786,66;1332786,66"
"""293075 SITIO DO MATO"";-;118794,05;118794,05"
"""293077 SOBRADINHO"";-;174477,91;174477,91"
"""293080 SOUTO SOARES"";-;180064,88;180064,88"
"""293090 TABOCAS DO BREJO VELHO"";-;107914,59;107914,59"
"""293100 TANHACU"";-;77189,17;77189,17"
"""293105 TANQUE NOVO"";-;317280,62;317280,62"
"""293110 TANQUINHO"";-;38407,79;38407,79"
"""293120 TAPEROA"";-;426157,44;426157,44"
"""293130 TAPIRAMUTA"";-;263198,28;263198,28"
"""293135 TEIXEIRA DE FREITAS"";418849,48;16088562,36;16507411,84"
"""293150 TEOFILANDIA"";-;72263,42;72263,42"
"""293160 TEOLANDIA"";-;236588,56;236588,56"
"""293180 TREMEDAL"";-;83465,28;83465,28"
"""293190 TUCANO"";-;525627,75;525627,75"
"""293200 UAUA"";-;266278,26;266278,26"
"""293210 UBAIRA"";-;521919,69;521919,69"
"""293220 UBAITABA"";-;1215950,53;1215950,53"
"""293230 UBATA"";-;173334,31;173334,31"
"""293240 UIBAI"";-;156047,07;156047,07"
"""293250 UNA"";-;358186,27;358186,27"
"""293260 URANDI"";-;405860,46;405860,46"
"""293280 UTINGA"";-;199993,37;199993,37"
"""293290 VALENCA"";17653,89;6498707,22;6516361,11"
"""293300 VALENTE"";-;451129,54;451129,54"
"""293305 VARZEA DA ROCA"";-;41647,70;41647,70"
"""293310 VARZEA DO POCO"";-;201711,74;201711,74"
"""293315 VARZEA NOVA"";-;952499,96;952499,96"
"""293320 VERA CRUZ"";-;79531,95;79531,95"
"""293325 VEREDA"";-;76239,49;76239,49"
"""293330 VITORIA DA CONQUISTA"";5407234,76;51143063,90;56550298,66"
"""293340 WAGNER"";-;822824,20;822824,20"
"""293345 WANDERLEY"";-;1174445,25;1174445,25"
"""293350 WENCESLAU GUIMARAES"";-;173006,85;173006,85"
"""293360 XIQUE-XIQUE"";-;1116106,03;1116106,03"
"""310020 ABAETE"";-;639455,42;639455,42"
"""310030 ABRE CAMPO"";-;762192,49;762192,49"
"""310090 AGUAS FORMOSAS"";-;1388417,81;1388417,81"
"""310100 AGUAS VERMELHAS"";-;346393,19;346393,19"
"""310110 AIMORES"";-;989558,22;989558,22"
"""310120 AIURUOCA"";-;1048802,70;1048802,70"
"""310130 ALAGOA"";-;67889,59;67889,59"
"""310150 ALEM PARAIBA"";-;2659415,00;2659415,00"
"""310160 ALFENAS"";782034,98;31790491,36;32572526,34"
"""310170 ALMENARA"";-;4547292,33;4547292,33"
