"""Munic°pio"";""101-5 ‡rg∆o P£blico do Poder Executivo Federal"";""102-3 ‡rg∆o P£blico do Poder Executivo Estadual ou do Distrito Federal"";""103-1 ‡rg∆o P£blico do Poder Executivo Municipal"";""110-4 Autarquia Federal"";""111-2 Autarquia Estadual ou do Distrito Federal"";""112-0 Autarquia Municipal"";""113-9 Fundaá∆o P£blica de Direito P£blico Federal"";""114-7 Fundaá∆o P£blica de Direito P£blico Estadual ou do Distrito Federal"";""115-5 Fundaá∆o P£blica de Direito P£blico Municipal"";""118-0 ‡rg∆o P£blico Autìnomo Municipal"";""121-0 Cons¢rcio P£blico de Direito P£blico (Associaá∆o P£blica)"";""122-8 Cons¢rcio P£blico de Direito Privado"";""123-6 Estado ou Distrito Federal"";""124-4 Munic°pio"";""126-0 Fundaá∆o P£blica de Direito Privado Estadual ou do Distrito Federal"";""127-9 Fundaá∆o P£blica de Direito Privado Municipal"";""201-1 Empresa P£blica"";""205-4 Sociedade Anìnima Fechada"";""206-2 Sociedade Empres†ria Limitada"";""208-9 Sociedade Empres†ria em Comandita Simples"";""213-5 Empres†rio (Individual)"";""214-3 Cooperativa"";""224-0 Sociedade Simples Limitada"";""306-9 Fundaá∆o Privada"";""307-7 Serviáo Social Autìnomo"";""313-1 Entidade Sindical"";""399-9 Associaá∆o Privada"";""Total"""
"""240180 BREJINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;99"
"""240200 CAICO"";-;4150;-;-;-;-;-;-;-;-;-;-;-;2377;-;-;-;-;-;-;-;-;-;-;-;-;-;6527"
"""240230 CARAUBAS"";-;434;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;434"
"""240240 CARNAUBA DOS DANTAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;79"
"""240250 CARNAUBAIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;82"
"""240260 CEARA-MIRIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;4183;-;-;-;-;-;-;-;-;-;-;-;-;-;4183"
"""240270 CERRO CORA"";-;-;-;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;128"
"""240290 CORONEL JOAO PESSOA"";-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;17"
"""240310 CURRAIS NOVOS"";-;4249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;503;-;-;-;-;-;-;-;-;4752"
"""240320 DOUTOR SEVERIANO"";-;-;-;-;-;-;-;-;-;-;-;-;-;170;-;-;-;-;-;-;-;-;-;-;-;-;-;170"
"""240325 PARNAMIRIM"";-;5909;-;-;-;-;-;-;-;-;-;-;-;4815;-;-;-;-;-;-;-;-;-;-;-;-;-;10724"
"""240330 ENCANTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;28"
"""240340 EQUADOR"";-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;65"
"""240360 EXTREMOZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;300"
"""240370 FELIPE GUERRA"";-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48"
"""240400 FRUTUOSO GOMES"";-;-;-;-;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;103"
"""240420 GOIANINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;214;-;-;-;-;-;-;-;-;-;-;-;-;-;214"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;71"
"""240450 GUAMARE"";-;-;-;-;-;-;-;-;-;-;-;-;-;681;-;-;-;-;-;-;-;-;-;-;-;-;-;681"
"""240520 JANDUIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;180"
"""240530 JANUARIO CICCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;78"
"""240560 JARDIM DE PIRANHAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;197"
"""240580 JOAO CAMARA"";-;929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;929"
"""240600 JOSE DA PENHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;180"
"""240610 JUCURUTU"";-;-;-;-;-;-;-;-;-;-;-;-;-;685;-;-;-;-;-;-;-;-;-;-;-;-;-;685"
"""240650 LAGOA NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;38"
"""240670 LAJES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;208;208"
"""240690 LUCRECIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;193;-;-;-;-;-;-;-;-;-;-;-;-;-;193"
"""240710 MACAIBA"";-;2956;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2956"
"""240720 MACAU"";-;-;-;-;-;-;-;-;-;-;-;-;-;530;-;-;-;-;-;-;-;-;-;-;-;-;-;530"
"""240725 MAJOR SALES"";-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;65"
"""240740 MARTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;106"
"""240760 MESSIAS TARGINO"";-;-;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;126"
"""240780 MONTE ALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;-;278"
"""240800 MOSSORO"";-;10516;-;-;-;-;-;-;-;-;-;-;-;720;-;-;-;-;4251;-;-;-;-;-;-;-;15474;30961"
"""240810 NATAL"";-;41081;6735;-;-;-;-;-;-;-;-;-;-;-;-;-;18260;5063;13664;-;-;-;-;-;-;-;28016;112819"
"""240830 NOVA CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;644;-;-;-;-;-;-;-;-;-;-;-;-;-;644"
"""240840 OLHO-D'AGUA DO BORGES"";-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33"
"""240890 PARELHAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;-;-;-;-;-;57;302"
"""240910 PASSA E FICA"";-;-;-;-;-;-;-;-;-;-;-;-;-;255;-;-;-;-;-;-;-;-;-;-;-;-;-;255"
"""240930 PATU"";-;-;-;-;-;-;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;210"
"""240940 PAU DOS FERROS"";-;5260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1288;6548"
"""240980 PEDRO VELHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;100"
"""240990 PENDENCIAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;102"
"""241000 PILOES"";-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;57"
"""241020 PORTALEGRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;69"
"""241030 SERRA CAIADA"";-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;43"
"""241060 RAFAEL GODEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;242"
"""241070 RIACHO DA CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;104"
"""241100 RODOLFO FERNANDES"";-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;12"
"""241120 SANTA CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;738;-;-;6206;-;-;-;-;-;-;-;-;-;-;6944"
"""241140 SANTANA DO MATOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;57"
"""241142 SANTANA DO SERIDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;31"
"""241150 SANTO ANTONIO"";-;2418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2418"
"""241200 SAO GONCALO DO AMARANTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3303;3303"
"""241220 SAO JOSE DE MIPIBU"";-;4286;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4286"
"""241230 SAO JOSE DO CAMPESTRE"";-;-;-;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;96"
"""241240 SAO JOSE DO SERIDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;63"
"""241250 SAO MIGUEL"";-;-;-;-;-;-;-;-;-;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;-;-;-;159"
"""241260 SAO PAULO DO POTENGI"";-;525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;525"
"""241280 SAO RAFAEL"";-;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;107"
"""241300 SAO VICENTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;91"
"""241330 SERRA DE SAO BENTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;31"
"""241335 SERRA DO MEL"";-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;75"
"""241340 SERRA NEGRA DO NORTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;75"
"""241355 SERRINHA DOS PINTOS"";-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;60"
"""241360 SEVERIANO MELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;49"
"""241380 TABOLEIRO GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;39"
"""241410 TENENTE ANANIAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1395;1395"
"""241420 TIBAU DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;107"
"""241440 TOUROS"";-;-;-;-;-;-;-;-;-;-;-;-;-;443;-;-;-;-;-;-;-;-;-;-;-;-;-;443"
"""241445 TRIUNFO POTIGUAR"";-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;53"
"""241460 UPANEMA"";-;-;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;82"
"""241475 VENHA-VER"";-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;21"
"""250010 AGUA BRANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;315;-;-;-;-;-;-;-;-;-;-;-;-;-;315"
"""250030 ALAGOA GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;277;-;-;-;-;-;-;-;-;-;-;-;-;-;277"
"""250040 ALAGOA NOVA"";-;-;-;-;-;-;-;-;-;-;-;-;-;309;-;-;-;-;-;-;-;-;-;-;-;-;-;309"
"""250070 SAO JOAO DO RIO DO PEIXE"";-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;-;278"
"""250110 AREIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;141"
"""250130 AROEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;244;-;-;-;-;-;-;-;-;-;-;-;-;-;244"
"""250150 BANANEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;330;-;-;-;-;-;-;-;-;-;-;-;-;-;330"
"""250180 BAYEUX"";-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;23"
"""250190 BELEM"";-;632;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;632"
"""250200 BELEM DO BREJO DO CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;93"
"""250230 BOM SUCESSO"";-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;25"
"""250240 BONITO DE SANTA FE"";-;-;-;-;-;-;-;-;-;-;-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;-;-;161"
"""250250 BOQUEIRAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;-;310"
"""250280 BREJO DO CRUZ"";-;-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;165"
"""250300 CAAPORA"";-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48"
"""250320 CABEDELO"";-;-;-;-;-;-;-;-;-;-;-;-;-;1834;-;-;-;-;-;-;-;-;-;-;-;-;-;1834"
"""250350 CACIMBA DE DENTRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;15"
"""250370 CAJAZEIRAS"";-;6589;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2217;-;-;-;-;-;-;-;-;-;-;8806"
"""250400 CAMPINA GRANDE"";-;21180;-;627;-;-;-;-;-;-;-;-;-;22627;-;-;3841;-;5626;-;-;-;956;6720;-;-;1795;63372"
"""250430 CATOLE DO ROCHA"";-;4145;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;4289"
"""250440 CONCEICAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;745;-;-;-;-;-;-;-;-;-;-;-;-;-;745"
"""250480 COREMAS"";-;919;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;919"
"""250510 CUITE"";-;-;-;-;-;-;-;-;-;-;-;-;-;670;-;-;-;-;-;-;-;-;-;-;-;-;-;670"
"""250600 ESPERANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;639;-;-;-;-;-;-;-;-;-;-;-;-;-;639"
"""250630 GUARABIRA"";-;6130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6130"
"""250690 ITABAIANA"";-;2937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2937"
"""250700 ITAPORANGA"";-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194"
"""250710 ITAPOROROCA"";-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;136"
"""250740 JERICO"";-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;63"
"""250750 JOAO PESSOA"";-;40654;-;-;-;8479;-;-;-;-;-;-;-;16922;-;-;7686;60;2731;-;-;44;-;6902;-;-;8986;92464"
"""250770 JUAZEIRINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;64"
"""250800 JURU"";-;-;-;-;-;-;-;-;-;-;-;-;-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;194"
"""250830 LAGOA SECA"";-;-;-;-;-;-;-;-;-;-;-;-;-;303;-;-;-;-;-;-;-;-;-;-;-;-;-;303"
"""250890 MAMANGUAPE"";-;6032;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6032"
"""250920 MASSARANDUBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;42"
"""250970 MONTEIRO"";-;4111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4111"
"""251080 PATOS"";-;16666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16666"
"""251090 PAULISTA"";-;-;-;-;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;297"
"""251110 PEDRA LAVRADA"";-;-;-;-;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;105"
"""251120 PEDRAS DE FOGO"";-;-;-;-;-;-;-;-;-;-;-;-;-;562;-;-;-;-;-;-;-;-;-;-;-;-;-;562"
"""251130 PIANCO"";-;2360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2360"
"""251140 PICUI"";-;3023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3023"
"""251200 POCINHOS"";-;396;-;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;621"
"""251210 POMBAL"";-;4212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4212"
"""251230 PRINCESA ISABEL"";-;897;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;897"
"""251250 QUEIMADAS"";-;3014;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3014"
"""251340 SANTA LUZIA"";-;298;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298"
"""251370 SANTA RITA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6420;-;-;-;-;-;-;-;-;4296;-;-;-;10716"
"""251390 SAO BENTO"";-;-;-;-;-;-;-;-;-;-;-;-;-;872;-;-;-;-;-;-;-;-;-;-;-;-;-;872"
"""251450 SAO JOSE DE PIRANHAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;279;-;-;-;-;-;-;-;-;-;-;-;-;-;279"
"""251530 SAPE"";-;-;-;-;-;-;-;-;-;-;-;-;-;649;-;-;-;-;-;-;-;-;-;-;-;-;-;649"
"""251540 SAO VICENTE DO SERIDO"";-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;47"
"""251550 SERRA BRANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;466;-;-;-;-;-;-;-;-;-;-;-;-;-;466"
"""251600 SOLANEA"";-;1466;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1466"
"""251610 SOLEDADE"";-;-;-;-;-;-;-;-;-;-;-;-;-;204;-;-;-;-;-;-;-;-;-;-;-;-;-;204"
"""251620 SOUSA"";-;6424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6426"
"""251630 SUME"";-;-;-;-;-;-;-;-;-;-;-;-;-;889;-;-;-;-;-;-;-;-;-;-;-;-;-;889"
"""251650 TAPEROA"";-;2042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2042"
"""251660 TAVARES"";-;-;-;-;-;-;-;-;-;-;-;-;-;589;-;-;-;-;-;-;-;-;-;-;-;-;-;589"
"""251690 UIRAUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1414;1414"
"""251700 UMBUZEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;48"
"""260010 AFOGADOS DA INGAZEIRA"";-;-;-;-;-;-;-;8784;-;-;-;-;-;-;-;-;-;-;1137;-;-;-;-;-;-;-;-;9921"
"""260020 AFRANIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;729;-;-;-;-;-;-;-;-;-;-;-;-;-;729"
"""260030 AGRESTINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1329;1329"
"""260050 AGUAS BELAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;572;-;-;-;-;-;-;-;-;-;-;-;-;-;572"
"""260060 ALAGOINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;268;-;-;-;-;-;-;-;-;-;-;-;-;-;268"
"""260070 ALIANCA"";-;-;-;-;-;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;135"
"""260080 ALTINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;134"
"""260100 ANGELIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;124"
"""260110 ARARIPINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7890;7890"
"""260120 ARCOVERDE"";-;15621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;497;-;-;-;-;-;-;-;-;16118"
"""260130 BARRA DE GUABIRABA"";-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;77"
"""260140 BARREIROS"";-;-;-;-;-;-;-;-;-;-;-;-;-;1484;-;-;-;-;-;-;-;-;-;-;-;-;-;1484"
"""260150 BELEM DE MARIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;15"
"""260160 BELEM DO SAO FRANCISCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;-;-;-;-;208"
"""260170 BELO JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;926;-;-;-;-;-;-;-;-;-;-;-;-;-;926"
"""260180 BETANIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;188"
"""260190 BEZERROS"";-;-;-;-;-;-;-;-;-;-;-;-;-;518;-;-;-;-;-;-;-;-;-;-;-;-;5151;5669"
"""260200 BODOCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;430;-;-;-;-;-;-;-;-;-;-;-;-;-;430"
"""260210 BOM CONSELHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;834;-;-;-;-;-;-;-;-;-;-;-;-;-;834"
"""260220 BOM JARDIM"";-;-;-;-;-;-;-;-;-;-;-;-;-;279;-;-;-;-;-;-;-;-;-;-;-;-;-;279"
"""260230 BONITO"";-;-;-;-;-;-;-;-;-;-;-;-;-;426;-;-;-;-;-;-;-;-;-;-;-;-;-;426"
"""260240 BREJAO"";-;-;-;-;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;152"
"""260250 BREJINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;174;182"
"""260260 BREJO DA MADRE DE DEUS"";-;-;-;-;-;-;-;-;-;-;-;-;-;425;-;-;-;-;-;-;-;-;-;-;-;-;-;425"
"""260280 BUIQUE"";-;-;-;-;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-;-;1197;1597"
"""260290 CABO DE SANTO AGOSTINHO"";-;8991;-;-;-;-;-;-;-;-;-;-;-;3099;-;-;-;-;-;-;-;-;-;-;-;-;-;12090"
"""260300 CABROBO"";-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;-;-;-;-;-;-;-;1000"
"""260310 CACHOEIRINHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;188"
"""260320 CAETES"";-;-;-;-;-;-;-;-;-;-;-;-;-;195;-;-;-;-;-;-;-;-;-;-;-;-;-;195"
"""260330 CALCADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;45"
"""260340 CALUMBI"";-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33"
"""260345 CAMARAGIBE"";-;-;-;-;-;-;-;-;-;-;-;-;-;871;-;-;-;-;-;-;-;-;-;-;-;-;-;871"
"""260350 CAMOCIM DE SAO FELIX"";-;-;-;-;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;127"
"""260360 CAMUTANGA"";-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;71"
"""260370 CANHOTINHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;640;-;-;-;-;-;-;-;-;-;-;-;-;-;640"
"""260380 CAPOEIRAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;294;-;-;-;-;-;-;-;-;-;-;-;-;-;294"
"""260390 CARNAIBA"";-;-;-;-;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;297"
"""260392 CARNAUBEIRA DA PENHA"";-;-;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;95"
"""260400 CARPINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;391;-;-;-;-;-;-;-;-;391"
"""260410 CARUARU"";-;32954;-;-;-;-;-;-;-;-;-;-;-;5659;-;-;-;-;1153;-;-;-;-;-;-;-;6206;45972"
"""260415 CASINHAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;63"
"""260420 CATENDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;-;-;178"
"""260430 CEDRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;111"
"""260440 CHA DE ALEGRIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;67"
"""260450 CHA GRANDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;425;-;-;-;-;-;-;-;-;-;-;-;-;-;425"
"""260460 CONDADO"";-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;36"
